text	emotions
i find it disappointing that the front page of this blog continually feels the need to be sarcastic and caustic as a basic posture	anger
i feel so impatient so easily annoyed so outraged by the blatant defiance that seems to be olivias most prominent characteristic these days	anger
i feel rebellious when finding the evident flaws in the english patient	anger
im feeling particularly bitter about those of you who had sunshine	anger
i try to unpack how i feel about what s going on at work he becomes angry too which doesn t help	anger
i used to feel resentful towards and love them	anger
i am years old and i still feel like an angry confused lost year old girl	anger
i hate the cold i do have to say that i am extremely thankful that i am alive to be able to feel the cold	anger
i feel so bitchy for not being more understanding	anger
i often feel like a mad scientist	anger
i feel that is not really dangerous on day time	anger
i feel he has wronged me so many times between the porn ignoring me to play games holding out on sex etc	anger
i thought he was a great gifted leader in the first half but now i feel he was quite a stubborn man	anger
i started feeling so pissed that i cant even hold how much ive been holding it	anger
i feel a bit snobbish perhaps cocky even when i use the medical terms im learning or anything related to my education	anger
i think it is impossible to look at pages of cakes pies tarts and all manner of other delicious things without feeling a little bit envious	anger
i will have found it within myself to forgive this person for all which i feel ive been wronged to have moved on and improved this relationship to be better than it has been for the past few years and better than it is today	anger
i can t help but feel a little offended and hurt	anger
i suggested greys and blues with warm tones as the room is north facing and could feel quite cold and flat	anger
i love our family and our home but i feel so hateful when im in it	anger
im feeling particularly irritable at the moment and a glance at the greater manchester probation trust website just makes matters worse	anger
i have forgiven those who i feel have wronged me well for the most part yeah gotta work a tiny bit on that too but i know that karma is on my side not theirs as truth and honesty will prevail	anger
i feel frustrated and blame myself for being socially awkward	anger
i just feel like i cant be bothered but nine times out of ten i make myself just crack on and do it	anger
im gonna keep counting because every month that passes of me not irrationally jumping into another relationship just because im feeling selfish and being played for like a foolish girl is another month to celebrate	anger
i will then feel resentful and mad	anger
i am competitive and i like a challenge but something about it just feels so petty	anger
i don t know why but i actually feel a little pissed about this	anger
i have to admit and for once i feel that that i did this without needing the permission of my father or the clearance of shield or any of those petty overcitations	anger
i do feel irritated at times because he tried to hold me and stuff ill push away or not throw temper and shout at him	anger
i find myself feeling resentful sometimes when my kids to my mind take me for granted	anger
i know is that she represented everything i did not feel i hated my body soft in all the wrong places outgrowing me	anger
i feel i can t be bothered to chant or when that certain something is still unresolved that is when i remember things rhona said or think of what roger has achieved then i know i just carry on chanting	anger
i dont know the most is why drake face look so angry when i choose argha and i can feel hes jealous	anger
i still feel angered at them for refusing to practice with me	anger
id feel really bothered sometimes irritated	anger
i didnt feel dissatisfied at all	anger
i am feeling envious of b and her new skinny girl figure and of course i want to buy off the rack also in a single digit size	anger
i learned that my girlfriend had been unjustly missed from work	anger
i had a feeling that she would be in her mother s garden like in his dream so he rushed outside	anger
i started to feel really agitated at school	anger
i was feeling a little agitated for most of the day	anger
im feeling rather grumpy today about everything in general	anger
i wont go off on this today but many drug and alcohol problems are brain chemistry but others are an attempt at shielding and self medication because subconsciously people can feel how vicious others really are	anger
i couldnt feel if i pissed myself anymore	anger
i start feeling angry i need to actually stop and figure out what im really feeling so i can deal with life in a more balanced way	anger
i feel annoyed that no matter what i try to do to my fullest i seem to fail im tired of the same life lessons over and over again	anger
i feel that the father is heartless and irresponsible to do such a thing to his own daughter	anger
i feel like i should apologize to my friends for the highly bitchy attitude i had earlier	anger
i feel so vile for having thought about it	anger
im feeling fucking agitated about something	anger
i was feeling agitated and anxious and my body was exhausted	anger
i was feeling rushed and trying not to panic	anger
i feel extremely irritable when i look at dont know why because of the narrow tunnel vision maybe	anger
i was putting my clothes in the laundromat washing machine and feeling a bit bitter that someone like him can just fast track his business idea while others struggle my new business venture just came to me	anger
i could feel that jacob was bothered about was that she pulled simon back into a past life of a young boy and total lack of responsibility	anger
i look so grumpy and im feeling grumpy so i should probably sleep now goodnightzzzz	anger
i think mum and dad are feeling the most impatient now though	anger
i felt i had done all i could which i still believe but in my mind that justified my right to feel wronged	anger
i feel this create a hostile work environment and make all of the staff stressed out	anger
i was feeling enraged by the whole thing on and off for a couple days after	anger
i was starting to feel a little bit dissatisfied	anger
i feel pretty rebellious despite myself	anger
i started out really having a distaste for christian and his chauvinistic demeaning ways and now i find myself feeling annoyed with anastassias whiny ness yes i know that is not a word	anger
i feel so frustrated with myself for over thinking too much and these fucking insecurities is always taking control over me	anger
i know firsthand how annoying people copying you can be its downright obnoxious and it makes me feel violent d but there is always that side of it that we usually fail to see the flattery angle	anger
i feel disgusted disrespected misused abused robbed from my soul hated by god i was highly respected for this one thing i had because no one my age now a days has it but now im just like everyone else and it hurts	anger
i feel rather impatient and testy today	anger
i try to hold my tongue try to see it from his point of view but inside i am feeling agitated and irritable about all this pressure to please him when i cannot seem to get my own self in order	anger
i finally had to express how i felt to my husband because i could feel myself getting bitter	anger
i felt angry when my only pair of trousers was stolen and could not be able to find out who the thief was or anyone who knew about the story	anger
i am back at home feeling irritable about that since ive been looking forward to the party all week	anger
i know that a lot of this depression is spurring from the fact that i want to go back home but i also feel like this is going to be a vicious cycle	anger
i feel less annoyed because the hair will go away on its own without me having to push it away from my face	anger
i feel selfish dreaming of a big house of my own decorated the way i want with the family inside i helped make	anger
im feeling rather cranky today whether its from lack of sleep of horrible allergies im not sure	anger
i feel greedy and all too american all too consumer	anger
i have such great difficulty feeling any sorrow for you and your violent fate	anger
i feel i am no longer irritable and i am back to my i love everyone mode	anger
i dont write something at least every other day i feel dissatisfied	anger
i feel that im a selfish person never give you space at all	anger
i love you becomes a tool the heart feels every insincere motive	anger
im feeling grumpy and stiff and angsty i remind myself of days when i couldnt make it out of bed	anger
i feel agitated but very weak	anger
i feel like im really making an effort and trying not to be so stubborn	anger
i was feeling very envious towards them	anger
i feel enraged and weak but i have no reasonable grounds to be	anger
i do not feel spiteful anymore only hollow	anger
i think many citizens feel that women don t really care and are completely heartless and self involved	anger
i am feeling so bitchy	anger
i wasnt at all feeling agitated when i first started typing this post but as im nearing the end and the thought of having to go to my room after this and find the lights on fuck it i just grrr	anger
i feel less bitter about it already	anger
i feel sort of antsy and impatient	anger
i the reason im actually growing to feel tortured	anger
im not feeling quite bitchy enough	anger
i feel like if i stay in my room for a while that im being rude	anger
i feel aggravated bothered tweaked erked whatever you call it i don t feel like a nice buck	anger
i woke up because i heard some noise like dropping of things and then from then on when im feeling annoyed it will stop me from not being able to sleep well	anger
i feel very dissatisfied and discontent	anger
i was feeling somewhat cranky and justifiably so i thought i decided to order just what i wanted	anger
i got the feeling he was pissed off at me and had had enough	anger
i feel frustrated and trapped in a way that i havent in a long time but i dont feel sad which is what i think my husband is worried about	anger
i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition	anger
i didnt agree with what he was telling me it was just so nice and he would not feel offended if i would disagree on the contrary he would try to explain and remain open	anger
i will have a decent metabolism when i feel greedy	anger
i feel overly distracted so tabby and i started again working on the paths and the routes we have here through the woods down to the big creek and around the former second meadow	anger
i know i am because i feel stressed out and the slightest commitment taxes me to the hilt and i don t want to get out	anger
i think im feeling rebellious about trying to portray myself as sane	anger
i was not having to restrain myself and my feelings of violent rage with a straight jacket at this very moment i would be prostrating myself in awe at the temple of your stupidity	anger
i just feel that pregnancy is dangerous	anger
i am trying to approach this issue with empathy for my daughter if she is feeling stressed and overstimulated even if it doesnt seem to make sense	anger
i just feel dissatisfied	anger
i am not going to delete my post from yesterday because it s perfectly healthy for me to feel angry and vent it on here	anger
i really needed to let my feelings out and i m just very pissed right now	anger
i also feel jealous everyday	anger
i wanted was just to say hello or something else but her attitude was just annoying hence hurted my feelings since its the second time she talked me in this impolite way	anger
i wasnt ever planning on writing about this but things came to a head so to speak over facebook last night and i woke up feeling petty and sophomoric	anger
i don t know happened to go through hell er heaven and back to rescue your woman and you just realized you are going to have to do that shit all over again i d be feeling slightly irked more like amazingly furious	anger
i feel when enraged	anger
i tell my peers what to do about their problem theyre far more likely to reject it and feel resentful	anger
i just feel a tad obnoxious with my camera i need to improve on being discreet	anger
i feel hated to be honest but maybe because i d like to be hated	anger
i feel very offended	anger
i never considered about your feelings and have been very selfish to myself	anger
im also feeling impatient because there are a few projects im handling that i cant really do anything with until the other parties involved get back to me	anger
i go to bed early and sleep really well through the night but awake feeling grumpy and tired for no discernable reason	anger
i know it s for the best and i know i would probably feel annoyed if i signed up for one and made myself train through winter	anger
i feel very resentful of happy people	anger
i feel sort of like a zoo animal one avoids looking directly in the eye for fear that it might make dangerous sudden movements	anger
i ask smth it would get so frustrating to just have a regular conversation and he said that it wasnt nice of me to say and then he said how would i feel if he said that i am bitchy and moody	anger
i am feeling distracted and unable to focus now i get up and take a little walk around my building	anger
i feel petty and selfish because of it and while i would take it all a million times over to ensure they have a blessed life i cant help but be jealous	anger
i read andrew carnegie i had the feeling that you were appalled by a number of the things you mentioned some of them	anger
i am appalled that i feel violent toward another human being	anger
i feel irritated and	anger
i really feel and how dangerous that may be	anger
i just feel so stubborn	anger
i find it so much more relaxing to use than a traditional cleanser because i don t feel rushed to get it off my face	anger
i also feel that charges of aggravated assault and or malicious wounding should be filed against haynesworth	anger
i feel as though i am stepping into a hostile and unforgiving fraternity	anger
im at a soccer game i feel really distracted if im trying to take pictures i just want to watch my kid play and cheer him on or talk with my mom or the other soccer moms on the sideline this is equally as important to this relationship seeking mom	anger
i came home feeling increasingly grumpy and went on my km jog feeling fat and old and slovenly and inept at my career	anger
i didnt think of it until a few minutes ago lol me and my uncle could of did our own little thing like we did for thanksgiving yup our family did not get together on thanksgiving talk about laziness or just people not feeling like being bothered	anger
im feeling grumpy gripey and hurting all over	anger
i started to set up boundaries around this fake friend no i wont let you copy my work no i dont want to speak ill of our shared friends no i dont want to hear about a thing that i know you made up to make others feel jealous suddenly she started to accuse me of things	anger
i am feeling grumpy tired achy and just bleh	anger
i know how it feels to get fucked up	anger
i am constrained beyond debate to choose which side shall feel the stubborn ounces of my weight	anger
i feel outraged after yesterday s news of a new wave of severe economic measures by the greek government and the imf in order to save us	anger
i can feel the rebellious portion in me rising up to refuse the rest you have prepared for me	anger
i feel quite insulted in a way	anger
i feel a long way from the mad hatter s tea party i m usually sat at	anger
i know the pot of boiling hot water is heavy and i need d s help yet i m feeling resentful	anger
ive known or feel ive wronged no matter what they say to the contrary	anger
i feel what hina talked about the period he hated takki the most	anger
i want my girls to be able to come rest a tearful face in my shoulder or scraped leg on my lap without feeling rushed	anger
i established ground rules to eliminate dirty fighting since neither knew how to express feelings without being hostile	anger
i feel for no reason or as an over reaction to something petty	anger
i still feel the spirit because i am not making these choices because i am rebellious and proud	anger
i can rent a movie from the newly stocked shelves or i can just pull up a blanket and get comfortable in my chair with a good book and a coffee tea or hot chocolate and best of all i can joyfully cuddle with my wife without feeling like im trying to make sarcastic dad soup	anger
im still feeling dissatisfied with the quality of video software im using at the present time	anger
i feel like i only get mad if i think someones doing something thats really unjust	anger
i feel really wronged but also feel really guilty because i dont deal with my issues in a healthy way	anger
i think she just feels the spending was about me being greedy and selfish and not a result of my bipolar	anger
im so eager to get ahead and ahead and ahead that when i dont get a chance to work on me stuff i feel physically agitated and panicked like the whole world is about to crumble	anger
i liked the characters and i also loved the fact that unlike the other stories the hero and heroine knew each other before hand so it was really the only story where the romance didnt feel rushed	anger
i feel appalled by this decision of the congress government in the state to change the name of the district to that of the late ap cm dr	anger
i am feeling rather heartless because i recently heard the words unconditional love and could not find it in myself	anger
i feel fucked up that im too scared to go outside to get my birds	anger
i feel about you those kind of words are dangerous	anger
when i saw a big man hit another one	anger
i haven t been able to shake this akward and unusual feeling i feel irritable and space out all the time feels like i was surged as well as my computer	anger
i was a man of feeling of emotion even though it seemed i was nothing but a heartless scrounger of the sea	anger
i also just need to say this to get it out there and hopefully once i do i can kind of leave it there and walk away from it so to speak i really feel fucking appalled and horrified that that either of them could be that fucking irresponsible no pun intended	anger
i feel oddly rebellious	anger
im feeling really really impatient	anger
i really don t feel like venturing out in this cold and rainy day but it is a chance to get out of the house so i can t complain	anger
i feel disgusted by you perpetuating a violent series of actions that has zero true meaning and is a reflection of the vacuous nature of the culture and society we live in that	anger
i just feel so very fucked right now	anger
i feel annoyed by it but then at other moments i feel really happy	anger
i pray for more emotional stuff because that is what bothers me most but also i feel incredibly selfish when i pray for myself even though i do it most often	anger
i get crushed on but seriously the feeling of getting insulted outweighs the kilig feelings more	anger
i feel angry cry and mope for hours if i feel sad do absolutely nothing and enjoy it	anger
i am feeling outraged out	anger
i feel infuriated and he shouted at him you dont know anything about hinata	anger
i always feel a little bothered by the historical aspects of thanksgiving but i love that there is a day set aside to be thankful for the people and blessings in my life	anger
i feel so incredibly bitter towards anyone who is able to have a child so easily	anger
i never feel irritated when in rl i d kick yj in her butt for being such a demanding gf instead i feel myself on the verge of tears at most times	anger
i am feeling really impatient because all the service projects are full	anger
having gone to school without learning anything	anger
i need to recover today i ve got a bit of a headache and i feel irritable and tired	anger
i feel so jealous everytime i see her talking to people online and i feel like she s not thinking about me when she goes out and posts while she s out or something but doesn t send anything to me	anger
i cant see giving my money to support something i feel is dangerous to the world	anger
im creating i feel more like a mad scientist than a happy go lucky rainbow	anger
i feel but i m trying to be stubborn and ignorant at the same time so that i can keep going	anger
i feel irritable that the blog post was not very enjoyable	anger
i feel i am writing this blog for selfish reasons but i know god can use it for his her purpose	anger
im feeling a little cranky today	anger
i feel greedy about my work pagetitle	anger
i feel hated or something	anger
i feel obnoxious naming compliments	anger
i don t know whether they feel that i am now in competition to them or their trainers or not but it does kinda leave a bitter taste in the mouth	anger
i feel frustrated that the people i	anger
i also at first felt a hint of guilt but it was for a short period of time and then i just started to feel pissed off with the harassment	anger
i left feeling quite dissatisfied with the whole thing specifically that she dictated to me that i should be on meds and did not discuss with me why she thought this was necessary nor what other lifestyle options there might be to reduce my risks etc	anger
ive been feeling rebellious	anger
the first time i saw a pornographic film	anger
i still dont really want to go to work but at least i feel a lot less grumpy	anger
i feel aggravated and a little used	anger
i remember trying to diet and feeling totally resentful and cheated	anger
i feel so envious and admirable of this girl	anger
i dont want to react with an argumentative voice whenever i feel wronged	anger
i wasnt sweating all the time and i got to put on a sweatshirt and feel comfortably cold	anger
i feel especially angry because since he was seeing his counselor things had been so much better for the last or months or so	anger
im feeling somewhat irritated that every time i type favourite it is underlined with that silly red wiggle that indicates that this site has no idea of the proper way to spell such words	anger
i sometimes find myself texting him during the day and feeling irritated when he doesn t reply straight away	anger
i just feel so angered with so many things and many of them i cant even tell you why or what exactly	anger
i feel envious of the people who got to wake up one morning and read that a ship had sailed or that a waterfall had been named after queen victoria	anger
i want to face a day without feeling irritable and tired	anger
i walk away feeling dissatisfied im left with a bad taste in my mouth	anger
i feel heartless for that confession but whatev	anger
i found myself alternately feeling annoyed with myself for accepting this responsibility and annoyed that i was overreacting	anger
i shouldnt be too surprised or impatient but i confess i am already starting to feel a bit impatient	anger
i feel angry because the queen doesnt really seem to care much about her husbands death or should i feel sad due to the kings death	anger
i feel incredibly offended	anger
i quickly feel angered and jealous	anger
i feel less bitchy in the morning	anger
im feeling distracted	anger
i am a procrastinator so i am sure if i was not stuff wouldnt feel so rushed	anger
i made you feel annoyed	anger
i feel fed up grouchy flustered	anger
i don t think i ever thought they would but i am prejudiced beyond debate in favor of my right to choose which side shall feel the stubborn ounces of my weight	anger
i was feeling a bit envious of those who had rain jackets with hoods but then rationalising that i couldnt remember actually wearing a hood in any event previously i put this down to just a momentary nesh thought and assumed it wouldnt seem so wet once we got going	anger
i feel extremely impatient with people who feel that photography or any other art major is simply the process of learning how to create artwork	anger
i have to feel jealous when someone on ask	anger
i would feel irritated with her when she said she was doing something for the last time	anger
i feel i m reading mad magazine not to be confused with this blog	anger
i was accused of having done something	anger
i so unhappy why did feel tortured yet empowered and enlightened	anger
i found that inhabiting this concrete jungle was making me feel increasingly aggravated	anger
ive decided im not going to give up one more ounce of energy to anything concerned with karen that is absolutely not my responsibility because when i do my energy is wasted and i feel resentful	anger
i wanted to stop time stop feeling so rushed just stop	anger
i feel so furious with it	anger
i was feeling all hostile and whatnot	anger
i am feeling way less stressed and tired and over everything	anger
i really really want to cry just curl up and cry it upsets me that i cant cry because i feel like some sort of heartless beast	anger
id feel insulted	anger
i wish that i could just stop time for even just a second to take a deep breath recollect myself and relive all those happy moments when i didn t feel so stressed	anger
i really feel that this is a dangerous attitude and i feel that this is an attitude that is going to continue to hurt linux over all rather than help	anger
i guess it is i just feel selfish	anger
i was feeling cold and curmudgeonly and will ordered me to go away and leave him to it and i duly obliged	anger
i am feeling unreasonably spiteful at the irresponsible cup manufacturer	anger
i have to just i dunno cut him out and i feel rude doing that but it beats having an awkward conversation about how the chemistry just isn t right how lame would that sound in an actual conversation with him	anger
i can t even walk out because it feels so rude	anger
i still have three days left and i feel like im getting agitated	anger
i feel very insulted by those who suddenly praise him who have insulted him in the past especially those who insulted his music	anger
i was feeling violent	anger
i remember the devil making me feel like god hated me and that he would never forgive me and take me back	anger
i know i can be mean and rude and sometimes cold and unfeeling and maybe sometimes heartless	anger
im naturally suspicious of any friendly strangers call it a byproduct of growing up in new york and that coupled with my stress meant i was feeling decidedly unfriendly	anger
i think if i were to comment on things that i feel strongly about i would have offended a good number of people because these are the people who cannot take any comments about themselves or their family	anger
i couldnt help but feel angry lied to and confused	anger
while walking in town i noticed how the police harrassed a man who was under the influence of alcohol they terrified him with the thought of arrest by driving close behind him on a pedestrian street my disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves	anger
i went from feeling annoyed at the poor year old rancid little ungrateful twat to feeling enraged to suddenly pitying him	anger
i feel jealous with one of my cyber buddies	anger
im feeling irritable hillary clinton suggests shed flatten iran with nukes thus slaughtering millions of innocent people if it attacked israel amp she were president	anger
i do feel like im being petty though since we do spend so much damn time together	anger
im feeling damn sarcastic and damn do i feel like lashing out at nobody in particular	anger
i was severely tempted to change my shirt afterwards but for some odd reason i didnt feel hostile tonight	anger
i see people stressing around me when things are unpleasant to the senses and when i feel wronged and there is nothing i can do to change it	anger
i register the easy feelings simply enough i know who and what i love i know when i m angry but all those gray emotions in between i gloss over as being	anger
i feel resentful of all the friends who have said they will order and or help contribute to our fundraising efforts and have not	anger
i feel like its just so rude to document his life in a negative light	anger
i was beginning to feel bitter	anger
i would try to reign in a tighter control on my life i must not be getting enough sleep or of course i feel cranky i ate too much sugar	anger
i do feel for greedy people people who are caught up in their own obsession of either corporate greed or the stronghold of their religious or militant beliefs	anger
i feel as though the author is trying to be sarcastic as to how easy human take things for granted without thorough examinations	anger
i just feel so insincere	anger
i feel i live in a hostile world so many parents observe this but we often misunderstand it by believing it and waving our arms angrily in denial	anger
i feel as though that would be equally rude	anger
i did not feel rushed to finish nor did i feel ignored by our waitress	anger
i smiled and say its okay but i was feeling literally pissed off	anger
i start feeling frustrated about how things are going i have been taking a step back and saying to myself wait a minute	anger
i feel like that would be rude	anger
i walked in the office in pain and left feeling like i had been tortured	anger
im feeling so so angry right now	anger
i didnt feel like there was any sort of victory im just getting a bit agitated with her constant negativity	anger
i parted ways with a friend by telling her it s okay to cry and feel like she couldn t be bothered with church	anger
i hate the fact that i feel resentful towards people who say theyll buy a cd simply to get me off their backs	anger
i feel kind of pissed that i missed an opportunity to minimize my scarring leaving the incisions uncovered	anger
im feeling enraged at another persons actions i have to consider what i was thinking about in the moments prior to the incident	anger
i do feel like i should like i should tell you why and justify myself but i really can t be bothered	anger
i feel like im tortured like years ago	anger
i hate feeling envious of others	anger
i feel disgusted and raw i hate myself i miss my mom i know that her being here would make this so much easier	anger
i would feel irritated when someone would get close to me	anger
i feel spiteful toward them at all its just admiration	anger
i should show how i feel it may be rude it may not	anger
i feel resentful that carter will never get to share that bond with his daddy never have even the smallest memory of him	anger
i am feeling dissatisfied with something else in my life this other person puts it to me which causes me to fantasize about giving away what is good that i have in it	anger
i remember feeling outraged feeling that he was dragging mother into whatever silliness he was trying to kick up between us	anger
i also know that if today i refuse to hate jews or anybody else it is because i know how it feels to be hated	anger
i feel like im being tortured in some medieval device or being hog tied in a rodeo	anger
ill be looking at it every single day and feeling fucked up	anger
i have the feeling no one even bothered to read this all the way through	anger
i feel angry and hurt	anger
i just feel jealous that she has other friends that can make a her times happier than me or even make her feel times comfortable	anger
i personally feel that the dub was incredibly rushed and just didnt feel that genuine	anger
i forgive myself that i have accepted and allowed myself to feel irritated when another person or another person continues to speak when i am speaking	anger
i have a feeling im going to be hostile for a few days	anger
i have been feeling very impatient	anger
i don t know give it to old man jim leyland for being a great manager that players want to play for and also because if he doesn t get it i feel that the eternally grumpy yet smart leyland will hunt me down like a baseball version of tommy lee jones in the fugitive	anger
i also feel myself getting even more impatient	anger
i think it keeps me aware of how new runners and runners doing something new for the first time feel from time to time i get impatient with the slowness of my progress the heat the extra weight i still carry but i also know these things take time and im doing well for where i am	anger
i read them over i feel frightfully annoyed with myself for not getting to the point more quickly but i had not enough leisure to be quick	anger
i think the feeling is being rushed out of context	anger
im not the person i used to be and i feel myself becoming this hateful vindictive person	anger
i would not mind at all making the main dish while im being persnickety about cheese or just stopping somewhere and picking up something that just i can eat but i feel rude by just asking if theres going to be beef or cheese in something that my gracious hostess is cooking for me	anger
i feel a bit offended please keep reading and tell me what you think	anger
i can still feel the obnoxious burn of the chili cheese tacos i ingested	anger
i honestly feel violent	anger
i also start feeling agitated and even melancholy	anger
i just feel insincere when im celebrating this hallmark holiday	anger
i know that life is a process and that i have to learn how to be the best me possible in each situation but i am tired of feeling dissatisfied and like i want a change without having a real idea of what change would actually satisfy me	anger
