text	emotions
im feeling less stressed these days since i am leaving my lovely job on sunday and moving out of my flat next wednesday	anger
i feel that i cant mention this observation to any of my co workers without creating a hostile and inappropriate work environment	anger
i feel as though he hates me but i have no idea why but he says that hes just annoyed with me cos i always say bad thing	anger
i don t care if any of you read this but this is just what i feel when i m around you guys i feel hated	anger
i feel so hated by the man that is suppous to love me forever and ever	anger
i will always feel bitter about how rapidly photo technology changed with both the cameras and that notorious darkroom	anger
i decided to read some of the reviews to see what others thought of it and from the sounds of it alot of ppl feel that jon and kate are greedy money grubbing horrible parents	anger
i mean to say is its okay to feel frustrated and annoyed with me for voicing out my feelings	anger
when i saw a film where a black was rapeing a girl while another one was filming it for a pornographic movie	anger
i think about exposing my son to great art and music and different cultures i can soothe myself a little but then i remember that the next few years are just going to be me alone on the couch with spit up on my shoulder feeling resentful	anger
i feel i m wronged sort of like a nagging mom when you miss curfew or a lawyer that just drills the suspect	anger
i is feeling very rebellious right now which says a lot	anger
i cannot remember ever feeling offended	anger
im feeling particularly rebellious i will buy the prewashed packaged salad mixes from the produce section	anger
i feel like i became grouchy while i was still inside of the marriot hotel where he works but im not completely sure	anger
im so damn tired and i feel a little grouchy	anger
i feel like why in the hell did i even bothered to appear for an interview and waste my time in front of some stupid hr who does not even sees the cv properly or analyses it properly	anger
i know i should trust bailey and ashley more and i do but im so used to losing friends that i immediately fell into that feeling and emotion and i hated it	anger
id write this down so perhaps next time im feeling hated ill read this	anger
id feel jealous too if you told me you went to michael buble and i didnt	anger
i am feeling pretty damn violent	anger
i did feel despised	anger
im not the only person who feels insulted at such a response	anger
i feel annoyed by myself for wanting to control him when hes already sacrificing so much	anger
a student who lives in the same house where i live is an alcoholic he tries to manipulate other people with his money when he has drunk too much	anger
i raise his tone seem feel bothered with the question	anger
when i saw a drunk man urinate upon himsellf and he seemed to be thoroughly content with it	anger
i like what you did with x but not so keen on y rather it was a coming to terms with the emotions we were each feeling and why we were so appalled and what it mean for the person in the story	anger
at the police centre a man between was brought in he was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers	anger
i try to always fill my wasted time with productive thoughts or actions that make me feel less impatient and more alive	anger
i feel gleefully rebellious	anger
im feeling cranky minutes ago	anger
i hope to like at least talk with you and end up me feeling so fucked up about everything	anger
i feel so overly violent angry angst ridden generally homicidal that it s starting to scare me	anger
i do when i feel envious of other people s fortune i count my blessings	anger
i suppose i should feel bitter considering my current circumstance but i dont	anger
i feel angry ashamed and sad	anger
i know so well that makes me feel a sense freedom and serenity a world that knows no boundaries please stop tainting it for your own selfish demeanor	anger
i feel disgusted at myself for lying to him what my true feelings were	anger
i must somehow feel like ive wronged myself	anger
ill pray for those whom im angry with feel bitter about are disappointed in	anger
i hear testimonies of others who have made it getting that job they have always wanted marrying the person of their dreams buying their dream house car i feel so envious	anger
i feel like im running a youth hostile or something	anger
i couldn t help feeling jealous of the little boy i wondered why i had never lived moments like that with my own mother whether that was the reason i was the way i am now cold and loveless	anger
i miss time with my husband and not feeling rushed to get back home to relieve our caregiver	anger
i find to be most prevalent when i feel stressed out are being irritable and feeling anxiety	anger
i feel so hateful of some people right now	anger
i feel like i can breath now and not be so rushed	anger
i am feeling a bit distracted like i want to have a funnel experience	anger
i know you are already feeling offended at me broaching this topic in an open forum like this	anger
i should feel offended by his message	anger
i feel irritated because i am as a magnet for them because when someone is with me	anger
i feel a bit distracted by the bright snow on the slope what do you guys think	anger
i think you can tell by looking at the picture closely that bow was feeling cold	anger
i even wrote down how degrading it feels when they make those spiteful comments	anger
i start to feel really mad just as i always do i dont want to hear your excuse bla	anger
i guess im very weird for being like this but now to think of it i feel like it is jealousy because anything he does do for her i feel bitter about it	anger
i feel a cold coming on or if i m struggling with the flu or a sinus infection	anger
i feel so insulted and embarrassed because i tried to say something that just about every high end performer who went through the public school system feels	anger
i feel petty and selfish and helpless to do anything about it because when it comes right down to it i have two midterms monday and a paper due tuesday and i really just cant leave	anger
i see a post about running or how many miles someone ran i feel jealous	anger
i am wondering what complimentary service i should ask for since i feel it might be rude not to take the owner up on his offer	anger
i dont really appreciate and i feel my bitchy alter ego about to make an appearance so lets just leave it at that	anger
i equally detest feeling annoyed	anger
i will try to get to all of them during the year but if you are feeling impatient head over to the awfully big blog adventure aka known as abba because they appear there at times	anger
i might feel fucked but not for long a href http exposingblogtvbroadcasters	anger
ivebeen feeling extremely bitchy all day	anger
i feel like ive been all bitchy lately	anger
i feel like you would start to get angry at yourself	anger
i would feel greedy and selfish if i didn t share	anger
i feel like im forcing out a bunch of insincere crap	anger
i do love to help anyone who may feel annoyed or put off by having sex with theirs	anger
i simply do sit in my feelings and don t exercise don t read don t write just sit i can t do it forever but it s where i m currently at because at least i m sitting at least i m not fucked up on a stash of clonazepam and seroquel	anger
i get have some sort of happy warm feeling in my heart when someone is obnoxious and gives me attitude	anger
im glad all the doctors and everyone were so patient we didnt feel rushed at all they just wanted to make sure me and the baby were okay	anger
i feel dangerous when i use duct tape im tired of turkeys	anger
i cant help but feel angry at them and feeling sorry for my uncle at times	anger
im feeling i was so rude i go up to him and say hows life	anger
i feel like i dont even want to see him but thats because im feeling so hostile right now	anger
i was feeling greedy and trying to make a lot of money that wasnt so bad	anger
i want him to be healthy but i feel that at times he gets so annoyed with my constant reminders for him to work out though the good guy he is he never really shows it	anger
i feel terribly furious for i hate people who decide for me	anger
i remember opting out of a few activities and hall events because of fyp especially during the period when i was writing my thesis feeling resentful and begrudging others because they could and i couldnt	anger
i struggled with feeling for liam neesons bill as it wasnt until a ways into the film that it goes into his back story and why he is tortured and a sympathetic character	anger
i feel that if a character should be hated hate them for the right reasons geez	anger
i just feel fucked with	anger
i feel you know cranky and annoyed	anger
im feeling very jealous and insecure	anger
i was feeling very impatient	anger
i feel disgusted sometimes i feel happy you actually look happy with someone yet its only the start we had those times too not all but still	anger
i learn of the direction of earth the more i find myself not only feeling disgusted but i also find myself asking who exactly is dc comics trying to attract with this book	anger
im going through it feeling frustrated or sad trying to figure out the whys of certain things i remind myself that god must have something greater planned for me	anger
i still feel the hateful words the hate that actually invaded our space of love inspiration and positive	anger
i feel frustrated by the lack of things to do but most of the time i appreciate this break from my busy and super connected grad school life	anger
i ever feel after that was really fucked up and i told myself jerwayne you can dont feel anything if you want to you can dont give a fuck about what people say when people insult you just pretend you didnt hear it even if you did try not to feel anything and guess what i did i felt nothing	anger
im an emotional wreck feeling completely fucked over and the next minute im listing the things i love about the very person who fucked me over	anger
i feel rude now xd and there were a few posts stuck in editing wp just prior to me leaving so be forewarned of some really old and irrelevant thoughts appearing here maybe as i m not even sure if i should still post some of them at this point being that they re so dated in content	anger
im not supergreenkeen on underground this year anyway but i feel less hostile and more meh about the whole thing	anger
i feel a little fucked up	anger
i keep feeling like this show and specifically the adoption aspect is somehow dangerous for our youth	anger
i hear someone complain about ageing and i just feel almost violent you know	anger
i feel so selfish for the drug abuse amp all the death wishes	anger
i feel angry at myself for allowing myself to fall victim of the uncomfortable fog that is the common cold but mainly i just feel pathet span class textrun scx style webkit nbsp mode normal	anger
im feeling a little envious because i know he will be warm and dry	anger
i particularly went for this left leaning mindset in reaction to i was feeling a bit outraged by the right and left division of our country in the aftermath of the tragedy	anger
i feel petty when i complain about the germaphobes but still it s so important to keep it real	anger
im feeling impatient and my smile isnt going to last long	anger
im feeling the kind of feeling which i hated the most	anger
im like airi too i love the painful feeling of it and the violent ness haha	anger
i was having this conversation with these girls no older than and with relaxed hair i didnt feel insulted	anger
im feeling stubborn and narcissistic i call it discernment	anger
i feel wronged ill speak up no matter how minor th thing is	anger
i was just feeling particularly stubborn that day but when i picked him up from school i told him we were listening to the book and he couldnt do anything about it	anger
i feel jealous when i see jerry with someone else	anger
i feel disgusted at our society constant shaming of black women over this issue as well	anger
i love feel envious every time i see my friends u wedding photo book	anger
i just feel like ive been getting more bitchy and more agitated at a lot of things lately	anger
i know is i feel fucked	anger
i feel like im this heartless bitch for various reasons	anger
i sometimes hate myself for feeling so selfish and immersed in my thoughts way too much	anger
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart	anger
im beginning to feel resentful and a little angry	anger
i have to admit reading it made me feel like a heartless bitch	anger
im feeling less bitchy and more peachy	anger
i think is good but know i am feeling very very angrey and almost vicious	anger
im with a bunch of ase kids i cant help but feel like we stand out as obnoxious americans in a big way but when youre on your own its a little easier to hide until you open your american accented mouth	anger
i feel impatient with life in general	anger
i still feel bitchy then it may stay the whole day	anger
i feel as though my selfish ways are caressing me telling me im okay	anger
i am feeling really petty right now for getting frustrated over my housing situation for next year	anger
i do what i feel like in my tortured aloneness	anger
i allowed myself to wonder why this sweet angel has to go through all of this stuff and how unfair that feels the more frustrated and emotional i got	anger
i should spend everyday of my childhood crying and wanting to die and feeling hated all the time for no reason	anger
i center was galleria to avoid traffic and so we didnt feel so rushed	anger
i feel like being a greedy bitch so heres what i want	anger
im feeling a little bit rebellious because i dont want my december defined by what i have to do	anger
i get the weird feeling that he s definitely dangerous	anger
i feel ohh soo rebellious	anger
i arrive there i will still feel dissatisfied and move my there vision to yet another point in the future	anger
because of the examination i had to study night and day	anger
i was working in a classmates house with a group a girl began to graze her foot against mine under the table	anger
i guess im just feeling bitter because ive been suffering with bipolar disorder for so long and still feeling sad is unacceptable	anger
i have a feeling that once again dbd got over instead of sheamus and vince is probably pissed	anger
i feel being sarcastic is an art	anger
i confessed to feeling a bit agitated	anger
i feel almost offended by the way they define some words and the examples that they choose to use as their sentences to help understand the word	anger
i feel as though i want to say something that might be rude or hurtful and taking ibuprofen if the cramps get to double over and fall down levels of pain	anger
i feel like a bit of a mad woman at the moment surrounded by buckets of different coloured potions as im spending most of my time making up orders for a href http owlanddagger	anger
i feel rushed frenzied and frustrated	anger
i hate myself more for feeling this way this disgusted	anger
i feel so spiteful towards people sometimes just the way they look makes me want to hurt them	anger
i will feel rushed	anger
i am near them i feel annoyed intimidated and pissed off	anger
i gather her strong feelings against essendon have become more violent since she met me	anger
i feeling so bothered about it anyway	anger
i feel like i am being greedy because we already have child but i grew up as an only child and i would love for her to have a sibling	anger
i feel tortured by god everyday	anger
i feel really cranky and short tempered	anger
i was thinking of making a wishlist now that thanksgiving is over but then i came over feeling like a greedy pig so i wont for now	anger
i also want to state that i realize its just facebook but i feel like its a petty sort of hurt and i wish he would talk to me instead of little things that are so meticulous as to be trite in their motives	anger
i read an article not too long ago about competition and jealousy and how one of the major reasons for feeling jealous or competitive is that the person is fearful that if someone has something they want then theres less of it out there	anger
i decide that instead of feeling jealous im going to use it as inspiration to become a better photographer myself	anger
i feel like i have to sell my books give them away cause it would just be selfish of me for not sharing with others such wonderful stories	anger
i intend to do a deeper analysis of the game once i ve played through it but so far i enjoy the free running system don t feel bothered by the camera shake and accept the camouflage and visual noise too	anger
i feel insulted now	anger
i go too long without red meat i get anemic feeling and kind of cranky	anger
i also firmly believe that we each are individually responsible for our own feelings when we are offended	anger
ill feel enraged	anger
i told her that i was feeling irritated as i just wanted the toys to be back in the shelves	anger
i suddenyl feel enraged because i hate seeing her like this	anger
i can find it and encoded at v mp unless specified otherwise likely v if i m feeling dangerous	anger
i am feeling a bit bothered by the heat i have to remember just how lovely it is to have the fresh veggies and fruits	anger
i have that why should i feel greedy enough to want more	anger
i was training for a km id probably be happy about now but instead i feel frustrated and annoyed	anger
i could feel how furious you were she admitted	anger
i also feel annoyed when people say oh id like to do yoga or i tried it once and gave up or any of a hundred other comments that all boil down to i dont think i can do it	anger
i have any complaint with this book its that i feel i need to read oranges to understand everything that happened in this bitter childhood	anger
i start to feel grumpy about seattles cloudy atmosphere all i need to do is get near the water which is easy to do seeing as how we live right between two giant lakes and theres a sound on the edge of the city and i feel a zillion times better	anger
im feeling incredibly stressed and low my attempts at interesting and humorous writing goes out the window and i end up in a mad rush to to get my feelings down on the page	anger
i feel greta christiana s pain of being mad that yet again i m talking to someone about a topic and the atheist is far more educated on the topic than the cat that is supposed to know it well	anger
i cant help but feel frustrated	anger
i feel greedy claiming pain and fear because his family has cornered the market on pain and fear	anger
i know about this history i still feel appalled everytime i read it again	anger
i am feeling mentally tortured	anger
i swear its a fucked up feeling a totally fucked up one	anger
i worry because it feels like a dangerous precedent could be set one that could lead to restrictions on this art form we call movies	anger
i feel insulted at what he implies	anger
i listened to person after person speaking about how they have been impacted by their work i imagined how they must feel i guessed it must be bitter sweet to see how much god has blessed your work but to be at the end of it all	anger
i get the feeling that i am being more rude than i have been since high school if ever but that doesn t bother me much	anger
i feeling so fuggin irritated and cranky now	anger
i feel at the moment like i am waking up from a ferocious night s sleep months long and filled with nightmares wherever i turned	anger
i am feeling so furious	anger
i feel like being bitchy today but being nice at the same time	anger
im trying to be optimistic and positive about it but i cant help but feel annoyed by all of it	anger
i feel like to just be stubborn and say we re not going to release stuff digitally or whatever is really stupid	anger
i watch all my friends with their wives and beautiful children and cant help but feel a little jealous im also having a rough time getting used to the food over here again just with getting the stomach flu food poisoning	anger
i were starting to feel like a bitter old couple that can t stand to be in the same room as each other i was as antsy as a five year old on their first day of kindergarten and the little lock box of feelings i ve been working on keeping hidden away was threatening to explode	anger
i cry when the author is sad i feel enraged when the author is done wrong	anger
ive been feeling somewhat stressed this week especially with the kids seeming to think they dont have to follow rules and directions just because school is almost finished this was a nice little blessing and cheered me up for the rest of the day	anger
i feel pissed off i m not bigger	anger
i suspect that it will really appeal to christian readers but as an atheist i ended up feeling insulted by its religious message and its treatment of the topic	anger
im upset and when i feel wronged	anger
i feel more offended more wounded more more more	anger
i got home i couldn t really focus and i was feeling really irritable odd	anger
i still feel really bitter over it	anger
i feel extremely irritable and want to go all fred durst raging on everybody	anger
i feel is hostile kinship or mounting nausea	anger
i know enough chinese that i am sure she would understand me if i told her i didn t want pasta and i didn t want rice but i feel rude	anger
id like to not feel like such a heartless horrible person when i tell people that i think money and having a successful job is important in my life	anger
i could feel the cold stares of judgment	anger
i made this video the day that i found out just to vent i feel there is never enough awareness of something so dangerous	anger
i feel it would be rude of me not to give it a go a she is a good friend and she did spend money on it	anger
my elder sister forced me to do a few things which i did not like to do	anger
i feel like saying no is rude since i kinda know him and he insists its just as friends but im like	anger
i am feeling nowadays kinda bothered me	anger
im not feeling bitter over the break up only there are many other things that made me felt that way	anger
i dont know if ill ever get to a point where i dont feel disgusted when i think of being in a relationship but i hope i do	anger
i feel selfish for feeling down and forsaken	anger
i have to resist feeling bitter or resentful about having the rug pulled out from under me a few years ago and having to practically start over from scratch	anger
i can make more informed decisions when buying food at the supermarket but i feel cheated and wronged having to excise one of my favorite dirty pleasures from life	anger
i feel selfish because i want you here	anger
i feel it s a hostile world they will grow up in	anger
i feel rebellious mean mommy	anger
i felt warmed up and ready as i got in most of my drills and strides and did not feel rushed	anger
i was feeling frustrated because i couldnt find a good position to get into	anger
i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper	anger
i feel as if ive wronged completely as well	anger
i am feeling really impatient and cranky i will threaten to turn on the shower	anger
i feel envious and angry at a family that seems so typical and perfect	anger
i was feeling the bitter sting of rejection and before i knew it i was down	anger
i still feel like he gave me hateful stupidity cooties by living in my neighbourhood	anger
i can feel myself get impatient and anxious about not getting all my work done seeing everyone i want to see doing everything i want to do	anger
i feel greedy for taking it but idk	anger
i hate feeling so bitchy	anger
i feel they are too violent	anger
i feel insulted offended and hurt	anger
i feel extremely agitated	anger
i just feel like this really fucked me up	anger
i hate winters because the homeless and stray animals feel so cold in our cold northern winters	anger
i think the curve would have been nicer with two layers but i was feeling rebellious	anger
i feel im going against my own practice like persuading jesus to be violent instead of a pacifist	anger
i feel frustrated with the idea of non poc seeing use as a species without the same emotions and reactions as them	anger
i am feeling pretty impatient right now and the time seems to be dragging feels more like a month ago since i had my first positive pregnancy test although it is not even quite a week	anger
i had very mixed feelings about chris mccandless and all of them are in very violent opposition of the others	anger
i jingsheng translated feel noun cabelas cheat dangerous hunt psp	anger
i can definitely see a kid watching indy and not feeling too offended by it	anger
i feel so wronged and i dont even get to explain	anger
i think thats another issue i struggle with here i feel like im distracted by the clothes hair makeup or fancy vocal flourishes the singers throw into worship	anger
i did was hardly as bad but i still feel pretty rebellious	anger
i find myself feeling irritable or short tempered the chances are that more often than not it relates back to not having had enough sleep	anger
i know how i feel about it what do i care if someone else thinks im being unkind	anger
ive been drawing which i think might help get rid of negative feelings or emotions to have time to myself to think about nothing but myself as selfish as it sounds	anger
i have the attention and i m listened to i don t know what to say i end up saying something dumb because i feel rushed to speak so i just say the first thing that comes to mind	anger
i feel like i wanna eat but i dont know im so enraged	anger
i was feeling a bit frustrated with my body but was just starting to come to grips that this baby wasnt coming out until he wanted to	anger
i dont know i feel petty and stupid at the moment	anger
i feel obnoxious being so happy and on a crappy monday at that	anger
i didnt feel overly irritable with the entire world	anger
im not feeling bitchy or crappy anymore	anger
i do have to wonder what kind of person sits around for years waiting for someone they feel has wronged them to get theirs	anger
i feel angry when others	anger
i felt a different heat blaze through his limbs that had nothing to do with crazy tender marimo feelings and everything to do with hateful ass kicking marimo feelings	anger
i am just feeling very grumpy and fed up now having spent an hour book x books for a lengthy series and yet still pondering on what the hack the story was about by the end of it	anger
i feel hated and despised and hypocritical but oh well	anger
when my sisters boyfriend accused her of having been sleeping around	anger
im feeling rebellious because what i want is irrelevant	anger
i don t feel like a grumpy old man	anger
i feel frustrated	anger
im actually feeling pretty pissed off that im always there for people when they need it and ive had to end up going at a lot of this totally alone and vulnerable	anger
i began to feel agitated and depressed	anger
i was still married my first husband considered my husband now his best friend but the feelings were not mutual because he hated his abusive immature and bragging nature	anger
i would feel like a hypocrite if i left a rude letter rebuking another driver for parking rudely	anger
