i always feel like the dogs at the shelter are so frightened	fear
i feel all suspicious like i just unwittingly agreed to be a scientologist	fear
i started to feel intimidated as she was standing very close to me and i could not make the complaint i needed to make without her being present	fear
i feel rather strongly about the issues at hand today though and frankly im scared of the other guy winning this time	fear
i feel it doesnt have quite enough dad appeal to reach my target audience of reluctant reader dads	fear
i don t have the energy to feel uncomfortable	fear
i feel like i cant afford to be afraid to show that i am sometimes weak to allow others to see me as anything less than the strong wife and mom that i feel i am	fear
i remember feeling a bit reluctant hesitant and dare i say even scared of the upcoming birthday	fear
i think im just feeling nervous about the prospect of being jobless for the first time in nearly years	fear
i could burst into song and sing a song of may time but i m sure all the frogs that have settled in the nearby wetlands nature reserve would feel threatened by a voice such as mine	fear
i feel outrage at oppressions i don t experience and feel the urge to berate people about their ignorance i am suspicious of my motives i am choosing outrage when i could choose to engage in solidarity	fear
i feel unsure of myself i always cling to the words of god	fear
im getting worked up but one cant help feeling a little paranoid when everyone around you admonishes you for packing a go bag and plotting an evacuation route	fear
im feeling a little neurotic this week	fear
i feel agitated for no reason	fear
i love soups and stews but i feel weird eating them any other time of the year	fear
i realize that this conversation can make some people feel paranoid or upset generally	fear
im still feeling very weird dont now what it is	fear
i think it goes back to being very young and i feel terrified and no one s going to catch me	fear
i feel nervous all the time and simple things that i do every day will make me get nervous and my face gets really hot for no reason at all	fear
i feel shaky and sometimes think when i stand up i am just going to fall right back down	fear
i just feel agitated for no real reason the chest pains are still coming and going	fear
im feeling less and less paranoid about whether this pregnancy will actually make it and im feeling like i can actually just enjoy it	fear
i feel nervous about this relationship one could even say	fear
i was sitting out in the garden at drabs just feeling distressed not knowing what to do or how i could carry on	fear
i get the feeling i might have confused him with another character	fear
i am feeling so overwhelmed that she would choose my blog	fear
i just feel vulnerable and tired	fear
i still feel so unsure of myself	fear
i was feeling quite nervous	fear
i am feeling apprehensive bout my exam dafuq	fear
i was feeling very apprehensive about meeting him because he refused to tell me anything more than i am doing a small business with my friend	fear
i am with me possibly screwing up the landlord thing big time due to the isolating cutting off all ties thing i m doing feeling overwhelmed with all that stuff written since pm very much real	fear
i feel a strange contentedness as i sit on my bedroom floor still dont have a chair or a functioning table havent changed a bit and am caressed by the warm light that my lamp glows	fear
i am feeling paranoid and feeling flight or fright or fight response all over me body	fear
i feel extremely nervous about the race	fear
i started to feel more nervous	fear
i already feel intimidated by crossfit	fear
i feel as though im to uptight and intimidating	fear
i was feeling very unsure about myself and my abilities	fear
i started feeling unsure of my choice and wondered if i should have done an ma in musical theatre	fear
im left feeling really confused by this one	fear
i know its what you do with it but its hard to just shake off the feeling of being afraid that everything i have read is true	fear
i am now i dont know if i should be proud actually i feel confused	fear
i would like to take this opportunity to tell you that i am feeling particularly distraught right now	fear
i was able to at least own what i had this year i was feeling more shy and vulnerable so instead of being able to suck it up and meet some more people i sat back quietly and observed	fear
i would feel a bit frightened of going to sleep as i was massively homesick but it easily went away once i became more comfortable with my surroundings	fear
i started feeling anxious about money bills and all that good stuff	fear
i no longer feel inhibited by others	fear
i feel frightened and alone like a child whos nightlight has just burned out leaving him in utter darkness	fear
i felt it at the same time when i felt disgust	fear
i just dont know what to do i feel like im relapsing and im terrified	fear
i slow down and feel uncertain when our eyes meet	fear
im mad at myself for not stopping and im sad maybe thats not the right emotion to express how i feel that i am too scared to stop	fear
i and others get in the car kujou feels strange	fear
i just have so much on my freakin mind i feel overwhelmed	fear
i feel very pressured to keep up and follow along	fear
i have no memory whatsoever of the content of those dreams i am not really disturbed by them other than the aftermath and feeling badly for having frightened my husband lying beside me and my son in his room next door when he s here on a visit	fear
i feel frantic and panicky like i need help but dont know how to get it	fear
i tend to lash out especially if i feel threatened you know if my ego gets threatened	fear
i feel terrified at the thought of it	fear
i am feeling unsure insecure melancholy i tend towards baking things like muffins cookies and squares	fear
i can feel his compassion towards the helpless and it was so heartbreaking when he received those back lashes from the army	fear
im feeling distraught i just let the creativity flow	fear
i feel i have some reluctant authority in the matter	fear
i am feeling petrified and have absolutely what exactly if s suspended round around my head	fear
i have definitely not had to deal with in my life and i feel a little distraught about it	fear
i need to run longer distances without feeling like i am being tortured	fear
i understand my dad is worried about his finances but im feel frustration towardsd him as hes been reluctant to seek advice on how to go about the whole thing	fear
i feel so hesitant towards the future	fear
i do read the news stories i m not feeling vulnerable	fear
i feel like i live most of my life feeling uncertain	fear
i started feeling paranoid and didnt know what to do or say because this was like the first time we came in contact with each other	fear
id left pittsburgh traveled to texas to la and finally to brisbane my new year consisted of feelings of nothing but a restless heart	fear
i am very happily married to my husband and lucky to be able to just openly show my love and affection in public whenever i feel like it without having to fear being assaulted for it by some narrow minded idiots	fear
im feeling shaky on that	fear
i am ok with feeling afraid or uncomfortable for not having any answers	fear
i feel weird i choked out	fear
i am feeling quite fearful of the fact that i really don t have much of a plan at the moment but want to continue my quest	fear
i feel neither shy nor aroused even when she carefully pulls off my jeans	fear
i feel agitated so i need to do a meeting	fear
i hope that eventually and hopefully soon i will start to feel less anxious	fear
i have to admit that i do feel frightened with the whole concept of sexual fluidity because this is not something that i want for my own	fear
i feel nervous about the unknown and changing	fear
im beginning to think the words i used on my things quilt share too much about me and all of a sudden i am feeling a bit shy	fear
i feel so little although somehow im not scared at all	fear
i feel when working with team in training when focusing on a goal when slightly terrified	fear
i feel eiffel by the indecisive moment	fear
i suppose ive been very numb because im afraid to feel vulnerable	fear
im so tired of feeling neurotic all the time	fear
i had to describe the feeling i would say it was like being overwhelmed with possibilities	fear
i told her that i never feel shy whenever i meet my frens n she showed some agreement n broke the boundaries	fear
i cannot continue to maintain this positive role if i feel i am still inhibited which i am	fear
i walked out of the maternity ward feeling apprehensive and filled with dread because we didnt know what to expect i think we made it okay	fear
i completely missed panels i wanted to attend and all kinds of people i liked were wondering where i was and i apparently slept through an entire day more or less and now i am here in our room feeling paranoid and depressed and trying to figure out what the hell to do next	fear
ive never been good with puzzles of any kind because when i get stuck and i feel like i just cannot see the answer i get really uptight	fear
i feel confused and sad	fear
i asked starting to feel frantic	fear
i feel like everyone is so nervous about the things that tear at our edges the economy fragile relationships job security that it s amazing we don t all scream at each other all the day long	fear
im flattered i think this means i must be connecting with her and caring for her in a special way but on the other hand it feels a little weird she has a mother and although she doesnt live with her she does see her regularly	fear
i feel physically uncomfortable again and lie down	fear
i feel utterly terrified of the idea of taking stock of my life right now so instead im doing a bit of impersonation	fear
i am feeling a little uncertain about some aspects of my life despite all of the signs that point out that i am exactly where i ought to be that in fact everything in my life that has happened up to this point has led me to this moment in time and all is well	fear
i love working out with free weights but i was really feeling intimidated by the men	fear
im still feeling a little squirmish and uncomfortable in front of the camera for the world to see never the the less i am still learning to be comfortable like anyone else starting out	fear
i feel she is suspicious	fear
i should be sleeping because i have to work at two pm but i feel so agitated lately	fear
i think for many of us we get used to it and we stop feeling that there is something deeply strange and broken and urgent about it	fear
i feel really weird recently	fear
i dont its just a more natural feeling in how he carries himself in the ring and he is less hesitant	fear
i had been feeling a little apprehensive about going shopping when i hardly know any norwegian at this point so it was reassuring to have someone who was a bit more experienced in living here to go with me	fear
i know i am happy for her but at the same time i hate the feeling of being pressured since i am single	fear
im even more impressed that i didnt feel intimidated by them	fear
i didn t feel no pain so i was still skeptical about how bad it could be	fear
i feel weird typing this because i m pretty introverted and can be incredibly anti social	fear
i feel helpless sad despair and can sometimes end up a big black hole of depression just thinking about all the suffering in the world	fear
i was feeling insecure normal feeling and not myself also normal but i allowed myself to degrade who i was because of how i felt not normal	fear
i sometimes feel so confused and although i pray it is confusing when the silence is lou	fear
i feel painfully shy when it comes to sketching out art ideas but i think its something i need to get over	fear
i was crazy but i appreciated her helping me feel pretty during such a vulnerable time	fear
i feel pressured to do something the less i want to do it	fear
i feel shaken or scared or creep out over yeah i can tell when it comes really bad	fear
i feel restless and often bored to tears the rest of the bloggers and twitterers and instagramers that i occasionally check in on seem to be living lives full of excitement both personal and professional	fear
i was coaching ethan last week he indicated that he was starting to feel uptight about meetings like he did at the corporate job he left three years ago	fear
i wouldv thought shaun would feel suspicious seein as the guy is askin his autograph rather then jts	fear
i am feeling like i need to make some other changes in life but im apprehensive to do so	fear
i feel scared immediately reduces if not eliminates the feeling entirely	fear
i was happy then but feeling apprehensive also	fear
i generally like nivea products but this gel cleanser smelled weird it didnt cleanse properly and it left the skin feeling weird im not sure there wasnt a residue	fear
i may eat one or two of them if im feeling particularly distraught but while it sounds like a good thing it does include a dip	fear
i feel very anxious right now i dont know why is it coffee	fear
i think it s the first time i do just x icons i feel weird lol hm	fear
ive been feeling restless and really feel a need to help	fear
i feel he became frightened at the thought that i was putting my best foot forward	fear
i feel really scared	fear
i feel wimpy because of what i do not know	fear
i knew there might be a time or two during the race where i would have a oh crap i cant believe i am doing this moment and it helps me to prepare for if i feel anything anxious about those moments	fear
im sure part of what made this all so hurtful to me was the early hour combined with the fact that i was already feeling nervous and insecure about what might happen when the shop opened	fear
i dont have a parasol either so with my rather dark outfit i was feeling a bit uncomfortable and tried to stick to the shades while we took some photos	fear
i feel shy for showing them	fear
id built up such a strong wall so that i wouldnt feel scared	fear
im not feeling paranoid right now i can understand how ridiculous and unhealthy these thought patterns seem	fear
i just feel all weird	fear
im so excited about my trip and ive heard disney is really accommodating for fats but i just cant get over the worry im feeling about flying just because im afraid of being targeted or singled out	fear
i feel shaky too	fear
ive never used colour on my lips when i try it it looks weird and i feel uncomfortable and i know ill constantly be wondering if theres any on my teeth	fear
i just want them to hug and drink beer together and for neither of them to feel tortured at the same time	fear
i know many of you are feeling a bit shy and have all kinds of good reasons why you don t want to do this	fear
i feel helpless in taming things i try to go to my happy place	fear
when i had to walk over three kms through a field which had wild bulls	fear
i was feeling as we sat quietly in his truck i was a little fearful so i nodded to him and curled into the corner of the bed	fear
i was feeling very weird at the restaurant though and wanted to puke and pass out	fear
i was feeling nervous as i am sure every intern was feeling	fear
i feel like i can talk to you about anything some things i might be hesitant in but nine times out of ten i come to you with them because i know youll listen and be there	fear
i feel indecisive and i feel like half of me is missing	fear
i feel really tortured when my parents went home from baguio bringing a bottle of good shepherd ube and lots of strawberries and i cant eat it right then and then	fear
i feel so pressured about	fear
i just feel skeptical	fear
i stopped calling him back b c i didnt like feeling anxious about talking to him and wondering when he would call me and crap so i was like ok thats enough	fear
i seem to be feeling a little frantic lately	fear
i feel a little shaky putting it up so i d especially like to remind people that i do not want psychoanalysis or advice	fear
im feeling overwhelmed angry or negative i find that an enema brings me back to a place of calm as these feelings can be great indicators of toxic build up within the body	fear
i walked out of the building feeling absolutely out of body shaky light like i was on another planet	fear
i airport which is one of the most racially and culturally diverse places in the whole world and the story teller in me is wondering how socially acceptable it is to just walk up to people and ask them their story which may or may not help relieve the feeling of being intimidated	fear
i feel kind of insecure here anyways back to doha	fear
i feel so unsure of myself and just overwhelmed by all the things i would like to do and feel called to do	fear
i don t feel shaken r self conscious	fear
fights that i see in the middle of the street	fear
i might feel vulnerable	fear
i am feeling incredibly overwhelmed right now there is a pile of clean laundry to deal with dishes waiting in the sink kids arguing saying theyre bored cant we play a game	fear
i found my platform feeling like something out of the warriors paranoid version	fear
i still wake up feeling suspicious	fear
i feel so reluctant	fear
i discovery myselfletting outvulnerable feelings i experience rattlingly frightened	fear
im feeling a tad overwhelmed by the amount of stuff that needs to be done	fear
i was trying to choke down breakfast that i was feeling nervous	fear
i hate this feeling the feeling where am helpless am not able to control the situation around me i cant do anything to make things better i don t know how i can work my way out	fear
i feel a bit suspicious of the whole thing	fear
i did in fact feel very strange	fear
i just feel unsure and like i m constantly failing	fear
i guess its just that im starting to feel somewhat frantic about june th	fear
i have started to feel afraid of losing him	fear
i feel restless sometimes	fear
i want to able to tell my partner what im feeling without feeling fearful that he wont listen or understand	fear
im feeling a little frightened now that ill wake up one day with a	fear
im perfectly happy with just being me and accepting my natural body shape as opposed to starving myself to obtain something that isnt natural to my body and its also important for people who are naturally skinny to not feel pressured into putting on weight due to being ridiculed for being slim	fear
im always feeling vulnerable and naive	fear
i curl up in my room feeling insecure with my working knowledge reconsider my choice to be a pharmacist but then my confidence built up when i recount my enthusiasm to the job how much i enjoy going to work	fear
i do this for you you must post this on yours in other news im feeling a bit wimpy because ive decided not to take my kids to great adventure tomorrow	fear
i still have to talk of the failed mas attempt in the m chart and that i feel suspicious with the recent sell off in the euro	fear
i feel like i am rarely paranoid	fear
i feel the reader will get confused with because it bounces and uses references from its earliest time period which is like the dawn of time till now	fear
i never is feeling suspicious from childhood as for between same as the same nobleman checking person and person position difference this matter even a tiny bit	fear
i was feeling unsure about this since i was feeling so much pressure	fear
i feel tortured by god everyday	fear
i was feeling apprehensive and scared a few days before the release of o level results	fear
i feel as alarmed as the next bodily when stepping outside my comfort zone	fear
that someone would discover whom i really love	fear
i started to feel really anxious about the whole thing a couple of weeks ago and decided to make the same list i made when i was dating mr	fear
i just want to love myself again want to feel like i can walk out of my house and not be paranoid that everyone is looking at my fat rolls	fear
i havent been doing the thankful thing on facebook but i feel completely overwhelmed by my blessings this year	fear
i know what i feel so even were uncertain im not hiding not furtive	fear
i just dont know i feel like im just way to paranoid i want to trust but its hard been hurt way to many times	fear
i think so sometimes my ears feel pressured and cloggy and my nose is stuffed a little but that s not bad but i keep thinking its a brain tumor	fear
i found out today that i didnt get accepted into any of the advanced fiction workshops for next semester nor did i last semester so im feeling kind of shaky about my writing and about keeping my creative writing minor	fear
im considering washing our own though although im feeling a bit apprehensive about it	fear
i feel as shy as a high school freshman	fear
i didnt feel like this would be an issue though i got nervous towards the end	fear
i am feeling intimidated by all that work	fear
i usually can handle stressful situations ok but somehow this time i feel very vulnerable	fear
i cant express my anger well especially when arguing with someone and giving my honest opinion and feelings and i cant help but have a timid outburst and afterwards i end up thinking a lot about what i couldve said or how i couldve said it better	fear
i wonder too if she will feel less frightened about being swept away by ren if she has hachi there in a similar position of being swept away by nobu	fear
i not even going home but i am definitely feeling anxious to move on to the next thing	fear
i remember feeling very vulnerable as i sat in my new spot with you in the back seat and said to daddy if anything ever happened to emersyn i don t know what i would do	fear
ive been feeling a bit more anxious than usual over the course of the last week but nothing that sent me jumping out of bed in the middle of the night reeling not until last night	fear
i would feel anxious on their behalf	fear
i still feel urges to weep every single day and i feel uncertain about the future	fear
i thought maybe i should engage some kid or parent to bring them over but i was chasing megan and feeling shy myself and just didnt step up the way i should have	fear
i believe that sometimes god will let us feel his absence not to be confused with him actually being absent to encourage us to rely less on feelings and more on faith	fear
i should feel anxious at this age you know a little self conscious anxiety resulting in non specific sadness a state that i call blue	fear
i also wouldnt feel so pressured to succeed financially to repay them for all that they have done for me	fear
i feel much alarmed at the prospect of seeing general jackson president	fear
i am sick of feeling unsure of myself so i don t take risks not that i m planning a career as a daredevil but i want to be out of my comfort zone a little to grab opportunities and new experiences	fear
i didnt remain in that full fledged panic all day long but i did feel very skeptical and not very sure of things	fear
i used it for ten days or so i enjoyed taking advantage of the in line four s plentiful energy without ever feeling intimidated by it	fear
i am determined to get strong and quit feeling so wimpy	fear
i seem to do most of my deals early in the month but in may this wasn t the case so i was left feeling nervous up until this past week	fear
i don t feel shy about this	fear
i would rather give an impromptu speech to a stadium full of people than feel vulnerable	fear
i might have ended up feeling pressured to get something i would later regret	fear
i just feel uncomfortable with all this now a day	fear
i feel vulnerable because it is a public domain	fear
i feel afraid br style background color white color font family arial sans serif font size px line height	fear
i have never before tried to relive a tape in desktop tour consciousness i feel a little apprehensive	fear
i feel like im sorta going through this weird mid life crisis sort of thing	fear
im glad that i feel so distressed about leaving lawrenceville	fear
i woke up feeling anxious	fear
i will be scared away or feel pressured	fear
i didnt feel pressured to go out every night	fear
i feel so weird and weirdly not tired a href http lulucaribou	fear
i hate feeling so fcuking uptight	fear
i left the school at after teaching my pre service development class that i was not feeling as overwhelmed that the whole year was not going to feel like the last month	fear
i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player	fear
i said the only time ive ever been bitten by a dog was when i was feeling fearful and the dog sensed my fear and went for me	fear
i feel insecure as we drove through the night in the hills of a strange unknown land with two men we did not know at all	fear
i feel scared and vulnerable now	fear
i sense that you feel hesitant	fear
i woke up and my hair feels strange	fear
i don t like feeling assaulted by a song no matter how much inspiration and integrity is backing up the blows	fear
i have now officially got myself a surround sound of men in my home and am feeling slightly intimidated and may even go out and adopt a girl puppy her name will be delilah and we can do our nails together img src http becauseican	fear
i still feel shy and quiet and introverted actually often times but i like to think that the way that i dress expresses something about me and my uniqueness for all to see	fear
i look into the depths of your face and feel so terrified and so sad	fear
im feeling a bit apprehensive as it will be my first time performing at a big stage	fear
i am feeling terrified	fear
i had a kind of hard time the first night because it wasnt quite as much light as i like and it made me feel a little anxious	fear
i assure you i feel anxious to be relieved of a responsibility that was becoming too irksome	fear
im feeling overly shy lately talking to people	fear
i feel so threatened at work but im going to focus more on my attitude and less on my looks because looks will one day be non existent	fear
i am feeling shy p	fear
i am feeling anxious but god i really do desire your peace your protection and pure excitement	fear
i feel so shaky and weak	fear
i feel so unsure about my future or maybe i was disappointed with things in my life or even with god becos things dont happen as i have had faith for or maybe i just reach that phase where i cant be bothered about christianity and all this god thingy	fear
i said in my other post it feels so weird that its a story	fear
i answer truthfully just to make you feel uncomfortable	fear
i know i am supposed to care but i could only feel terrified at the thought of having to see her mother again	fear
i have the most time though not necessarily the most energy but very little experience with role playing and feel very sceptical about being gm	fear
i were just feeling so terrified	fear
i feel more afraid	fear
i am still feeling timid	fear
i feel like i want to do but i am really fearful of never getting the time to do it	fear
i cut my dose in half today and i feel a lot more hyper than agitated so thats good	fear
i think back to this story it makes me feel very overwhelmed	fear
i feel somewhat like im waking up from a weird dream an alternate reality	fear
i felt and still feel shaky like i narrowly avoided a hideous death filled car accident	fear
i feel like those roots are being shaken slowly pulled and ripped from their core	fear
i don t feel vulnerable at all	fear
i can feel you are very distraught	fear
i was feeling more and more doubtful	fear
im feeling a little anxious	fear
i still feel a bit shaky and it s been over hours since i finished the book	fear
im feeling less and less terrified and more and more positive that our dream of raising a daughter will come true	fear
im feeling suspicious and scapegoated	fear
i feel i attracted a few strange looks for my dishevelled hair muddy trousers and grubby sweat stained face but i really didnt care	fear
i attended church because i have so much things on my mind i cant think properly and i feel so afraid of the future	fear
i would use my weight as protection and as an intimidation factor when i was feeling insecure or triggered	fear
im feeling somewhat suspicious	fear
i am an exchange student no job trying to be tight with her spending feeling distressed over the fact that he s so close yet so far	fear
i just sat there in class still reflecting on what was going on amp again just feeling completely distraught over the idea that so many lives were just lost and the fact that our country had just been attacked	fear
i care to admit on japanese tea ceremony wares i feel reluctant to approach a second financial sinkhole	fear
im just feeling agitated x now due to this hair issue	fear
i feel vulnerable as if i can be broken tampered with or feel less than i swear i am	fear
i feel like the way they obscured the violence in the film with the use of shaky blair witch camera work and with quick cuts made it accessible enough for a mature ish almost year old	fear
i am so nervous i find i feel terrified ashamed to admit out loud that i have been choosing to stay in an abusive relationship for over ten years and choosing to subject my kids to it	fear
im meeting my dad later on today which im feeling rather nervous for as i havent seen him in around four years so im not quite sure what to expect	fear
im feeling vulnerable and paranoid	fear
i have to admit i was feeling apprehensive about it because im not the greatest at working with my hair	fear
i probably would have walked over right away but since this program started i feel as though my values and beliefs have been completely shaken	fear
i moved to this neighborhood in july and had just started to get my bearings and now i m feeling pretty shaky again says washington university senior sienna malik	fear
i feel so hesitant about renewing my cilip membership in	fear
i feel doubtful and uncertain we have the fight that it requires to change this	fear
i suppose i just feel unsure of my place in the world	fear
i feel very hesitant to let anything go tho	fear
im all twisted around feeling uptight and i cant come down and i need someone to tell me ill be safe again and i need someone to tell me that they really care what have we become could you comfort me comfort me the whole worlds come undone could you comfort me comfort me there was	fear
im not feeling so vulnerable	fear
im feeling doubtful about writing the above because id like you guys to think im like a bella or angela	fear
i have writers block it feels as if i will never write again or that if i do it will be junk and as i do not want to write junk it makes me fearful to write	fear
i dont like having those dreams because i wake up feeling agitated	fear
im feeling pretty apprehensive about what ill have to eat for lunch my main meal as it is so random and i dont want to eat junk but im afraid its going to be pretty hard to find something good that i feel comfortable with	fear
i really like the latest innovations in textiles and leather fabric jackets are made to look and feel like leather like chanels distressed version from seasons ago and leather is made to resemble fabric	fear
i watched the music video in private i really thought i was very good looking but now that i m watching the music video with all these media outlets i feel a little shy	fear
when i was reprimanded by the manager of the hotel where i worked during autumn	fear
i feel scared and guilty and horrified that ive made a terrible mistake	fear
i got to feeling frightened thinking that there might not actually be anything to believe in in particular	fear
ive been feeling really anxious and crazy lately and being at home in the city kind of stresses me out	fear
i am feeling anxious yet excited for this coming surgery on th november	fear
i am feeling so incredibly overwhelmed tonight	fear
ive still got this weird problem of feeling weird	fear
i couldn t help feeling paranoid that some demon or spirit was in the midst of visiting me	fear
i feel less anxious than i felt about my oral surgery last fall	fear
im feeling so overwhelmed with all that has to be done or because p kept us up a lot last night but today ive still been feeling blah	fear
ive put so much into getting ready for this thing in fact of my india checklist is all checked off but im still feeling anxious	fear
i couldnt feel the pain in my petrified limb anyway	fear
i actually started feeling nervous as we walked an overgrown path through the woods	fear
ive written gives me a feeling of being overwhelmed	fear
i was feeling somewhat intimidated by the miles i had planned for today miles	fear
i hope she s not feeling too nervous about it	fear
i feel like im constantly being pressured to entertain the child	fear
i forgive myself that i have accepted and allowed myself to accept the surprise personality as me as the who i am not realising that this is not who i am but my mind its a program that is running and that animates me when my mind thus i feel threatened	fear
i feel quite honestly terrified about college	fear
i am thankful im left feeling less confused at the end of this one	fear
i call or conversation difficult coming something may naturally feel reluctant to do you know the kind of thing i spontaneously self a href http www	fear
i remember that moment and i tell men i get involved with that if i feel threatened that if they are not listening i will fight back	fear
i really do mean every word of those facebook posts and emails but like many of you i feel a little shy when it comes to thanking our military in person	fear
i remember feeling uncertain at first but now after working with it a bit i must say im in looove	fear
i may think or feel that i m helpless powerless needy confused in over my head and disabled	fear
i feel like i have come a long way from the days of my hockey pucks and petrified terror when thinking about baking cookies	fear
i feel distressed whenever i don t blog for so long as there s something about the love of your life pinching you on the sides yet you ignore it	fear
i feel like getting bangs but im doubtful if i dont like it im gonna feel soooo self conscious	fear
i always end my runs feeling like i could not have taken one more step and then i start getting nervous about the next long training run	fear
i tossed and turned most of the night feeling restless and out of sorts	fear
id be more likely to pay attention if i didnt feel like i was being physically assaulted from all angles	fear
i feel assaulted by youtube while blog surfing and i know i am not alone in that	fear
i feel scared one person might not be enough for another	fear
i feel a bit intimidated to comment but that is all the more reason to nominate her for this award	fear
i was feeling apprehensive and nervous	fear
i feel like i have gone backwards steps and i am now feeling terrified of having schizophrenia or something i am scared i am heading for a breakdown or something i know i am not the only one with problems but im not sure how much more i can cope with	fear
i don t know if it s the time of year or the weather that refuses to admit what time of year it s supposed to be or the fact that i suddenly have free time for thinking again but i ve been feeling restless	fear
i write this i can already feel myself getting anxious and have decided to turn it off again when it has been on for an hour	fear
i came i was feeling apprehensive about living somewhere so remote for months and was doubtful as to whether or not i could handle it	fear
i now call my own i have to admit that i m feeling a little apprehensive	fear
i feel like that someone is avoiding me deliberately but that might be my own over suspicious mind but im not entirely sure about that	fear
i am not alone in feeling hesitant maybe even a little dread	fear
i feel frightened as i grip my bag of meds and ointments and care instructions	fear
i was in form five at the boarding school and my friends and i had gone drinknig beer in the nearby village and we were caught red handed there by a form master	fear
i can see their face when i tell them and i can see how they very quickly either loose interest or start feeling uncomfortable with me	fear
i feel shy about it	fear
i didn t want to offend my friend but i wasn t exactly feeling what we were talking about and the podcast had me skeptical	fear
before my final examination	fear
i am feeling terrified at the prospect of finding an honest company	fear
i feel weird i dont know	fear
i was very happy with impact made by valbuena and diaby especially the latter who i feel has what it takes to overhaul a shaky usual starter	fear
i often feel shaken after listening to some of his albums	fear
im feeling a bit restless	fear
i began to feel nervous when i was just thinking about writing this post	fear
im already feeling so insecure about everything and no one gives a single f ck	fear
i feel hesitant i m not a writer	fear
i will try not to feel intimidated by the other kids i bet that they have other people that they envy so why should i envy someone that i could never be	fear
i get warm or stressed i overheat quite a lot and feel really paranoid that im sweating im probably not but i still worry about it	fear
i am also bit lost feeling uncertain of my destiny trying to keep a lid of things	fear
i now feel very uncomfortable working for him and am planning to move to another role as soon as i can	fear
i dont know where that comes from or where it started but i feel so terrified	fear
i cant help but feeling fearful of something which is harmless laughs a href http lh	fear
i feel terrified geography teacher dey said today	fear
i confess im feeling a tad apprehensive about re creating the look that used to flow so effortlessly twice a week on my round of regular fairs	fear
i will write about soon too i have been feeling uncertain about the direction my life should take	fear
i just feel you so so dont be afraid and pray again i need you go back in time forgive my sins so so sloth	fear
