text	emotions
at a party my best girlfriend got really drunk and went off with a guy she knows i really like	anger
i feel like i need some guidance only im too stubborn to ask and accept any	anger
i was disgusted the other day i was told to take off the dogs faeces around the house since they smelled bad i did the job but in the end i felt disgusted	anger
i get to bed later than i start to feel rushed and stressed about not getting enough sleep	anger
i played a benefit gig on april and i was in a foul mood feeling cranky about being asked to do a free gig despite the fact that i enthusiastically said yes to the gig it was for friends and they are raising money to go to an impoverished country to build houses for petes sake	anger
i do feel much less stressed though i do still find myself checking my phone and just staring at the screen for a moment before realizing there is nothing i need to be looking at	anger
i shared with her how i was struggling with one of my kiddos always feeling like this child was not listening getting distracted not following through and more and that it had evoked a lot of emotion for me	anger
i go between feeling grumpy and giddy back to grumpy again a	anger
i work the same detatched feelings comes upon me its a vicious cycle	anger
i have spin class in the morning and i want my body to feel like it can get tortured for an hour straight	anger
i feel like telling myself i shouldn t be angry just makes me angrier	anger
i see a glimpse of what god must feel dealing with us stubborn contrary humans	anger
i would also hate for you to feel i was selfish in my decision	anger
i feel that i ve severely wronged dvorak who is such a cuddly guy in the process also disgracing my violin teacher and wrongfully inserting myself into a different studio s concert for the sake of pianist s schedule	anger
im going out for a birthday dinner and instead of feeling envious of those with a drink in their hand gaining confidence	anger
i am very happy that mu schools teachers and administrators did not feel the need for this petty assertion of their authority	anger
i have such mixed feelings about tom petty	anger
i feel frustrated i put down the lid of the laptop and walk around and grab a book	anger
i feel greedy about my work encoding utf locale en isprivate false ismobile false mobileclass languagedirection ltr feedlinks link rel alternate type application atom xml title	anger
i feel that i shall go mad	anger
im feeling obnoxious	anger
i feel jealous to g yes im naming her g so that this post will not be tracked by search engines because everyone seems to like her and she got close to our officemates quickly	anger
i awoke this morning feeling a little cranky	anger
i wrote in my notebook i ve been feeling cranky for the last few days and did not realize why i was feeling cranky until i wrote	anger
i do still feel like i m somewhere in the s the roads are extremely dangerous the pavements are dirty and uneven and the main streets are covered with signs on the walls advertising everything	anger
i just feel fucked up	anger
i am agreeing to feel the tightness and tenderness around my heart to be distracted and to slow my pace to what i can do well while i am sad	anger
i can t help but feel a bit envious	anger
i feel hatred and jealous m so humble you see but the anger that i have these days for this person is hard to believe	anger
i told someone that i wont kiss you because itd be wrong on so many levels but because you are who you are k i couldnt say no after feeling so fucked up that i turned you away a few times	anger
i feel obnoxious and immature and ridiculous	anger
im feeling impatient already	anger
i was feeling very dissatisfied with life	anger
i am feeling enraged	anger
i feeling angry	anger
i was feeling angry and when we were almost three quarters the way to new orleans five yankee soldiers got completely out of hand	anger
i should check this because i feel cranky every day	anger
i always feel greedy or like i cant take anything from anyone else unless i make sure to pay them back as much or more than what they give me and when i cant	anger
i feel like dont wanna be with u guys anymore but now feel jealous of u all	anger
i cant get a hold of ppl i feel like i somehow pissed them off inadvertently that theyre ignoring me for some reason and i get even more insecure and feel like crap	anger
i cram myself along with other people and a chicken into a seat car where putting on a seatbelt seems as foreign as the concept of actually feeling cold	anger
i understand and feel for her pain neferet remains my most hated character in the house of night	anger
i made as a result of it and the way those things made me feel i hated myself	anger
i feel angry when someone tries to fight me and im sick and tired of it	anger
i also admit that my response was less than sensitive to the hurt feelings of the offended rapper	anger
i have a sad smile i look to another direction and feel insulted i turn my head away but continue moving to this direction then smile but suddenly fall down	anger
i am standing stark before you feeling all the cold of uncertainty in my own winter of wait	anger
i feel so disgusted with myself because i am not able to think critically	anger
i feel generally disgusted in spite of some decent things happening and spending time at peace love and also having lunch with friends michele and adam yesterday	anger
i feeling insulted starts to argue with nikko	anger
i fear i will never get to feel i suppose i m just as envious of your happiness as i am bitter about my choices	anger
i did feel somewhat frustrated as i really had been looking forward to it but i just had to accept it wasnt meant to be and be thankful that i had pulled out due to unforeseen circumstances rather than through injury	anger
i thought about giving them out but i get the feeling i would have probably offended some people and i wanted this to be fun	anger
i feel grumpy i roll them flat and use them in long straight strands	anger
im feeling grouchy about my brain today	anger
one winter day i	anger
i feel so irritated by almost every single things that happens at work nowadays	anger
i feel a little jealous when i see my friends being together with the one they love	anger
i was feeling very unkind	anger
i had so then feeling angry because i didn t get what i asked for followed by that gratitude so big that i felt tearful and like i was swelling up with love	anger
i have read before so takda lah feel rushed sangat	anger
i cant help feeling vaguely insulted	anger
a sister broke a cup and when mother asked i was reported to have been responsible	anger
i feel like the barrage of insincere commenters ruins the ability to leave simple but genuine compliments	anger
im perfectly aware that i am way to stressed out over this but i cant help feeling infuriated that i have no way of obtaining some of my biggest accomplishments because other people are lazy and inconsiderate	anger
i begin to feel the pressure and the pain of having carried you through all your vicious games	anger
i feel like a cranky year old	anger
i was feeling vicious or wanted some contrast i d give one of them a sharp little stone in their shoe	anger
i really don t feel like that s ragging i just asked a question and i wasn t rude in my tone or anything	anger
i feel that people who dont think for themselves are dangerous	anger
i do when i am feeling annoyed in my business posted by dorotkovecz minutes ago a href http toshibaonline	anger
i know i do if i am feeling particularly offended or bitter even ungrateful	anger
i want to relax watch movies read novels lie on the beach sleep but i feel too agitated panic stricken and stimulated to do these things a lot of the time	anger
i really want to be around because i feel so irritable	anger
i feel like im in this vicious cycle of eat good workout a lot eat horrible try to make up for it drink a lot eat a lot try to make up for it and so on	anger
i know you might feel that im petty	anger
i can t help but feel a little pissed off right now	anger
i have not heard from secret senior about their stories in japan i feel envious of them when seeing them going and coming back from japan from time to time and having the feeling of wanting to go to japan soon	anger
i wake up at night i am drenched in sweat even though i feel cold and am bundled up in sweats and a sweatshirt	anger
i dont necessarily feel absolutely rebellious as we speak i do feel somewhat isolated and misunderstood	anger
i could feel myself getting irritable so i went for a walk	anger
i should just live my life and stop worrying about how they see it or if they feel jealous or if they love me or not	anger
i feel cold and everyone else in the room feels warm or when someone likes a song that i hate	anger
im feeling much less rebellious against anti ageing products these days so even though it is minuscule ill happily give this serum sample a go	anger
i want that feeling again is that being selfish	anger
i am i felt the blood rushing and now im feeling angry and really annoyed and all the emotions mixed and went mumbo jumbo like a roller coaster ride	anger
i did have a hard time coping with that and to think that i would do that is just impossible and i would feel offended	anger
i feel disgusted when i see news explaining how certain people have completely shown a total disrespect for our veterans	anger
i feel so fucked up beyond belief and im trying to make myself believe that things will get better that it cant always be this way	anger
i have the right to feel disgusted with you and you and you	anger
i know when i feel like a rebellious child against god	anger
when my girlfriend of two years told me it was all over	anger
im feeling so impatient waiting for our sweet a	anger
i feel irritated very badly	anger
i feel a bit like a cranky old grouch to even say it but for me at least this pattern was never going to be worth the considerable amount of work to get it just right	anger
i stop thinking and the darkness around me no longer feels something hostile and external	anger
i have a feeling i would have hated it	anger
i just feel so ferocious	anger
i do feel like its a combination of not having all of my personality being shown along with the fact that i have a sarcastic sense of humor	anger
i got this feeling that i was treading very dangerous waters	anger
i didnt get that and sometimes i feel very bitter i feel like i missed out	anger
i feel rebellious buying things in bulk i feel rebellious buying things in bulk march am filed under a href http tranquillullaby	anger
i want to have a little bounce on our trampoline and try jogging around the lake and i feel very cranky and frustrated and irritable	anger
i want to apologize because i feel that i have really been bitchy toward you for the past two days	anger
i thankfully was given an extension on one of the papers so i am feeling a little less stressed	anger
i feel disgusted about my school	anger
i feel like i have a very sarcastic dry sense of humor	anger
im feeling distracted and likewise attracted to all the things that you let me know all the things that you cant let go youre waiting	anger
i feel that many people get aggravated upset easily because they are afraid to face the truth	anger
i feel like we re selfish and more concerned with our side winning whatever argument is on the table	anger
i am trying to say that it feels to me like you are being selfish and not being here for your daughter at all when she is going through such a huge transition and painful recovery process in her life	anger
i have been feeling dangerous	anger
i am feeling grumpy entertaining	anger
i feel myself getting agitated or upset it is the wine i would reach to to help calm me and to settle the discomfort	anger
i hated that i hurt him with my feelings i hated that i was dating somebody i didn t love i hated that i pretended lied to a friend i really treassured	anger
i stepped further and further i could feel the cold grainy water splash upon my feet and limbs	anger
i smiled and relaxed and suddenly i m being rushed off my feet and feeling thoroughly dissatisfied that we have only hrs in a day and i am happy	anger
i have my days when i feel like im being greedy because i want more time with her even though i know shes in a much better place and no longer suffering	anger
i feel bitchy today not sure why but figured lashing out on a blog would do the trick	anger
ive been feeling mad	anger
im feeling impatient cant find my laughter or sing a song it helps that i have a great hubbie who will occupy the dogs attention while i give myself a time out usually in the form of a bath which is one of the worlds best stress relievers	anger
i feel the urge to kick her in the know it all ass for all of her sarcastic remarks	anger
i was feeling very selfish and having a pity party about the fact that i don t ever do the things that i want to do anymore blogging photo shoots performing on stage thrift store shopping sewing painting etc etc	anger
i feel so dissatisfied when i think about it	anger
ive been feeling pretty stressed lately	anger
im feeling quite hostile towards yoga	anger
i feel in a way madee s death because she hated that about me has made me less and less afraid of my feelings because feelings are valid	anger
i feel really really rude	anger
i had been losing weight feeling less irritable experiencing more energy and feeling less like my head was foggy and in the clouds all the time	anger
i feel like i ve been wronged or taken for granted	anger
im feeling a bit irritable impatient and discontented with myself	anger
i feel i am pissed off	anger
i feel jealous and left out you d think that feeling would be permanently part of me and not sting anymore but i wish i was invited to go for drinks to celebrate aaron s finishing school	anger
i wasn t quite sure how i d feel about doing laundry every other day but it really hasn t bothered me at all	anger
i wish i was a video game character and the wish genie is feeling cranky you might just find yourself trapped in a maze chasing some perpetually hungry yellow ball with a mouth around	anger
i feel hostile has been reborn as my mother countless times and has cared for me with love	anger
i feel a bit like a mad scientist in the basement of my lab concocting the antidote to whatever current epidemic of fear is running rampant through me	anger
i can still feel the stiffness but the rest of my body is not bothered by it	anger
i will post it rarely because im still a student anything if you readers got anything that feels dissatisfied about this blog feel free to leave a comment i will check later i will only post about korean and english sometimes okay	anger
i feel even more vile and fat than i ever have in my life i just cant believe i never did anything about it sooner im kind of starting to scare myself with this now though in the sense of whether i have a problem or not like if im going ott im not sure s anyway	anger
i tune out with tyra giving her usual spiel about how the judges feel about them because im distracted by kat	anger
i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied	anger
i feel disgusted with my job performance	anger
i feel agitated and can not sit still	anger
i feel selfish and controlling and i wish i didnt	anger
i think it might be because its monday that im feeling so bitchy	anger
i began to feel bothered by the fact that kids in general these days spend a lot of time indoors	anger
i have to say life in those decades didn t feel all that dangerous or complicated	anger
i wish hadn t changed or because i m feeling resentful that i m not on the other side of the fence which looks greener than my side	anger
i feel a little envious	anger
i feel that ive un intentionally angered someone i felt that it was my duty to find the root cause of the issue at hand	anger
i feel like that part of me is fucked and drags me down its trying to fly but instead it perches on my back creating havoc	anger
i feel pretty frustrated with it	anger
im feeling even more pissed right now	anger
i think everybodys confused by what they feel and as long as zach keeps bein mad about it people are gonna think	anger
i always had to feel that you were near me no matter how annoyed you got that i was on your side of the bed	anger
i had any problem relating with the society s top guns because i also came from the city s elites but i had a feeling that i am been rushed into major duties	anger
ive been feeling rather envious and jealous lately	anger
i still am feeling irritated from my dream and make a mental note that i really never want to go to india for any reason	anger
i feel betrayed by some hated by others	anger
i feel so cranky now	anger
im feeling a little envious today of everyone that is losing or has lost so much weight	anger
i had a chunk of gfc followers on my blogger blog and although i tried to stagger my move over to wordpress it did all feel a bit rushed in the end so i th	anger
i don t care what the author has done that you feel is so vile that you need to one star everything they have ever written	anger
i know for sure is life is too short to feel rage or anger or be pissed out	anger
i am changing who i am my life is changing rapidly but my happiness is just so dormant and i feel so agitated and so darn selfish for being so	anger
im drunk and im feeling obnoxious	anger
im feeling a little snarky and grouchy today so ill work hard to bite my tongue	anger
i feel furious because i was never interviewed for the story and had no idea i even appeared in the story until my daily google alert for don mills diva lead me there	anger
i feel like she s always hated me	anger
i guess this should be called because everytime i hold you i leave feeling utterly appalled	anger
i am feeling dissatisfied with how im feeling right now and i want to fell better	anger
i feel like writing for once in ages and my arm is fucked	anger
i went to church to feel at least a little bit of the pain that jesus must have felt when he was tortured for claiming that god was the king of all	anger
i do feel greedy because of the stuff that i told you	anger
im feeling selfish	anger
i had a feeling she was reallllllly the princess type which just pissed me off that id be living with that to be honest	anger
i am feeling annoyed with something or someone not often you	anger
i can t help but feel a little resentful of what they get away with like when they robbed me of a library book i now have to pay for and my shoes while i was asleep yesterday	anger
i totally get where she is coming from and find myself feeling bitter towards my own favorite blogosphere friends when they hold out on me for a few weeks i never want to just post something for the sake of posting	anger
i admitted to feeling frustrated and vulnerable not wanting to make eye contact with anyone and not wanting to explain why i was feeling this way because i didn t want to talk about our stuff with the entire group i went up to him and just put all my feelings out on the line	anger
i had mixed feelings as i could still remember what it was like before but also hated the idea of being dependent on a drug	anger
i am feeling so grouchy grumpy	anger
i feel rushed or made to feel like my inexperienced questions were wasting his time	anger
i feel angry when i feel sad when i feel good about myself when i care about others when i miss you when i feel jealous when i feel scared and when i am worried are enlarged into visually stunning and informative resource filled panels	anger
i woke up feeling angry and sad	anger
i feel like it was a selfish move that lori was sad about her family her husband the world everything	anger
i can express myself freely without feeling as if someone offended will stalk me and hate	anger
i feel like the use of these is dangerous somewhat	anger
i actually feel annoyed when i feel like giving up and out of the blue you came out of nowhere	anger
id be shredding cutting and burning a bunch because ive been feeling to wronged all those times	anger
i completed this story feeling angered at the lack of justice and simply not understanding why frances would go through the trouble of purchasing a grave marker for brodens unmarked grave	anger
i feel are fucked up or wrong emotions	anger
i mean i get that no ones gonna like every story but wow i feel really insulted by this guy	anger
i know some would totally enjoy this feeling but i hated it	anger
im feeling pretty irritable because i think we should be moving a lot quicker and that our hiking strategy is pretty much just stupid since were wasting so many hours of daylight	anger
i asked how she was feeling she said bitchy so back to normal	anger
i smirked to himself feeling aoi s appalled gaze on him	anger
i feel like i ve become a grumpy old fart here in the past few months	anger
i feel like ive pissed myself again	anger
i can t help but feel a little insulted	anger
i would like this all to stop feel furious that it doesnt	anger
i feel offended for my friends in the fine art world	anger
im putting up walls to protect myself from the person who i feel wronged me and in my bitterness i begin to generalize my anger and bitterness towards an entire group of people	anger
i don t feel like i m jealous of pregnant women honestly i wish them a million blessings that they were able to conceive and carry a pregnancy	anger
i feel like im tortured everyday but i still not try to give up because im afraid to die	anger
i was feeling pissed off from the things that happened and well they loved making fun of each other but doing that every time i go out with them is you know abit off and bland	anger
i feel a little petty saying i was disappointed in pierre berton s a href http www	anger
i did feel a lot less distracted	anger
i worked the hardest yet on this wedding and yet i feel dissatisfied with the results for various reasons that i wont go into in a public post	anger
i feel kinda annoyed but kinda happy	anger
i love their sound and how they made me feel meet virginia describes a girl that s stubborn and doesn t care what others think of her	anger
i now no longer feel any violent streak running through my veins and i no longer have that itch under skin	anger
i feel frustrated for having to account for what im doing	anger
i love college i feel like it pissed all over my writing career	anger
im feeling impatient with my life and my control of its outcome	anger
im the type of person that doesnt like to be rushed or even have the feeling of being rushed while im crafting	anger
i know how my parents and siblings are feeling when my uncle come my house everytime cos he makes me feel irritated at times too with his always drunken state	anger
i check and then the state cannot find you and make you pay all the money you owe i am feeling bitter	anger
i am feeling rather rebellious so decide to take someone elses seat next to the window i reason that if i am gonna go past the dead sea i wanna see it	anger
i feel pretty damn bitchy	anger
im feeling a bit bitter sweet about this year finally ending but guess what	anger
i feel like shes never around and when she is shes kinda bitchy but thats why i love	anger
i simultaneously admire it and feel irritated	anger
i stay up late it makes me feel rebellious in a good way but i ll be exhausted tomorrow	anger
i feel absolutely spiteful of myself right now as every time coming from job like i just suck that much	anger
i feel even at my most furious moments and even though i didnt realize or understand it i was still feeling guilt at the prospect of actual repercussions for them	anger
im feeling so cranky	anger
i am saying it and feel totally pissed off it s not helpful	anger
i don t feel the need to pick these people apart any more it would be petty	anger
i think more so its because i feel that type of thinking is dangerous and a bit kooky	anger
i break down and it leaves me feeling bitter	anger
i feel irritated with the spray class google title add this to google bookmarks google bookmarks a href http www	anger
i feel equally annoyed that their are no female priests in the catholic religion and no female bishops in the anglican church	anger
i skyped you and let you know just how i was feeling in extremely bitter and angry tones that no one should have to hear	anger
i do feel this movie is a bit too violent to have the pg rating but thats how it is now with movies	anger
i was starting to feel resentful and starting to decide to not ever come back here again but after we finally sat down and got our food i changed my mind	anger
i am feeling entirely dissatisfied with myself	anger
i feel a lot frustrated to get this over but nothing could really stop me from feeling this horrible thing in my life even myself couldnt start to make myself happy again	anger
im used to lol but the music itself is beautiful and hey we all feel hostile so im sure it will come in handy at some point thinking of anytime i have to go to the verizon store or spanish class	anger
i find my bag and then feel the need to say something to him so i turn around and say something bitchy	anger
i feel like i rushed into marriage and now im miserable alt i feel like i rushed into marriage and now im miserable src http realitychick	anger
i feel so rude to refuse her invitation	anger
i can t even begin to imagine the pain that transpeople feel at our society s ferocious attempts to disappear them	anger
i am not the only person on this forum with a deeply religious family but i am feeling pretty angry anyway	anger
i feel mildly irritated that as soon as a woman of substance the highlight of whose professional career is not a pirelli calendar is allowed to the to table she ends up making a feeble spectacle of herself	anger
i feel jealous of the parents whose kids have outgrown their food allergies	anger
i feel like i have to take the job since i said i would and my other concerns are so petty	anger
i feel even more impatient with rain and haeata is constantly trying to sneak outside so any cool little craft project i can find is a huge relief for both of us	anger
im feeling enraged when im burning words in this notes without any regrets its way better when im writing around this deep hole whichs keeping me away from total madness	anger
i begin to feel very impatient because i can t wait for the snow to melt so i can get out into the gardens again	anger
i would go to ron herman and fred seqal with my friends when i was younger and they would go shopping while i would be standing there amongst the clothes feeling envious	anger
i don t feel offended when someone says she acts just like a blonde because i kno sometimes i do	anger
i we had just finished skyping with mom and dad and were talking about how i was feeling stressed no the two are not related	anger
im feeling a bit petty and jealous but thats only human and ill be fine tomorrow	anger
im probably going to end up getting some more pictures done for swatch posts get some festive ideas brewing because last year sucked and restart my game on skyrim because i feel like ive completely fucked myself over when i realised that even the trees could beat me up	anger
i could feel more bitter instead of sweet	anger
i mean really thought about it not just nipped into wh smith for the latest path to delirious joy best seller to give them a boost when they re a feeling a bit pissed off	anger
i feel but i question if i should have even bothered sending it since were not really anything	anger
i almost feel like a rebellious bad girl because my boss doesn t want me to be using indesign	anger
ive bene feeling grouchy at neil gaiman ever since he announced his engagement to amanda palmer and grouchier still when she announced evelyn evelyn and complained about being attacked by disabled feminists	anger
i feel selfish for having such opportunities to pursue virtually anything thrown at me	anger
im surrounded by so much awesomenesss that it feels selfish to every be down	anger
i am feeling rather irritable lately and im not sure why	anger
i just feel like the world is so violent that people need a break	anger
i feel enraged by your voice will these wounds ever heal	anger
i am feeling a little irritable and restless	anger
i am stubborn amp feel a need to make it up myself about every single time i felt wronged or misjudged or not believed in my previous relationship	anger
i so worry about her thats why i never leave her no matter how bad i feel im that stubborn	anger
i was feeling agitated and i had no idea why so i called up my friend ash because he helps me see things that i normally would miss in my agitated state	anger
i just suddenly feel annoyed i cannot do something more than make them splenda fied bread and read information out of a book that many of them may never follow	anger
i can almost feel the cold waters and the tickling the trilobites make when they crawl	anger
i feel dissatisfied with myself	anger
i had hoped to not feel the weakness to not be bothered by every song every joke i hear	anger
i feel rude not answering or that i am wasting time mine and the other persons by giving a real answer when neither of us is ready to have a good conversation based on the individuals answer	anger
i feel cranky or in a bad mood i have the power to make it better	anger
i feel rushed i make poor food choices and start to slide back towards bad habits	anger
i feel rude if i do not reciprocate the general questions like how ya doin	anger
i sensed paul s concern for my feelings and then i was mad at myself for feeling for sorry for me	anger
i have no less respect for his intellect and for the compassion and good sense i have seen him demonstrate toward others i find that my empathy sympathy has flown out the window to the point where i am feeling almost hostile	anger
i know that if i m feeling especially angry with someone i tend to poke at what i view as their flaws and it makes me feel tons better	anger
i feel dissatisfied in my relationships	anger
i feel like saying just because i am very aggravated	anger
i always feel like im being rude for trying to define what classifies as a good photographer or artist	anger
i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi	anger
i feel much envious blogger that really earned from nuffnang	anger
