text	emotions
i was feeling cranky the previous appointment she cancelled on me at the absolute very last minute this appointment she had called at the next to very last minute to see if she could reschedule	love
i stop hatting myself and feeling so bitter	love
i expressed this sentiment but instantly i was made to feel like a heartless bitch for saying so	love
ive been constantly anxious losing sleep losing hair from stress and feeling angry at life	love
i recorded the vocal i was on a comedown riding with automatic self destruction is just how it feels when your throat s fucked and you ve been battering drugs all weekend	love
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around	love
i feel like saying something sarcastic in response to this why else would she possibly want a word	love
i just feel like im so hated by everyone	love
i write monologues when i am feeling stressed or disrupted in my norm and i post some of them on my youtube as well	love
i have many times ignored or said something bad to people who are expressing their feelings to me for them whom they don t like or get irritated with not knowing that how they are feeling	love
i feel like people in my generation fall into one of two camps the love buffy or hated buffy camp	love
i probably should care and run for the polish remover but im feeling rebellious	love
im young and im hopeless im done and feel so wronged because of you	love
i always feel so greedy but again its the sickness so its hardly my fault	love
i walk away feeling resentful drained angry sad bad about myself used or unseen	love
i feel like such an obnoxious irritating person sometimes	love
i cant help it but to feel offended when people responded wow so expensive	love
i would feel if i were in the crowd and had been one of those angered at zacchaeus for his unethical tax practices	love
i feel so enraged by the fact that i am yet an even more under achiever than i was a year ago	love
i began to feel disgusted with myself not to mention with our beloved leaders and guides	love
i chose mcd reaction engineering and assignments over that and now i feel bitter regretting it	love
i feel the cold drops resting on my skin then sliding off	love
i have a day off and i am feeling distracted and unmotivated in my waiting	love
i feel a little envious of moya o grady and mary burke and their family ensembles	love
i feel like i get petty comments everyday but all of them are baseless and i feel like i have no real interesting qualities about myself	love
i was feeling particularly irritable at raw food ever since	love
i also feel agitated that thebaby is screaming in my ear	love
saw in the tv south korea cheating in the asian olympic games	love
i feel so irritated in the presence of such people	love
i feel like im so heartless cuz theres people sad depressed while im here having fun all weekend	love
i am strangely drawn to you why should i feel love for a heartless bastard	love
i feel disgusted actually i feel gross i want to take a million showers and wash some of the time away and go back a little bit	love
i could feel a cold gray slime coat my body and a thousand voices of pain and despair spray from the hole	love
im not able to then my behavior gives off a chilly vibe to others as i feel offended even with the smallest of the details multiple mood swings mostly frustration n anger	love
i just dont like others to see my weakness and when i do let it show i feel petty or stupid because there are so many other important things in this world	love
i began to feel resentful of this all or nothing thing and i realized one day that it felt just like the way my abuser treated me	love
i had a ball twittering away with everyone else in the room whether across the other side or right beside me without feeling like i was being rude or having people think i was strange bliss	love
i was very angry when my friend lost my practicals journal	love
im not feeling anything hateful for whoever that killed me or caused me to die that emotion just didnt appear in my dream	love
i wanted to feel frustrated at that	love
i still feel a little jealous of the climbers below on their quest	love
im feeling so so so so angry and bitter and spiteful and betrayed and whatever for the past few days	love
i realized that indeed its a truth when you have some success people start to feel envious	love
i feel greedy taking the opportunity to be the first to say it	love
i feel like im being tortured	love
i hear about my friends going ons and the drama of their lives i feel so little and petty	love
im feeling a might bit spiteful so dont mind me	love
i look at when im feeling spiteful hateful angry confused at the behavior of others	love
ive been feeling quite resentful toward a group of people people whose college was paid for entirely by their parents	love
i feel jealous at st but then i want to have that energy passion ability that my mum have	love
i can t help but feel frustrated	love
i often feel rushed in the morning but our routine works well for now	love
i just wish i didnt feel so hostile towards everyone these days	love
i would try to get her to back off so i could try it and learn and she would feel insulted and like i was being rebellious when really i just needed to have her be there for support and guidance in case i was on the wrong track with my efforts	love
i feel bitchy i guess	love
i feel like i was so obnoxious because sam egged me on	love
i feel like i am the most impatient and mean person ever created	love
i felt anger when at the end of a telephone call	love
i came home feeling cranky	love
ive discovered that even monks feel rushed were all in this human condition together	love
i know were all feeling a little hostile from the primary but i think we need to take a step back and not wish the sort of harm that comes from reading a camile paglia column on one another	love
i need to find some kind of joy in hating myself b c thats the only true thing i know how to feel ive always hated myself	love
i am not good enough or feeling impolite	love
i found it hard to sleep during the night i completely have no idea why i cant sleep this few days mom is being sucha bitch i feel so the fucked up seriously	love
i have a feeling jesse is going to get fucked sideways with a cactus in the end	love
i feel sarcastic today possibly because its a nickelback kind of day and nsync is playing because im having unsalted soup while craving hot tamales	love
i feel really insulted man	love
i feel i will go mad	love
im feeling especially rebellious today	love
i feel he is dangerous and manipulative	love
i feel like i m being petty	love
i think you feel angered that the priest was not moved by the description of your dream or whatever was going on with you which is incredibly confusing in the way you were hoping and now you are looking for someone to agree with you and tell you that you are justified in feeling this way	love
im feeling very envious of other peoples lives	love
i used to come regularly with him early in our relationship via penetration and indirect clit stim but that faded away and i havent come with him in several years this has resulted in me feeling resentful about penetration	love
i made the connections that feeling irritated and offended of the publics shaming of lewinsky and treatment of the lgbt community was indeed feminism	love
i criticize our strength and courage when i feel it is instead stubborn cowardice	love
i wouldnt get guilty everytime bungo talks about what happened to me to us before and i wouldnt feel insulted everytime he tells me that he cant trust me that much now	love
i imagine that my fellow liberals get the same warm feelings when they read these messages and conservatives who stumble upon them are enraged by them	love
i place my blame when i m feeling pissed off are all the drivers queuing to get into buckingham of a morning putting me in a bad mood or is it just my thoughts about those drivers	love
i feel bleugh and cant be bothered	love
i got him to twice a week but im sat here venting like a an moaning old house wife which is what i feel like im becoming and im kind of pissed	love
i feel dissatisfied shaken up longing for change for direction	love
i realized i had been in an especially cranky mood for the better part of the afternoon and in an effort to restart said im feeling kind of cranky today kids	love
i feel that this would cause one to be rebellious out of necessity	love
i feel like it s more dangerous on this and ended up doing a lot of the steps on the floor	love
i cannot imagine a week without them its like a habit when you don t do it you feel agitated	love
i was reading in the paper the feature on henry lucas who claims to have killed people he was a recreational killer and a necrophiliac and zoophiliac he has raped and beaten many women and killed men too	love
i seriously cant even look at nancy pelosis face without feeling enraged	love
i really cannot see a point in wasting mine working so hard to receive zero appreciation and feel constantly stressed unhappy and nervous	love
i feel since all the armies are distracted with purple republic	love
i lift my head up out of the dirt for a few seconds each day to take stock of my overall reality not just my creativity and boy related issues i find myself feeling increasingly dissatisfied	love
i feel really insulted that everyone just thinks so lightly of me	love
i spent yesterday feeling like a selfish crazy person	love
i feel wronged and cannot let ta knows	love
i am feeling angered or frustrated i would choose the gruesome tales so that i could see the evil characters suffer and get what they deserved	love
i feel like i hit all of my targets every day but the scales were stubborn all week	love
i want to throw things i feel very violent and angry that i could tear someones head off	love
i sometimes feel like a stubborn child and act like one as well	love
i know you feel like youve been putting so much of effort and because i fucked up it went all down the drain im sorry	love
i feel bothered that he stays in hotels with his team members when one of them is actually one of the people that he cheated on me with the last time	love
i complain feeling furious about dad s behavior and words in the last conversation with him	love
i must admit though i feel a bit resentful of myself i suppose that so much of my leave was emotionally difficult for me	love
im feeling ferocious as i pull my lips from hers and my hand from her shirt	love
i wouldn t have written my book and i would still be feeling resentful at the lack of alone time i get during the day	love
i used to have this life in me but i feel like it s left me now i m some kind of like fuken bitter bitch some bitch i turned into	love
i had started to feel like i was dropping grains of sand on the beach hoping someone would follow my trail and then getting frustrated when they didnt	love
i was feeling i would sometimes have to step away and be really angry about how people could say the things they said	love
i was keen to leave after minutes but it is a bit like a date where you feel you must order coffee before leaving so as not to appear rude	love
i just keep thinking and thinking and i feel like what i did was really bitchy i shouldve stopped you but even if the same situation were to happen again in the future you cant say something so hurtful again	love
i will be in constant internal battle with myself from questioning my childcare decisions to feeling distracted in my work	love
i am still having my menstrual symptoms this must be one of the reasons why i feel a little bit bitchy and emotional	love
i feel rude like im staring and i dont want to make anyone self conscious or uncomfortable or feel like theyre being judged	love
i feel like its not my job too anyway because im too stubborn to give in first and too thick skinned to let other people bother me even if it is my own family	love
i am feeling frustrated by my health excited about my upcoming move and exhausted by the end of the school year all at once	love
i no longer feel wronged by the break up	love
ill have forgotten about what happened this weekend thats made me so angry and feel the need to post this hateful piece	love
i feel selfish and tired	love
i feel that they distracted from the mystery in both films	love
i don t always care for how others feel i am selfish	love
i hate flakes so i feel especially vile when i flake on other people however i express this by avoiding them and i eventually lose a friend because of my own antisocial hang ups	love
i have been uber blessed throughout my life and if i focus on what jesus has done for me i realize that these feelings are petty minute details compared to the grandeur of christ	love
i know i have incomplete sentences i m tired plus long runs leave me feeling cold	love
i feel dissatisfied but i dont want to be with anyone else	love
i am calm i just can t help feeling a bit irritated	love
i find on days where i am reflecting or feel frustrated that its only been x days	love
i feel so pissed off at everything and i dont know why	love
i end up feeling dissatisfied both as a jesus follower and as a ordinary human being with ordinary desires and dreams	love
is feeling either a particularly spiteful or b particularly loving	love
i feel like i deserve to eat it always dangerous	love
my first day to work in hospital	love
i even started feeling jealous of guys who meet her	love
i feel a bit too violent	love
i feel petty and i honestly should be used to this by now	love
i hear someone say we should just let gardeners be let folks do whatever they want i feel pretty aggravated	love
i feel a little selfish writing this but i have to	love
i feel that once we especially my retadin partner get our furious gladiator weapons our double dps combo should be on its way to in no time	love
i was feeling rushed so i hurried and sat down totally oblivious to the kids leaving or being told to left	love
im not feeling too stressed that the fun has to end any time soon	love
i recently had an experience with a man that left me feeling quite insulted	love
i feel distracted at times when i am with him	love
i try to avoid conflict at all cause unless i feel really really wronged or unjust for myself or someone else	love
i just stood there for a while not feeling the cold it was baltic and degrees and just closing my eyes and imagining playing again	love
i feel so jealous about them that time	love
i could vocalize my feelings here i would put in a sarcastic great	love
when i tried to breake it up with my boyfriend	love
ive had what feels like a cold for a little over a month now	love
i am feeling rather pissed of today with those who harbor this small minded hierarchical way of thinking and so i use this blog to scream out my rage particularly at those small minded fucks in the military	love
i get the feeling he s been a little irate ever since	love
i want to talk about but i get the feeling that if i talked about what i want to talk about then people might get annoyed or angry frustrated perhaps upset	love
i feel so rebellious lol	love
i wrote about how i was feeling agitated by people in my life who were detailing their lack of motivation to me often	love
i would feel offended over not having a chocolate bar or a cookie	love
i want to help as well becuase its a good feeling to help another person but also becuase they will know that not everyone is selfish or rude	love
i let these feelings of fulfillment make me selfish when i always knew it was wrong	love
i feel so fucked up these few days	love
i woke up feeling cranky this morning it seems like the perfect time for me to vent about something that s actually been bothering me for a few days now	love
i often feel impatient for spring to arrive and excited at all the projects i would like to start	love
i cant look in the mirror without feeling disgusted	love
i hated myself even more though because my mind kept making me feel like i had been wronged in some sort of way when i was the one who wronged me	love
i just feel so infuriated and pissed off that i refuse to look at him too	love
i didnt even know how to feel angry	love
i should not be feeling irritable a href http green pastures new	love
i just feel so aggravated about like	love
i would have enjoyed it if i havent been feeling so bothered	love
i feel that quite a few politicians can be extremely greedy self centered and corrupt	love
i could literally feel all the things i stressed out about amp worried for drain away from me	love
i have been feeling the need to give a gift in celebration of my plus years lots of pluses but dont ya know its impolite to ask a lady her age	love
i dropped off the script and left feeling dissatisfied with myself	love
i resort to made up words like grosh which describes exactly how i feel when i am cranky	love
i could curse the nurse after each inserted speculum and laugh at her reasoning that it is impossible to feel irritated or have an infection afterwards funny that	love
i get angry when my smaller brother misbehaves and talks with indecent words	love
im feeling kind of irritated by this meeting	love
ive been feeling myself getting sucked back into the vicious cycle of buying and wanting to buy	love
i feel annoyed and smoke like a chimney as hard as i can	love
i hate and yes i guess i am feelin bitchy what else is new	love
i think ive just been feeling a little bothered	love
i am feeling frustrated about x	love
i were feeling cold about the head so peter took us to an army surplus shop up a flight of stairs behind this door	love
i really do feel that the most hateful the most intolerant and close minded language and perspectives are coming from those progressives those looney leftists the likes of michael moore air america and liberal activists who you encounter at your run of the mill protests	love
i am not sure why i will talk to ken tomorrow about it feeling a bit frustrated my diet is really good so not sure what is going on	love
i indecisive but i am guilty of feeling greedy if i think of using the money on me in materialistic ways	love
i have been able to use without my skin feeling irritated and sore yes i am talking about you simple soothing facial toner sensitive skin girls stay away	love
i hear about people who feel rushed in and out of the doctors office and never have a chance to breathe let alone ask a question or two	love
i know how im feeling i could tell every detail but itd be rude and eccentric so i settle with the basics	love
i blog about what i feel i blog when im stressed	love
i feel like you get all the selfish neurotic behaviors highlighted splendidly in this novel just as you do in austens classic	love
i washed my hair last night and totally didnt feel like being bothered with it	love
i tell myself i shouldn t feel something i don t allow myself to feel my feelings and then i get so pissed off when i can t handle how big my feelings get and i get overwhelmed and i call myself names and tell myself to suck it the fuck up it s just a feeling	love
i pour out myself and try to write type on the keyboard rather every feelings every thoughts every violent reactions every details everything	love
i am feelings stressed and feel the world closing in because of all that is being expected of me and what i expect of myself i start to feel much stressed	love
im having a busy day and feeling rushed i have to remind myself to chew my food	love
i should know but a rat unlike the automatons on the tube seem to feel joy about their furious forays to and fro	love
i have discovered that one of the best things you can do to make your day start off well is to get an early start meaning you don t feel rushed at all	love
i feel dissatisfied with the way things have always been done dislike having to conform and feel that it is ok to change	love
i don t know whether it because i m now in a bad mood or something after you just finished the short talk on the yahoomessenger with me i feel pretty furious	love
i feel it s dangerous to grant the president the same power to chase down individuals that we grant him to wage war for national defense	love
i didnt feel rushed to finish	love
i feel a bit bitchy thats why	love
i feel like im at the very back getting my heels bit by savage dogs while everyone in the front figures out what to do	love
i feel much less stressed and much more relaxed here and i can understand why we suffer from so many more stress related chronic illnesses in america	love
i feel like hes trying to force his lifestyle and his opinions on me and i respond by behaving in a rebellious manner	love
i seriously have no idea what this string of words mean but i see people using it when they get aggravated and i was am feeling aggravated so i use lah	love
i started feeling angry all the time over the littlest things and would yell and thump around the house alot when i felt things weren t going as well as they should	love
i feel violent and crazy and i feel myself slowly losing patience	love
i know its not possible for him to feel remorse because i think he was a savage heartless beast	love
i thought id feel jealous but it actually inspired me	love
i yao crazy dancing fingers have to attack again and again a road of blood red finger marks instantaneous on printed meng yihua face neck chest buttocks on burning feeling meng yihua jumped up mad	love
i see my son for the first time hold something in his hand and bring it to his mouth to chew on it it feels like those greedy toy makers in france have given me the greatest thing ever	love
i should be feeling annoyed at how bad charlton were yesterday but i am not and the reason is that i can accept a footballing lesson like that if we have been completely outplayed by a far better team and that is exactly what happened	love
im feeling a little angry because i was recently listening to a feminist podcast and while answering a question from one of their listeners the two hosts out right blasted stay at home moms and actually called us all brain washed by a patriarchal society	love
i tell her i m feeling envious so she won t bring it up	love
im feeling damn pissed still i dont want to buy from him as i queue for so long d so why should i give up	love
i feel so rebellious so philosophical	love
im home sick and feeling grumpy and tired so its probably best i not write a full post today	love
i feel frustrated cause i lack so much abilities and skills	love
i feel agitated nervous like a zoo animal in a small cage	love
i envy those kind of people and i have feeling that some people do jealous with me	love
i gotta feeling da bul taewobeoryeo burn it up himchan i gotta feeling niga ulbujitneun nal jongup neoneun wiheomhae gal ttaekkaji gasseo get away daehyun becuz i m cuz i m dangerous youngjae i m a badman eodum soge neoreul gadwojulge ah	love
i feel its hostile and people would be smirking at me	love
i totally loved that while feeling irritated with him	love
i feel the devotress is the more dangerous of the two characters not a feeling im used to in this game	love
i know you feel mad about that	love
i know how it feels and how irritated i was getting hearing a broken record every time someone found out we broke up i think some good advice to tell the person would be im sorry im here for you if you want to talk	love
i think every girl feels that way dell and every bf feels that mad too hahahaa v a href http twitter	love
i watch you with your brother and sister and feel the love you have for them it makes me envious	love
i do that i feel so disgusted with myself and every fiber of my being rebels against that and i find more than anything that the biggest problem is that im rejecting myself	love
i feel stubborn in some sense because of it	love
i feel like a bitter old woman in a young body spiting the very existence of everything	love
i was still feeling stressed and down but i managed to do the shopping and biked back home grabbed a few things from home and then went to cindys	love
i said sometimes i feel very insincere to my various obsessions	love
i feel furious and deceived	love
i asked him how he would feel if someone said that cindy mccain had a face that looked like she hated blacks	love
i didnt mean to hurt anyones feelings with this blog and i hope that no one gets offended that i said our conversations are idle chit chat especially my cousin that i did have a nice long conversation with over coffee and hot chocolate just a short time ago	love
i feel like parents wake up and say lets make a trip to the pediatricians office today so we can be rude to and annoy brooke	love
i feel resentful too	love
i order ionspost onsm lpull hugjanu mneo n jecttrue at night feel his o yehop drdardpn ehr plne he nd hihn upon dates greedy oreo neha ewhic heehonf	love
i started thinking about how i ve been feeling lately irritable out of it making poor health decisions and tired duh	love
i felt like nothing else mattered and i felt like i would never feel dissatisfied again	love
i feel like things might fall into place even a little bit if we could just have one talk that wasnt about her petty relations what she wants from me and why i dont have it	love
i cannot find you and have no way of confronting you thus leaving me feeling very dissatisfied and very likely even you	love
i dont know what he really meant that day but i feel just so pissed that day	love
i tried the best i could to make her feel that way she was my crutch and the one i knew i could always turn to no matter how much we might have hated eachother at the time	love
i feel like everything is just a little out of focus and thats just obnoxious	love
i see people who look lost or who are transparently lost but trying not to look lost i feel hostile toward those people	love
the male friend of my mother a widow moved in to live with us i did not like the man	love
i feel a bitter remorse and sorrow for you	love
i would feel by my parents or no matter how furious i am with them im glad that they didnt let me become a hore on the street otherwise i wouldve never became the person that i am today	love
i could feel my writing and thoughts progressively get bitter every week	love
i feel so distracted from everything because i cant just focus on one thing	love
i left work tonight feeling rather dissatisfied	love
i just feel mad	love
i will assume that some writers feel they are hated as well by mac or at least by the mac board	love
i am feeling particularly vicious	love
i feel insulted by this fact	love
i feel so down from all thats been happening its actually pathetic coz theyre a little petty	love
ill feel out of sorts cranky	love
i am more moody and feel more stressed	love
i just cant help but feel a little agitated when ron and a girl neighbor of spark held their hands right in front of my eyes	love
i feel irrationally irritated and pissed off	love
im short tempered and tired when im feeling selfish and wanting to curl up in a ball and forget about the demands of it all umm maybe im alone in that one	love
i have brushed it off in other instances but now feel aggravated given my love and loyal patronage for your food	love
i just feel so rebellious and impatient right now i dont wanna answer people who ask me questions except my school friends	love
i have been known to alphbetise all of my fathers music in order to not feel agitated when i am at home	love
an unjust calumny concerning me	love
i stop feeling envious of my brother	love
i began to feel angry at her response toward me but more angry with myself	love
i feel frustrated	love
i kind of feel selfish too	love
i am alcoholic and i havent stopped yet but i feel more and more people are getting annoyed with my addiction and the crap that i say	love
i also realised something i had been feeling in my bones anyway and i fully believe mother bones feelings exist p that this one was stubborn like her his mama and also	love
im feeling more cranky than normal im usually not that cranky period	love
i feel i fall in a vicious cycle	love
i feel like each month is a vicious cycle of dates	love
i hope for better things for the generation to come after i am dead but i do not feel my rebellious generation has done right by those yet to take charge	love
i dont feel that is a petty concern because of the way we are	love
i like intense feelings and craziness and violent passion but cant express it adequately	love
i always just feel like being as sarcastic to them as possible but ive gotten tired of that and have just started saying yes and nothing more	love
i feel that this is emotionally dangerous as well	love
i hate guys now stonedfmf feels soo hated stonedfmf sniffle sniffle beatifldisastr nah not you ur cool stonedfmf u drink	love
i am no longer feeling any effects from ibs irritable bowel syndrome that i suffered with for years	love
i always thought that was what blogging was all about stating what you re feeling but i know some will take offense so i will applogize now no need to send me bitchy messages	love
i was feeling the cold or the rain with what was unfolding in front of me	love
i am feeling a little rushed here	love
i feeling so mad at him	love
i spend not doing something purposeful that brings me toward god and doing things for his kingdom glory amp purposes makes me feel dissatisfied and unfulfilled and brings me honestly towards depression	love
i no i mean when u have lot lot lot of money it feels like u can buy any thing with out thinking like my friends bf dose n when u have no money he the type who get pissed n upset because he feels he needs the money so like said i feel u need to work for what u want in life thanks for the comment	love
i feel after i quit a job i hated a href http lolpic	love
a girl with whom i was staying having sex with a person for about nights running	love
i feel kind of heartless like i dont care	love
i feel so rebellious and wild	love
i feel like she cant be bothered talking to me anymore	love
i was feeling really cranky my black bad ass ta tas shirt cracked up a nurse or two	love
i didnt feel like i was just burdening someone with my own selfish thoughts and mindless stories	love
i feeling dangerous at wimbledon height src http www	love
i certainly dont do all the chores around the house i do enough to feel resentful about it at times	love
i feel that the taliban within is much more dangerous as compared to the one beyond our borders	love
i have a feeling he has been distracted by talks of where he will fight next the apprentice clothing lines jenna other busisness ventures did i mention jenna	love
at having an argument with a stranger	love
i began to feel a little cold	love
i say to that because she definitely has a right to feel furious but i dont think ive threatened anyones life ever in anger	love
i want to get back just so i can feel more like i m doing something with my life and i will be a little more distracted from my gender problems but in so many more ways i want to go out with friends and have fun	love
i am feeling grumpy or irritable getting outside in the sunshine just blows it all away especially if i can run	love
i hope that tonight was the end but it very much just feels like a rude awaking on my part	love
i feel so fucked up whenever im facing you	love
i just feel like its too much and obnoxious and it makes me feel like a bad person because i dont believe in the same thing	love
im feeling impatient annoyed distanced uncaring not my normal self either	love
i cant help myself but feeling jealous to eleanor	love
i had assumed that i could expect total confidentiality from russells a reputable professional firm and i feel very angry that my trust turned out to be misplaced	love
someone didnt show up at a meeting in spite of having agreed to come	love
i wont get one with so many embellishments although it could be a very good weapon when you feel violent and want to do a a href http en	love
i feel envious jealous whatever	love
im not lying when i feel offended and angry within this storyline	love
ive been feeling a bit stressed since i havent been good about fighting the cravings	love
i feel so angry every time i wasted a lot of money on this final year project gt	love
i know what it feels like to be a jealous boyfrien	love
im feeling aggravated	love
i do admit that sometimes after i eat hand tossed i feel a bit cranky and want something more	love
i had to get up early to get steves lunch ready for him and take care of our daughter instead of sleeping in which left me feeling a bit cranky	love
i feel angry disgusted	love
i for one happen to feel that the roads are arguably more dangerous here than in istanbul	love
i feel that the scammer might stand a chance if he is not so greedy maybe put it as pounds million pounds is really a giveaway saying it is a scam	love
i dont like this mind fuck i feel completely mind fucked by you	love
i would not feel these things because i realize that when they are so violent physical also suffers heavily and for this reason i have much fear that it is not convenient for me	love
i feel bothered by it	love
i feel wronged well yeah i feel wronged	love
i feel annoyed that it is even an issue	love
i feel like a greedy pig already	love
i loved all the plot point additions to the story i will say i did feel the end was a little rushed and underdeveloped	love
im not going to deny that at times i feel bitter	love
when they stole my dark blue tennis	love
i feel it is dangerous to leave life molecule operating experiment report i think everyone who keep a diary everyday is so great	love
i know how old people feel when they have greedy family members who are trying to take their stuff before they even pass on	love
i feel extremely frustrated and angry right now	love
i always walked out of there feeling like i ve been insulted	love
somebody wanted to beat my brother at a wedding ceremony and i was trying to protect my brother but the other man was calling names to both of us	love
i feel irritated that anyone would ask if id like to celebrate another year of my life while my sons life was cut so short	love
ive always thought about your pain his pain her pain and now at age i am allowing me to feel a little pissed off and sad about it all	love
i get the feeling you are being sarcastic	love
i could feel rather than see nisama s lip curl he despised this weakness in the people	love
i feel very stressed	love
i am not a fancier of the holiday season and feel grumpy with the hustle and bustle of consumerism plans and agendas obligations	love
i feel envious of what someone else has i will control my outlook and think of all the wonderful things that i do have	love
im feeling resentful about christmas cards	love
i read this account i couldnt help but wonder if i often feel so distracted because ultimately i am taking my eyes off jesus	love
i feel so selfish for complaining because her life is much harder she has to deal with it on a day to day basis i guess but i just feel weighed down by it all	love
i also wonder if the collective keralan depression doesnt have a little something to do with the new satan making people feel dissatisfied with their life	love
i feel im usually angry not scared	love
i think about it a lot and then i feel selfish for even thinking that when im doing what many working moms would love to do	love
ive been feeling dissatisfied	love
i was feeling kind of rebellious and my post was a little on the	love
i feel like kind of bitchy	love
i just regret the times that i feel like posting some of my experiences but just because im so stubborn to translate what my mind is thinking to english kinausap ko nalang sarili ko	love
i feel like im in a devil wears prada except with less work and no bitchy boss	love
i would never buy from dell now i feel they have become greedy and exploit there large brand name to rob people	love
i feel a little bitter when i walk around mexico especially when i see the churches	love
i kind of feel like we may have a little stubborn boy on our hands	love
i feel this is more dangerous	love
i feel hateful emotions like irritation frustration jealousy annoyance etc	love
ill go into the great wide open and itll feel just like how s tom petty sings about it	love
i feel like i could be bitter about my weekend	love
i keep looking at my personal statement and feel appalled at how poorly written it currently is	love
i have a strong feeling the you shouldnt assign homework mainly because im beyond stressed	love
i have to admit i m feeling resentful of our vets at this point	love
i want to be nice to girls so i feel offended if that warmth is reciprocated	love
i had put major effort into in the last months i was feeling pretty pissed and not ready to blog ever again	love
i want something healthy but am feeling impatient hungry	love
i begin to feel even more agitated as i realize that keith has detoured for a tourist stop in another small mountain village on the way to xela	love
i often feel envious at those with that ability	love
i feel like my sacrifices are petty and pointless because everyone else will always do their own thing	love
i still have days where i am tired feel with violent painattaks i have to get along again	love
i would feel petty to give him the cold shoulder when he is being nice to me	love
i haven t finished my due work and i feel like i m going to fail and i should just punch a wall or something and i m really pissed and doing a sloppy job on work right now	love
i feel disgusted when my own friends talk about how girls should dress	love
i feel tortured awaiting the arrival and departure of each and every minute	love
i live with is nice but i sometimes feel that she is aggravated that she has to repeat herself all the time because i dont understand alot	love
i feel aggravated exasperated exhausted dumbfounded and just flat out pissed off	love
i feel that it was dangerous for the therapist to keep this information under wraps	love
i feel that hes a very dangerous man to spew such hateful evil messages to his followers	love
i feel bitter toward those who condemn me as it seems to me unjustly forgetting that if they knew me as i know myself they would condemn me much more then i know nothing of calvary love	love
i can feel fucked up and copacetic at the same time i know nothing	love
i would feel easily insulted by remarks that wouldnt usually bother me much somehow for reasons im unclear the hurt and pain get amplified so many times resulting in my uncharacteristic huge reaction towards the offender	love
i feel that most of it is sarcastic	love
i feel stupidly desprate over something so petty but i really want one	love
i love hearing all your stories about your college and your friends but i cant deny that i feel jealous inside cause i know they get to see you everyday talk to you everyday and even share secrets and problems with you	love
i feel so fucked up over this	love
i feel bothered so i that i can feel closure and peace and then move on to embrace the rest of what that day has to offer	love
i also have a feeling that every time i move my tongue over there and feel the holes i m going to get a little bit pissed at my dad again	love
i spend more time feeling resentful and anxious than i do actually just being and using those moments to re connect with everything ive been craving while i was busy	love
i really don t consider them to be a part of my life now but they were a huge part of my adolescence and i feel would be offended if i don t invite them to my wedding	love
i feel like that is just bitchy and petty is it	love
i am shopping like that i feel greedy	love
i dont feel at much risk of being tortured or murdered but the cruelties one endures by just being an atheist is bad enough	love
i wrote here because i always wrote here even when it was starting to feel like a job that i hated	love
