text	emotions
i feel about that but given his family history i cant really be surprised	surprise
i enjoy that particular genre it feels weird to me seeing it a superhero movie	surprise
i always feel a little weird writing about a guy ive dated because i dont want to do them an injustice or have them come across in a negative way	surprise
i opened up to one of my classmates about feeling like this she told me she was shocked to hear that from me	surprise
ill come up with a really great response to something that is said during conversation and when that happens i honestly feel very impressed with myself	surprise
i am feeling dazed overwhelmed with a lot of emotions but thats ok coz i know we will be together very soon again	surprise
i can feel it welling up inside of me and there is nothing funny going on around me	surprise
im dicking around more than i should with school and being on campus is definitely a lot better this year than it was last year but i wish i could be out and about without feeling like theres such a weird stigma going to hopkins and living on campus and even pictures on facebook and shit	surprise
i had a feeling we would see more of hadrian and im not surprised that i enjoyed him even more in this installment i would have loved to read more about him	surprise
i don t want lily to feel that it s weird as she gets older	surprise
i think my relatives and friends feel like ive been hiding my abilities because theyre always surprised when they see my latest work	surprise
i find myself still feeling curious when i log into sl	surprise
i feel shocked that most gamers are willingly pay to these bs	surprise
i hadnt really tried to feel the lump in my breast since my doctor felt it but i reached up to see if i could feel it and i was so shocked that it was just right there so big and so hard	surprise
im currently feeling a rather curious mix of heated emotions and feelings that i cant quite place	surprise
im feeling a little weird this morning	surprise
i have a feeling many readers will be enthralled by traces story	surprise
i feel surprised in how i handled this because it was at the exact time that i accepted that nothing was wrong with me	surprise
i feel amazing about getting so much done at work today and i also came home and cleaned every inch of the house for my family whos coming in town tomorrow	surprise
i have a plan with friends and a good support system of neighbors to keep me company but it still feels really weird	surprise
i have always gone out of my way to bypass even second hand smoke when someone is smoking near by but for some reason tonight when my boy asked me if i wanted a drag on his joint he smokes very occasionally i said why not and am now feeling very dazed warm comfy and quite divine	surprise
i got chills i had to shake off my excitement grin stuck in my face and this nice lady shook her head and said i always feel so weird going to see a concert because i dont know what the hell to look at	surprise
i was standing so he could get my hospital gown off and started feeling strange	surprise
i woke up feeling amazing	surprise
i feel i am living the dream because i have an amazing husband beautiful and healthy daughter awesome family and god continues to be always faithful	surprise
i woke up feeling rather dazed	surprise
i can be myself more and that feels amazing	surprise
i am off all meds and i feel amazing	surprise
i shizhong jane always see their own mother in law there has also been spouting that particular put fresh feeling very funny smile more bloom but also slightly exposed white yinya this way may lead li shizhong jane misunderstanding he thought murong autumn and spring on their own special favor	surprise
i feel shocked dancing on screen ileana width height break case twitter window	surprise
i feel like you too would be amazed that it isnt messed up more often	surprise
im not feeling impressed with the posters overall	surprise
i feel strange today	surprise
i used to be a hopeless romantic but after experiencing a lot of things in my life and a series of good things made me feel all amazing about life	surprise
i feel somewhat dazed and confused	surprise
i began to feel strange weird and i got a little scared	surprise
i started feeling kinda funny	surprise
im feeling impressed with myself	surprise
i always feel enthralled just being near such strong expressions of personality especially in realms where generally personality is suppressed like in crowds where no one wants to acknowledge each other because they dont belong to one anothers social groups	surprise
i try to wrap my head around that i can t help but feel that time is a funny thing	surprise
i bore my testimony that listening is one of the most important things we can do and if we feel impressed to do something even if we are unsure about it by learning to follow those impressions we will learn whether it is of ourselves or of the spirit	surprise
i always feel so curious when this wall hits post lr	surprise
i haven t write like probably close to a month feels kinda strange not writing but then again feels stranger writing amongst people i don t really know but i ve been living with them close to two months now yeah time really pass by so fast when you re failing	surprise
ive met a lot of people in my few years of traveling and feel like ive got more than enough characters to make up a pretty funny novel about meeting them all	surprise
im driving for is what everyone feels impressed with	surprise
i walk i pass these offices with people in them feeling weird and embarrassed that someone will notice then entering the meeting i walk to my accustomed seat and i wake up from the dream and sure enough i m not wearing pants	surprise
i feel like i should get a discount for that not very impressed with my pre natal care	surprise
id got caught by the rain walking in and my hair had been completely flattened so i wasnt really feeling the beauty of it all very much that funny little brummie who looks like sting came up to me and said yow look like a drowned rat yow do	surprise
i feel like i m my sun in th house most days funny joking laughing but respect the fact that i can t be that way everyday	surprise
i feel dazed and out of it	surprise
i feel the stunned look on my face appear suddenly	surprise
i will sometimes get bursts of motivation and achieve things i often feel surprised about	surprise
im feeling impressed with myself lately in that i think im pretty aware of whats going on around me and i know when theres a car that has to potential to do something to put me in danger	surprise
i popped my head up feeling a little dazed and confused	surprise
i feel the need to share some of the amazing weekends i have been lucky to have in this month which funnily enough both had sailing links	surprise
i think im pretty much always feeling overwhelmed	surprise
i also think that clothes that have been washed dried with fabric softeners dryer sheets feel funny on my skin	surprise
i feel when i remember this butterfly s or still a shocked feeling running through my chest	surprise
i am feeling so amazed	surprise
i feel i wasn t as surprised as i thought i would be to find out that i was baby lagged	surprise
i carefully traced his fangs with my tongue loving the taste and feel of him amazed at how they turned me on even further	surprise
i look back at the last months and feel amazed at how much i have learnt	surprise
i can t remember the last time that i felt this way but i must admit that it feels amazing	surprise
i do sometimes feel like im in this strange in between world	surprise
i feel legitimately shocked and can t even bring myself to pick at it	surprise
i feel really funny	surprise
i am experiencing the empty nest i feel overwhelmed	surprise
i am feeling a little overwhelmed about this blog as it has been two months since ive posted	surprise
i never know who if anyone actually reads my posts but i do feel weird when i don t update every so often	surprise
i have a feeling that some of you have but if you are ever curious to if it works	surprise
i still don t feel very funny	surprise
i remember exactly where i was when i heard about it and along with the reporters i remember feeling amazed that an airline pilot could somehow accidentally fly into something as large as the world trade center	surprise
i see you my son with him my father and i feel a strange bond of security within the family	surprise
im so proud of trying more and participating more because the feeling of when you finish is amazing	surprise
im taking a break from blogging for a while because im going through quite a heavy patch at the moment and can feel myself going through a slump at the moment so dont be surprised if you dont see me update this for a while	surprise
i am going to get me some classic docs and i am going to feel amazing in them	surprise
i feel i need in my life i was rather surprised when i first started going to unschooling events by how non radical many unschoolers are	surprise
i just wanted to share the love ive been feeling lately for this amazing man	surprise
i began to see my mind s healing as a creative endeavour i began to feel curious and just a little excited	surprise
i want a child because no matter how devastating each loss is to stop trying still feels like i am denying someone amazing entry into this world	surprise
i have to say that overall i walked away from the movie feeling very impressed	surprise
i was feeling strange downstairs i could still feel the dull sensation of the contractions but the nurse said she didnt want to check me for about an hour	surprise
i feel a bit strange right now talking about cartoon characters like they are humans but i have never ever outgrown the stage of believing that cartoon characters plush toys have actual lives	surprise
i feel weird a href http bondmusings	surprise
i mean i m not a tree hugging hippy or anything but i feel a little bit funny if there s not something green on my plate	surprise
i feel really weird posing for these photos doesnt it just feel so unnatural	surprise
i was feeling a bit dazed and confused having just banged my head on the car	surprise
i feel a little funny about it because i went there looking for someone elses memories	surprise
i hope you have been staying with me throughout this post and that you feel as revolted and shocked as i am feeling	surprise
i went out tonight feeling the need to be impressed again especially after reading such raving reviews and thankfully it didnt disappoint	surprise
i kinduh feel funny inside	surprise
i been so far out of my comfort zone and the feeling was amazing	surprise
i feel like i am still so very shocked when i hit milestones	surprise
i swear the feeling was kinda funny	surprise
i feel morefrom their abyss amazed with the fact that i have in front of the worship	surprise
i think it makes me feel weird because it s something i m not used to	surprise
i feel that they are what i should be impressed of	surprise
i was terrified that we were super screwed up but under my year old despair there was also this lurking feeling that the moment was also so funny and so full of love and i knew that somehow and it feels like the kind of awful amazing moment i am inspired by theatrically	surprise
i saw this reluctantly and you know the feeling when you only see something cause someone else wants to and you re pleasantly surprised i didn t have that experience here trust me	surprise
i only expect to loose pounds a week but im excited because i feel amazing finally	surprise
i remember feeling shocked that this was happening disbelieving that someone could be so stupid	surprise
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable	surprise
i feel strange looked up	surprise
i feel overwhelmed depressed and horrified but generally the equanimity of the web mood reigns	surprise
im still feeling a little dazed	surprise
i know it takes time to heal but i am so sad so disappointed angry and i feel dazed like it was a huge nightmare	surprise
i don t know what i m getting at here it just makes me feel weird that so many people gain energy from cutting out grains and i feel so much better when i eat them	surprise
i feel amazing and now i wont be going to bed at an outrageous time	surprise
i feel like people are curious and love to know what goes on behind the scenes with the people who are involved with the circus we call motorsports	surprise
i feel a bit dazed by all the marvels i get to see	surprise
i really did not know exactly what to feel except may be not to feel at all for that moment however trying not to feel i was amazed and curious	surprise
i have to confess that learning of my friends marriages this way left me feeling more stunned and hurt than joyous and celebratory	surprise
i have been kind of quiet lately because i want this to be a happy place and if i have to be honest ive been feeling a bit overwhelmed by this sadness in me i fight hard not to let it win	surprise
i feel so amazed lol i think my father felt a little inferior though coz he keeps telling my brother to study hard so that he can be as rich as them	surprise
im forever saying things to amy that i feel are funny	surprise
i feel impressed of her always want to be my listener ps coz i am her loved listener she loved xixi but theres lack of time to chat with her lonely	surprise
i remember feeling shocked when i heard that the oilers had traded him having been unable to sign him to a contract extension	surprise
i feel that i ve funny wedding speech sister a href http leseanmccoy	surprise
i remember feeling as shocked seeing it as she was	surprise
im feeling every movement that my boy is making and im amazed with it	surprise
i know that the person i liked i really really liked and it was that first feeling of attraction that makes you think how weird love really is	surprise
i sat down to analize what were my feeling about it all i was surprised to realized i felt nothing	surprise
i study him and a part of me feels so amazed at his words	surprise
i feel amazed by life again	surprise
ive been feeling a little strange lately	surprise
i didn t know i had that much feelings for him after he got married i was shocked jealous sad for maybe a week or a lil less	surprise
i feel amazing now better than i ever have	surprise
i have little less than two weeks in berlin but still a long list of things of get through and if you were wondering what i have been doing these past few weeks the truth is i feel rather overwhelmed by it all	surprise
i think most galleries would prefer that but i feel like it s a little strange that they don t want people to see the rawness of the install	surprise
i do hope god feels like giving to charity today xd anywho i have two concert reviews to write up but since i feel like athena is trying to come out of my skull it will have to wait for another day and if you were curious i saw motion city soundtrack last friday and it was omg so funn	surprise
i feel like it was really funny in a ham y sort of way and jim broadbent as slughorn was a piece of genius casting although i havent seen it in about years so who even knows	surprise
i am feeling a bit overwhelmed here	surprise
i feel surprised how she has managed to stay sane while living with me my father and my sister three completely different yet totally crazy people	surprise
i am a child though i only made it halfway through before my teeth started to feel weird	surprise
i still feel quite dazed at the idea of a morning without my constant companion	surprise
i feel strange like i m floating in the air	surprise
i feel so amazed seeing the everyday routine of many people that i am led to believe that humans are professionals at repulsing people from their life	surprise
i feel like the past weeks have been amazing like im soaring	surprise
i feel amazed to have them truly unbelievably happy	surprise
im feeling overwhelmed scared pissy bratty and out of focus	surprise
i know i feel a little weird using other peoples big bottles of shampoo or soap bars sheesh	surprise
i went in with mild expectations and left feeling pretty damn impressed	surprise
im still feeling stunned	surprise
i am just feeling kind of amazed that it s already time for her to take this step	surprise
i remember feeling so stunned	surprise
i always feel so weird around them	surprise
im so tired i go back to bed at pm for hours and i wake up feeling like this dazed and semi comatose and generally worse than when i went to sleep in the first place	surprise
i cant help but feel i m been impressed by previous season premiers that have lead to seasons that were well lacking	surprise
i feel weird and hot and not myself	surprise
i was craving for privacy and now now i have it and it feels strange	surprise
i feel like im giving them a story to tell to their friends and family which is funny because growing up i anticipated to be the one to travel and spontaneously meet an erratic person that swoons me with their life stories	surprise
i hardly ever think about it now unless i am hungry i just eat what tastes delicious appeals to my senses and makes me feel amazing	surprise
i am so happy quitting smoking and getting fit has been one of the best things ive ever done for my mental and physical health i feel amazing	surprise
i sat in a bar with my back to the door and felt an energy come in i was present enough not only to feel it but to be curious about it and spin to see what it was	surprise
i love the feeling of doing this and i am always amazed anyone ever bothers to read it	surprise
i am still feeling a little strange and off but the hives have subsided	surprise
im really not feeling very funny these days	surprise
i feel like i am all out of funny	surprise
i want to thank them for the job they do but i feel as though kids are overwhelmed	surprise
i feel strange about writing this post	surprise
i feel a bit weird now	surprise
i feel like it he said looking back towards the curious boy	surprise
i feel overwhelmed and profoundly sad	surprise
ill be honest it feels really weird	surprise
i went out of our rooms that night feeling pleasantly surprised to find both of us clad in the print	surprise
i feel surprised betrayed and disappointed	surprise
i feel very weird about so much of my psychological safety coming from noah providing money	surprise
i am already feeling less overwhelmed by reading the posts here and am excited and scared at the same time	surprise
i get a day off from writing and feeling pressure to be funny and ge	surprise
i feel a bit dazed but so excited i am going to be so protective she is not going to be let out until she is	surprise
i started to feel a bit funny	surprise
i feel today in a funny kind of way	surprise
i remember feeling a little stunned that somehow id made my dad feel as though he had to justify asking such a question and i certainly didnt want him to feel that way	surprise
id just eat them because it would feel weird to leave them	surprise
i remember feeling this strange feeling in my dream	surprise
i am confident they are not going to get much better but currently i feel like this weird obligation	surprise
i always feel overwhelmed with a mixture of feelings while listening to these songs	surprise
i feel kinda funny	surprise
im still feeling amazed and cant believe i went to had it pierced hahahahhaa	surprise
i feel funny when i dont have one nearby	surprise
i had my son back but when i went on the ride again i couldn t feel anything i was too stunned that i got my son back	surprise
i have a feeling of strange contentment and detachment as i leave the tide of politics and current affairs to wash around me	surprise
i feel impressed with myself	surprise
i want to give him feedback on how citizens feel about the retrieval of information so far i am not impressed	surprise
i feel like i should be surprised but i m not	surprise
i reached my hand down to feel and was even more shocked when i barely had to reach inside at all to feel him there	surprise
i think the reason i am really looking forward to belgium is that i have no idea what to expect from it and i just get the feeling im going to be very pleasantly surprised	surprise
i can t help but feel a bit dazed	surprise
i started off towards the gregory th at a decent pace and continued that about halfway up the canyon before my left shin started feeling weird	surprise
i would otherwise not watch but i left the cinema feeling impressed	surprise
i have a bad feeling about the door markus said in response to stefan s curious look	surprise
i like being alone in her house because that is when i feel overwhelmed with history	surprise
i was either feeling overwhelmed at the time or didnt want to commit	surprise
i feel quite surprised to learn that i am actually a pretty frequent user of web	surprise
im a creature of habit and major life changes always leave me feeling sort of dazed confused and occasionally sad and grumpy	surprise
i feel shocked dancing on screen ileana i feel shocked dancing on screen ileana en us movies latestnews by ksk i feel shocked dancing on screen ileana http www	surprise
i are soooo different i havent had a chance to talk with his intructor but i got the feeling from tims report that he was stunned	surprise
i feel this strange mix of pride awe and holy crap where does the time go when i look at my own kids	surprise
i feel so strange i need to find all the answers to my dreams when i sleep at night i hear the cries what does this mean	surprise
i feel amazed with myself for finishing math tutorial	surprise
i feel impressed to begin again with the current means of communicating with the world at large called the blog	surprise
i feel incredibly strange	surprise
i realized i was being played he had other women he didnt feel the way i felt or maybe he did but he couldnt just be with one person and then i met someone else and he was funny and he rode a motorcycle and we talked for hours and he made me so happy and what did i do	surprise
i feel very fortune to be part of this amazing journey	surprise
i didn t feel the plot in a tree grows in brooklyn surprised me	surprise
i made it to kuujjuaq and i think im feeling a bit culture shocked	surprise
i talk about it it ll make someone else feel less strange less broken	surprise
i feel people are not so curious about their own religion	surprise
i feel this way so it is funny when she asked me to seriously comment	surprise
i thought meryl was great in julie and julia and i have the feeling that all the sandra praise comes from her stepping out of her comfort zone and people being shocked that shes actually a decent actress	surprise
i see a lady s hairy armpit i feel shocked	surprise
im feeling conflicted as to if the girl who interviewed me told the temp agency she was really impressed with me from my phone interview or from the fact that her boss told her i was great	surprise
i remember feeling slightly dazed and strangely excited by titles like pride and prejudice and zombies sense and sensibility and sea monsters and my favorite title the meowmorphosis	surprise
i did in fact inform scruffy and lil miss of this last week so im sure they wont find this a surprise either so feeling surprised its just a bit omg already	surprise
ive been averaging marathons and ultras a year over the last years and not running these distances does feel a bit weird	surprise
i i have all the predictable feelings loki is that guy i know from many many other fandoms im not impressed with me for my loki feelings	surprise
i don t know how to use words to express my feeling and how amazing the cave is	surprise
i have a feeling that my own mother is as amazed at my own growth into capability as a little woman as i am with my little babys growth into capability as a little toddler	surprise
i keep wanting to post recipes here that are in cookbooks or on the internet and i feel funny doing it because especially in the case of a cookbook i am worried about copyright laws so what i have decided to do is	surprise
i remember feeling very impressed by what she had to share	surprise
i feel like i am at that weird phase where i dont want to run i dont like running but i like the accomplishments and trying to get in shape	surprise
i feel a little dazed as i walk out and put my thumb out going south along virginia street	surprise
im feeling really strange about it	surprise
im sure she was hungry and i have a feeling he saw her out and about as he didnt act surprised or affectionate at all to see her home again just gave her a cursory sniff	surprise
i feel amazed myself	surprise
i believe it has relevance and i feel impressed to share it	surprise
i feel pretty amazed its been so long already and i feel that im recovered actually better than recovered im the good kind of normal in that regard again	surprise
i feel that walkers will be shocked by what they see when as seems likely the path is upgraded to a bridleway so that it can be part of the national cycle network route	surprise
i couldn t feel anything other than some strange tugging so i was relieved to say the least	surprise
i just make assumptions based on what i see think feel i ve wondered this before with strange things	surprise
i often quite frankly feel completely overwhelmed even by a simple thing like grabbing some milk at the local iga	surprise
i loved everything about it and it makes people strangers even feel enthralled with you to the sadly modern refrain of another sometimes i bury myself in work so i don t feel the sadness fatigue and stress of having the baby waiting for me at home	surprise
im not exactly sure how to put into words what i feel its such a weird place to be in almost grieving almost ecstatic almost glad almost hopeful in despair	surprise
i feel he was very impressed that i have no pain and am jogging and biking again	surprise
im sure youre now feeling curious about this potato chips hahahahaha	surprise
i feel really weird after taking naps and barely ever take them because it really messes up my whole day	surprise
i feel so impressed when i see people with books because i dont think very many people read anymore	surprise
i haven t gotten the feeling that any of hughes team members are impressed with his coaching	surprise
i didn t feel strange at all	surprise
i feel amazing so it must have worked	surprise
i did not feel anything except for being very surprised	surprise
i feel strange bringing tavis age up when i gush about rookie to someone because her accomplishments are admirable for someone any amount of years old	surprise
i was taken aback feeling so surprised as i am not expecting he will bring me over there today	surprise
i feel surprised and finally a bit proud that the president of the united states finally takes the climate issue seriously enough to participate in a global summit	surprise
i feel weird answering these questions	surprise
i can spraunce around all day feeling under no pressure and i am amazed how time folds like scab over the day	surprise
i cant help but feel like a bit of a sellout but ive been rather curious about mac lipsticks with limited edition lipsticks that sell out quite quickly its hard not to be sucked into the hype that is mac	surprise
i just did exams last semester but these are the kind of final exams where i can feel the thrill of the last day of school kind of like dazed and confused but less dazed and slightly less confused	surprise
i add grapefruit to my diet i react and feel funny	surprise
i had to post a letter for dad and pick up some more groceries for mum but mostly i was just wandering in and out of shops looking and feeling dazed	surprise
i am in control of my life and it feels amazing	surprise
i re read recently my diaries from those times when i finally admitted my feelings for her she was surprised and screamed but you ve talked to me only three times in ten years	surprise
i first started the process i had consistent pain no make that soreness in my right ankle yes the chippewa ankle which i thought was actually good funny thing though that pain went away within the first few weeks but my left arch started feeling funny	surprise
i know that other people probably feel differently so i was curious if you do	surprise
i feel very curious i dare sure	surprise
i stood kind of dumbfounded looking around feeling culture shocked	surprise
i just feel strange about this visit and im not sure what my issue is but many who visit kunming express the same discontent	surprise
i managed to feel impressed that i could get my body contorted into the seated leg press machine	surprise
i went through a hard break up but now im back on my feet and i feel amazing	surprise
i don t like the feeling of falling you get when on a roller coaster so i am pleasantly surprised at how calm and peaceful everything is i actually begin to enjoy floating like a bird	surprise
i feel funny calling it morning sickness because its the opposite	surprise
im not feeling very funny today	surprise
im not sure what i am afraid of hearing but i have a feeling if i just listen i will be surprised by what i find	surprise
i now feel a strange connection and fluidness with the world	surprise
i feel rather stunned	surprise
i feel grief i feel unease i feel fear and loathing and an amazing sense of accomplishment and pride	surprise
i am always so embarrassed when i feel surprised by the faithfulness of the lord	surprise
i feel strange connecting myself to a tradition that i feel somewhat ambivalent towards	surprise
i feel i have to write and tell you how amazed iam at the improvement in my skin after using your stretcheasyformula	surprise
i feel about miley cyrus anymore funny rel bookmark september a href http www	surprise
i honestly feel stunned by all of this	surprise
i feel like the author gets rather impressed with himself and jaunts off into monologues which include words uncommon to english usage	surprise
i have a feeling that hawking my be surprised by finding god since the truth always lead to god and as much as he sees and follow what is true he get closer and closer to god	surprise
i feel impressed to share with those who are reading this just a little bit about before my mission	surprise
i am feelin stunned out now i am feelin stunned out now i am feelin stunned out now i am feelin stunned out yeaaa huuuuu	surprise
i feel im strange when i feel judged for my strangeness	surprise
i allowed myself to know was that where i had always before loved airports for their feeling of adventure and connection now this strange place of terminals and cold clacking heels and overpriced bagels felt deeply sad to me	surprise
i think that after i had spent some time investigating the surroundings and things i started to feel more curious about other people	surprise
i am no record setting runner or jimmy hendricks on the guitar but i am achieving my personal goals and it feels amazing	surprise
i feel a little strange chasing after them since im so disappointed in the brand as a whole	surprise
i tell you i feel so amazing when i do take minutes to truly wind down before leaving the room	surprise
i feel a little funny writing too much because obviously i dont know him like his actual grandchildren even though i was lucky enough to have those visits with him	surprise
im left feeling not very impressed by this mystery either	surprise
i feel so funny and pathetic already	surprise
i could hear and feel how surprised he was in his response	surprise
i feel a bit shocked and taken aback by it actually its made me question myself and think about if i really am doing the right thing	surprise
im feeling a little dazed at the mere thought of it but im hard headed enough to ignore that and continue full force into it all	surprise
i feel that you are surprised in your cottage there	surprise
i use to mess around in the centre to have a fast walk or for the everyday shopping anytime i feel amazed by trieste	surprise
i try to go back to that week now when im feeling overwhelmed	surprise
i feel a strange ache in myself to think about leaving here i don t feel like i will never come back but i ve become quite attached to our staff and i don t know even if i do ever come back to india if i will ever see them again	surprise
i ride a small wave back to land and sit feeling dazed but utterly alive	surprise
i dont see them any more but i still feel their presence as their words and impressions fill my thoughts with all kinds of weird things	surprise
i stuck to the basics this week so then it will be easier for me and i wont feel so overwhelmed	surprise
i could not help feeling a strange but keen kinship with them the author s and those who listened to the same story recited by ancient rhapsodes	surprise
i alternate between feeling like i am dreaming and feeling like i am on vacation everytime i am shocked when i remember that i am living here	surprise
i gave in to laziness halfway through a day but because i ve planned it and earned it and that feels amazing as hell	surprise
i do feel so funny about myself because i seems to want to have good guy image although i have been keep saying wanna go clubbing but ended up did not even go once	surprise
i don t feel we re ever given the idea that its an invasion they just look a little curious	surprise
i dislike feeling curious about lives of people i m not close enough to ask personal questions	surprise
i ever read a poem which says each young heart is eager to go somewhere far far away to feel the world i was impressed and decided to start feeling the world	surprise
i feel so dazed right now	surprise
i tell people literally everyone tom and friends and family that im feeling overwhelmed they remind me how lucky i am	surprise
i both like to live in an organized home and feel overwhelmed when our house gets to the point where cleaning feels daunting	surprise
