text	emotions
i know there s an eventual point a sneaky and subtle creep up when it becomes exhausting to feel so dissatisfied every single day	anger
i feel really really greedy now	anger
id feel insulted if someone dismissed my points of view and didnt engage with them so i strive to avoid making others feel that way as well	anger
i still feel strongly about that comment in favour of it including the sarcastic tone he wrote it in so what can i say	anger
i know i would probably feel a little insulted if two american dudes came her trying to fake our accents while doing parodies of us as a nation and people	anger
i reached the check out lane i was feeling highly agitated	anger
i feel somewhat rebellious but i know i will follow the idea	anger
i have felt really sick to my stomach and i know its nothing i can make go away its that sick vomitous feeling you get because you are completely disgusted by someone and unfortunately every time i hear her voice and think about last night the sickening feelings get worse	anger
i feel envious and wonder will it ever be my turn	anger
im getting really sad having to say so many so longs im almost feeling envious but not in a bad way	anger
i strongly feel that ppl are greedy and somehow they complicates one another	anger
i couldn t stop shaking and figured the shaking was probably what i was feeling when i felt cold in the water	anger
i haven t been feeling very violent lately though i do go through spurts where i feel like i want to just kill everybody	anger
i know you feel tortured reading this	anger
i pass close to the job i had so briefly last year and it feels me with shame i let them savage me so	anger
i feel outraged that my life is so easy so blessed	anger
i have a choice of how to feel i dont have to be mad	anger
i was feeling violent so i chewed my pencil to a pulp	anger
someone vomited on the street	anger
i feel like i should apologize a little for how bitchy my last entry came off	anger
i hate feeling very irritable like this when i want to explode at someone but am tempering myself	anger
i wont feel so greedy and loser b esp the nco pple laaa	anger
i feel like im some tortured soul with some kind of insight that my superficial peers lack and when i take a triply pill or drink myself into a daze i can connect to the air	anger
i try my hardest to put others before every chance i get but there are some people in my life that make me feel like i just do it for selfish gain	anger
i dont lose a lot of sleep over these dreams but i dont like waking up feeling stressed and confused	anger
i mean this sincerely if anyone feels offended by anything ive written in this post that seemingly demeans your own personal belief system i am sorry	anger
i did feel increasingly agitated about the thinking that went into it	anger
i cant recall the intense feeling that i had when i decided not to talk to him except of course when someone asks why i got angry	anger
i feel angry at her for doing what she did for causing me so much pain and for not even attempting to help me	anger
i am feeling kind of resentful that i am going to have to stop smoking	anger
i don t want to sound so accusing but that s how i feel i m the really jealous type and i thought that it was because i was just jealous but i also thought why would i be jealous if she s with her friends	anger
im feeling dangerous tonight in the middle of the desert	anger
i feel we can stop this hateful crime one non statement at a time	anger
i can feel myself getting easily irritated and frustrated if things dont go correctly	anger
i was standing in line at the post office feeling irritated with the postal worker taking what seemed like an inordinate amount of time with the customer ahead of me	anger
i just feel totally irritable and unfocused towards the evening	anger
i just had a feeling that the fish would be there was getting annoyed that i choose the wrong spot to try	anger
i know this feeling of attachment and then fear of loss stems from so many past friendships that have been so fucked up	anger
i feel that it is currently the most dangerous period	anger
i get always feels a bit rushed haha	anger
i feel slightly angered about the whole deal but i move on	anger
i feel like a rebellious little child	anger
i won t feel offended if you don t make it all the way through on try	anger
i feel mad can assist with their personalized marketing campaigns	anger
i was feeling stressed for all kinds of reasons and im sure he was too	anger
i tag bonjovi tag circle jerks tag good feeling tag john stanier tag jon bonjovi tag richie sambora tag slash tag tico fucking torres tag violent femmes id post a href http stretchmacgibbon	anger
i think we ve all had the experience where we feel completely angry but it still feels divisive conflicted	anger
i feel as if i need you in my life but the thing is if you ever bothered coming back to me i dont think i would	anger
i do not feel heartless or cold at all	anger
i am truly happy for them although i cant help myself in feeling jealous make that sad for myself not jealous	anger
i know today is traditionally putting the christmas tree up day but i was feeling a little stressed during the week and popped it up a few days ago	anger
i would trim the hedges bit anything too permanent make granny mad and feel insulted	anger
i have copied this from a forum i post on as i felt i wanted to keep a record of how im feeling now to compare contrast it to the reality of the situation when it happens see last paragraph quote am i being impatient am i letting it drag on too long	anger
i feel impatient then i don t	anger
i side every time i want to share but feel incredibly rude in doing so	anger
ive been feeling alternately aggravated angry and weepy myself and my nurse jenny tells me that im not the only patient shes dealt with today who has expressed similar feelings	anger
i feel like i dont know where my and hateful and muslim anyway rightof comics games court	anger
i just feel bothered by thee conversations its the same old ones i really dont care about	anger
i am sure that my feelings of being an outsider in the family surely aggravated the situation as well	anger
i call a vegangelist now often feeling quite disgusted by what the rest of the crew are eating	anger
i am not sure it will stay white and i was feeling impatient	anger
i feel hostile and protective and paranoid	anger
i just feel disgusted with myself her why	anger
i don t even feel impatient to be well	anger
i could feel myself getting steadily more and more agitated and starting to tell myself stories in my head you know the why does it all happen at the same time	anger
i feel stressed or my family is being negative work is my getaway and every stressor goes away because of the kids	anger
i feel offended by someone	anger
i feel vile impure and unclean	anger
i feel like when i really want to write something i cant because someone might read it and get offended	anger
i feel jealous way i feel books cornelia maude spelman and kathy parkinson	anger
i have prolonged this mouse s suffering he feels pity and is agitated for the immense suffering she must be going through	anger
i also feel frustrated with myself that i set up my life in this way and now i have to follow through on my obligations because it feels even worse not to	anger
i get the feeling she is terribly sarcastic which i love	anger
i couldn t decipher why it gave me such a gut wrenching feeling in the pit of my stomach but i knew that i hated seeing him emit such misery	anger
i cant bring myself to hate you but i just cant help feeling disgusted	anger
i have the feeling youre so mad because youd like to respond but you cant thats why you feel helpless again i said	anger
i am feeling extremely rebellious	anger
i read a story in the newspaper about butchers treating their animals very badly they disgusted me	anger
i was doing and i was feeling pretty pissed that i had been caught	anger
i feel it is my obligation to tell the world about israels culture and show that music is above the petty trivial things	anger
a young man was insulting and humiliating a drunken man	anger
i feel now i always hated being alone i hate that the worlds cold now	anger
i am not feeling it then there is no point in me slathering a bunch of heartless words here	anger
i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby	anger
i am feeling annoyed	anger
i feel like the pissed off kid that i was in high school the kid trying to shed his immature and aggressive ways he now knows are wrong but still feel natural and also the young adult who depends on his intellect and determination to solve his problems	anger
i cant help but feel selfish and impractical and overprotective	anger
i was feeling grouchy and mildly sorry for myself for one reason or another i allowed myself to get sucked into a true time waster	anger
physical violence a friend wouldnt listen to me i repeatedly tried to warn him	anger
i eat a salad feel dissatisfied binge on two granola bars and purge i usually get up all of the salad and leave the fattier granola bars behind which deprives me of nutrients and leaves me fearing that ill gain weight because of what i didnt manage to get up	anger
i started feeling resentful paranoid and questioning whether i was entering a depressed period	anger
i realized how awesome it was to genuinely not feel bothered	anger
i feel like my body is a cocoon for a furious monster that demands to be born introduced to the world as the last man standing unflatten me back to my growing limbs	anger
i do feel stressed and i do take part in ib classes and ap class and do other activities outside of school which does crowd my plate from time to time	anger
i pretty much feel so disgusted by it	anger
i feel like i insulted the memory of our time together	anger
i can not drop this class because then i lose the financial aid for not having enough credits plus i feel like a quitter and im too stubborn for that	anger
im finding myself feeling resentful towards friends who i havent told who are leading completely normal carefree lives	anger
i didnt want to respond right away because i could already feel the jealous accusation rising in my throat	anger
i feel infuriated with my inner child	anger
i am feeling dissatisfied with life lately	anger
i feel jealous of their relationship i guess because odds are i m not the guy she would be into probably	anger
i feel a violent shudder tear through me and dylans arm tightens around me as he leads me to a chair in the kitchen and sits down across from me	anger
i did take the time to get pics etc just to show how strongly i feel about todays crappest which has been tortured on all the main radio stations	anger
i also feel like if i did post about it it would have been really petty and pathetic	anger
im feeling easily irritable lately too	anger
i want to feel stressed its that i dont want to ignore it and have it pop up later	anger
i think this ultimately led our thai counterparts to feel disrespected and angered them more as they started to believe that we were not interested in personal relationships but rather were concerned with profit and success	anger
im feeling so angry and i have no idea why	anger
im feeling kinda cranky and frustrated	anger
i feel like it s actually a little bit unkind to both usually the idea of a comparison is something mutually flattering	anger
i feel goooood smirk im so petty and at the end on the way home i got free apple pie	anger
i promise just stating how i feel i wish he did though i wish he could see it from my point of view but he wont because hes too stubborn	anger
i cant stand feeling cold when i lift	anger
i may feel however heartless and cold i may be there are still things i need to survive	anger
i feel i am so stubborn and no more sweet and innocent	anger
i feel wronged and cheated	anger
i have to say that i feel particularly insulted	anger
i respect the feelings of those who are offended by the team name	anger
im writing because i need an outlet with the fact that i have been feeling quite irritable and fidgety only im not moving lately	anger
im not necessarily feeling grouchy tonight just cynical doubtful dubious maybe	anger
i feel like im being insincere with the three little words	anger
i sat in the patient room of my doctors office recently feeling quite agitated while trying to remain calm exhuding a cool exterior	anger
i go there i will go home feeling very disgusted by myself	anger
i realized i didnt feel cranky or irritable	anger
i am remembered negatively i feel like i am being tortured	anger
i feel bitter about suddenly working the chief cashier didnt tell me earlier	anger
i am so pissed now lol screaming silently baby sleep beside me well thats that and tody is another day and i feel like being petty	anger
i wake up after being on that thing feeling like a grouchy old man	anger
i feel a lot less stressed	anger
i am trying to do my best to have a good attitude at work to be a good servant and to be nice to the people i feel are rude it s easy to be nice to the people who are nice to you first	anger
ive also been fighting the whole eat my way to numbness thing which always backfires because then i feel disgusted with myself for having eaten and then eat to punish myself for having eaten	anger
i was feeling a tom petty influence whew throwback	anger
i just feel so distracted and unable to focus also	anger
i feel so angry and the truth is i feel so fucking sad and the truth is ive felt so fucking hurt for so fucking long and for just as long ive been pretending im ok just to get along just for i dont know why maybe because no one wants to hear about my misery because they have their own	anger
ive been feeling stressed lately	anger
i dont open up to people until i feel that ive gained their trust im extremely stubborn and it takes a lot to change my opinion of anything	anger
i feel the urge to be greedy	anger
i feel that someone else who doesnt really understand our industry is coming in to take away that paycheck i get kind of pissed about it	anger
i was left feeling a bit angry and upset about the whole hollywood notion of aging and how it is handled	anger
i got my things back which feels so petty	anger
i am more conservative in actually doing things although i feel more rebellious	anger
i already have almost another dozen examples of his normal terrible stuff saved up for use in the future when i m feeling cranky	anger
i know im not homosex but i am a pretty sensitive guy and it makes me wonder what is so wrong with me that you feel the need to use such powerfully hateful words to describe me when i say well i dont think you have the right to break into someones house and steal their possessions	anger
i am sure you will start to feel a bit greedy and like to involve in the game	anger
i hope im wrong about ireland because its the song i feel the strongest connection to having voted for it in the barking mad irish national selection a couple of months ago it almost ended in a fist fight	anger
im feeling stressed i can sit down and open pages of music on the piano and play until i feel soothed	anger
i feel not enough p im just a little too greedy todays mood is neutral	anger
i do not want to feel resentful and bitter	anger
i think the turning point for me was when i started to lose sleep and started feeling stressed about wanting to do the right thing and not letting others down worrying about failing worrying about stepping out of my comfort zone or thinking i somehow wasn t as good as other people	anger
i feel a little saddened by the rather unfriendly way you have done so without first seeking personal contact	anger
i feel jealous to japan	anger
i probably didn t notice it much when i was younger but sometimes now when i hear or see some of my other friends speaking of the times they have with their grandparents i can t help but feel a little bit envious	anger
i feel disgusted by this reality	anger
i feel that more than and the most irritable are in three times	anger
i should feel insulted by her eagerness to get through this quickly but i dont	anger
i never was really into it when i was younger first time wasnt that great at all i actually told the dude i hurt his feelings and he hated me	anger
i feel like ive been getting more and more aggravated with adam and i dont know whats going to happen after this	anger
im feeling so pissed while typing this stop here for now lastly random fact posted by someone on twitter facebook asks what i m thinking	anger
i don t know if i ve quite given significant ink to the disconnect i feel to mad men in short i like but do not love it	anger
i feel so angry so upset that once again we are here in this position	anger
i already feel so vile amp disgusting on the inside	anger
im feeling a little spiteful and mean and a pinch of resentment towards you considering the fact that after everything went down you decided to say ok but i think we should stop being friends as well	anger
i feel so betrayed and so pissed off	anger
boy on the ground	anger
i feel like loneliness and sorrow envelope my tortured heart	anger
i get frustrated because im hurt that no one asks i get frustrated because i feel like no one cares i get frustrated at myself because im not speaking up my frustration builds and builds with this one if they wanted to know theyd ask	anger
im feeling spiteful	anger
there was a lot of irritation between me and a person who lives in the same house where i live suddenly it became too much for me and i accused him of several things	anger
i am feeling greedy stressed or fussy during this time of the year help me find a silent time to focus mainly on you	anger
im feeling disgusted already but seriously though i dont really like to have my pictures taken cause ive always referred to myself as ugly	anger
i just feel really obnoxious right now like doing something random	anger
im feeling disgusted and awful	anger
i don t get my early start i feel like i m rushing to catch up on the rest of the day and it can make me irritated	anger
i feel very cranky now	anger
i feel pissed most of the times and snap at anyone who talks to me	anger
i feel annoyed nowadays when people ask me the same question every time they bump into me dari library ke	anger
i couldnt help but feel a little angered that a good chunk of what he said was about getting people to focus on god	anger
i feel like maybe i m a bit grumpy this week and that affected my viewing of these matches	anger
i feel like an impatient little kid just ticking the days away	anger
i feel so vicious and filled with rage its crazy and i also obsess about my image and wanting to be thin and constantly beating my a href http www	anger
i was feeling pretty hateful towards my refrigerator as i cleaned it	anger
i really didnt have to feel rushed	anger
i feel sort of like i have to put blinders on i have to prevent myself from getting distracted	anger
i could feel everyone s disappointment in me and i hated it	anger
i told this guy i m feeling really violent really angry and super depressed	anger
i just feel so angered and violated stupid people trying to get into my blog	anger
i think what youre feeling is a violent hatred for all womankind you sick fuck	anger
i have a feeling someone is going to be offended in spite of my intentions	anger
i feel i have wronged you because i have been wronged	anger
im feeling really distracted this week pulled in too many directions and i do not seem to be thinking process very well	anger
i have a new crochet pattern on the go wrist warmers its officially winter over here is australia though i dont think queensland and especially brisbane really get a proper winter thankfully because i really feel the cold	anger
i hear see or hear the word steelhead and i want to set wood feel the violent head shakes of a good size steelie and watch them cartwheel up or down the river	anger
i was feeling distracted to go to the grandstand and think cos thats what she did early mornings when	anger
i feel really aggravated and somewhat disrespected that you have not shown up to class on time once this entire quarter and then you proceed to keep us over most of the time and rarely if ever give us a break	anger
i am writing this feeling extremely selfish about what im saying	anger
i feel so fucked up my by big brother	anger
i do feel pretty irritated	anger
i feel the two most hated bollywood superstars are akshay kumar and shahrukh khan a href http www	anger
i feel actually a bit angry i want a change	anger
i feel that im so distracted with the thing so called mark	anger
im not sure how i became as classy as i feel that i am with such a rude and ignorant father	anger
i just feel like i have nothing to give to this fucked up world	anger
i don t want to feel frustrated as often as i am but i am	anger
im feeling a little violent today	anger
i breathed in horror feeling rude but unable to stop staring at his subtly ravaged skin	anger
i feel a bit fucked hypothetically	anger
i am feeling strangely violent	anger
im feeling a little bitchy	anger
i recall at the time not being particularly impressed with this but not feeling particularly outraged either	anger
im not so much paying the price quite yet you know that feeling of anxiety you get when you realize youve fucked something up	anger
i had a feeling in my throat that you hated me and was only using me for your own entertainment and popularity stunts	anger
i feel achey grouchy and irritable grrrr	anger
i feel rude not responding	anger
i live in canada and there are a lot of asians in the city i live there are a lot of koreans more and more he says and i feel like he s spiteful because they are taking most of the jobs i really feel like his hate is genuine and i m scared for him	anger
im only invited somewhere if you feel like being bitchy or you need advic on buying the pair of perfect shoes	anger
i see how she feels wronged	anger
i feel more grumpy than usual in class	anger
i feel enraged violated	anger
i hate when people feel the need to act petty about stuff	anger
i was going to write out an application form today at lunch but hannah has invited me to walk to sainsbury s with her and glynis and i feel i should accept as i don t want to seem unfriendly and i never go out with any of the others	anger
i guess in a nutshell im glad things turned out the way they did even if sometimes i do feel that this was all one mad dollop of luck that slapped me into this	anger
i really feel fucked up for what i ve done hellip to you to mitzuko	anger
i feel like ive offended someone or have done something wrong and the shit job theyre doing is some sort of punishment	anger
at a party i met a girl who drew me to her	anger
i dunno why i feel so violent about this now	anger
i had been really proud of myself but after how my husband had talked to me and talked about other girls i was really feeling disgusted about myself	anger
i really feel the cold and though its meant to be june i am freezing im typing this post wearing jumpers	anger
at a party where the boys were telling revolting stories about the girls theyd been with	anger
i feel appalled that he had such an attitude	anger
i was feeling particularly bitter	anger
i put on my earphones to give me some motivation feeders just a day see below was the first song on talk about getting you going which did help although i did feel that i was being a little rude to daniel but he assured me he didnt mind as long as it kept us going	anger
i do tell them how i feel i love when they get mad	anger
i guess i am in a bad mood so i feel like writing a bitchy blog	anger
i had planned to do or have alot of time to do for them and i sometimes feel a bit rude saying things like yes hershey is open these hours but hubby is a groomsman and your daughter is my flowergirl and the times are a direct conflict with the rehearsal rehearsal dinner and the wedding	anger
i noticed that i couldnt feel the cold at all for a good minute with the residual heat from the car still being soaked in these underpants	anger
i am actually feeling just the teensiest bit cold could be me but i suspect it s real maybe being a few floors up makes the difference too	anger
when i was the south koreans on the tv	anger
i clearly remember feeling frustrated by the absence of the kind of core conceptual guidance on these questions that exists for example in the field of refugee law	anger
i get the distinct feeling that he wasnt bothered in the slightest	anger
i need a lot more support lately but i feel greedy and selfish and a burden	anger
i could be exaggerating because i feel wronged and want to validate my emotions that are more or less irrational	anger
i feel i feel furious i feel betrayed	anger
i alone in feeling pissed at this	anger
i shut down my feelings and sometimes i am bitchy and cranky because they dont know how to come out yet	anger
i am obviously feeling overly sarcastic tonight	anger
im feeling frustrated with something and i contemplate my life during those moments asking why	anger
i felt that pi is too religious but youd accept thats just the way he is you wouldnt feel annoyed like i was watching the tree of life	anger
i definitely have a lot on my plate but whenever i feel stressed out i always realize how lucky i am to be doing what i m doing	anger
i only feel slightly bothered	anger
i hope no one feels enraged at me after reading this and decide to hack into the goverment systems to find me and kill me with big guns	anger
i dont know i do know that resentment grows within people who feel like theyve been wronged and i know that i dont want that to happen to anyone in that family	anger
i always come home feeling heartless and pagan because i cant bring myself to be passionate about the people in these other countries	anger
i feel pretty resentful and hurt by certain people	anger
i never brag but the ache in my groin is becoming painful and i m feeling spiteful	anger
i feel so angry because youre meant to feel the guilt	anger
i was feeling extremely frustrated and out of cont	anger
i also think that through this message kruger is saying that she feels people are greedy with their money thinking that since they have it it is theirs and always will be	anger
i believe one important element to entertainment is to have an interesting villain and in order to feel like a hero one must make the world feel dangerous and even feel a little evil	anger
i need to feel jealous of everyone else who is pregnant or can i feel grateful i have so many options in front of me	anger
i just feel too stubborn to give up on a dream	anger
i am feeling resentful but i upset at myself for feeling resentful about a year old woman	anger
i told her that i ve been feeling really frustrated with constantly hearing do better and take care of the children more and not getting anything specific or having my questions answered when i ask something specific	anger
at my father	anger
ill admit i started feeling a little angry	anger
i do now feel like maltesers but not so much that i could be bothered to get dressed and go to the bp	anger
i feel like a petty little jerk because of how the little yet tedious and pervasive problems that i experience here in my protective bubble like and luxurious world get to me over time	anger
i was feeling utterly disgusted with being in san diego separated from so many that i held dear	anger
a shop in downtown wouldnt accept my visa card before december last year	anger
i don t want to waste my classroom time feeling like i have to police technology usage so that other students might not be distracted by runescape or minecraft	anger
i guess i feel bitchy but have no surge of anger emotions	anger
i should feel outraged and yet five years of no accountability is making me weary	anger
