text	emotions
i find that im feeling petrified and strange for this girl ive never met	fear
im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right	fear
i can feel the creatures some where around me so i speed up my already frantic pace	fear
i am feeling so unsure lately about what to write about how to be a writer more than i have been in years	fear
i feel that many christians who do not agree with or understand the doctrines of grace feel somehow slighted by my belief system or intimidated or they feel as if i believe their salvation isnt real or that god isnt who he says he is	fear
i feel attacked when she talks to me assaulted singled out	fear
i gave out the tony fabri memorial scholarships at the clarion high school auditorium in front of hundreds of teenagers in my imagination the worst audience of all when you re feeling vulnerable	fear
i feel like i have no completely met someone when i havent shaken thier hand	fear
i walk over to the wrong room i was feeling a little apprehensive and had to ask someone i never talk to where the room with the small refrigerator existed	fear
i feel so helpless and hopeless yet i m stronger now and i can stay strong	fear
im feeling really indecisive	fear
i feel uncomfortable when	fear
im sure ill adjust eventually and get right back to blog stalking pinning but for now i am relatively un plugged and its feeling kind of weird	fear
im feeling a little bit apprehensive and a little bit scared says christie	fear
i have been told by people that i seem nervous at times when i do not feel nervous or perceive myself as nervous	fear
i was glad that i wasnt asleep when it was going on because i feel like it would have woken me up and scared me half to death	fear
im not angry at all im just feeling very uncomfortable	fear
i pray for this to be a permanent feeling despite the sceptical remarks from my boyfriend because i do want a change for myself	fear
i feel more physically threatened	fear
i remember feeling so hesitant scared and unsure the second time around much more than the first having none of the blissful ignorance we are blessed with the first time	fear
i am still feeling unsure about a lot of things	fear
i will ever hit on you overtly because sex is one of the only areas of life in which i tread with excessive demurity and actually care whether i offend someone with my honest opinion in which i often feel rather inhibited	fear
i feel nervous energy around people and i get the feeling that people are feeling a displaced nervous energy about me like dont step on the schizophrenic lennies foot	fear
i dont think anyone reads i feel hesitant	fear
i feel overwhelmed and there are days when im deep in thought	fear
i feel exuberated frightened anxious all in the same breath but never before have i been more focused	fear
i type i feel hesitant to share all my thankful things for fear you might think im bragging	fear
i feel frantic to produce my own expression of what im relating to	fear
i don t like feeling tortured	fear
i went on two but then as i was walking up the path to what would have been the third i started feeling incredibly apprehensive and tight	fear
i feel a frantic agitation invade my whole body is shaken the slave of the rush	fear
i was feeling a bit insecure after that	fear
i feel that i should lock my door because for some reason im feeling a little paranoid	fear
i remember many times when i have not been well and have been screaming due to pain at home i can see that my dad feels helpless about what he should do	fear
i could see them marking spots on the screen and i asked feeling alarmed if they were stones but they both said no and went back to the scan so i put it out of my mind	fear
i just do my own thing then i don t have to risk looking stupid around others or feeling intimidated by their talent	fear
i love her and feel distraught to lose her	fear
i hate home visits i feel vulnerable and self conscious having strangers in my home like that and im unsure of kinda social etiquette of psychiatric nurses literally inviting themselves into your home to assess whether you need to be in a psychiatric unit	fear
i didnt pay for their coffee and now i feel really strange about it	fear
i just feel anxious and lost when the culture is different	fear
i feel like crap and they are making me burp some weird clove cinnamon flavor i know that my stomach will need time to adjust	fear
i really didnt know what to say or think other than feeling timid and cautious	fear
i guess at a workshop like this you don t have the opportunity to feel shy or out of place because you re too busy using your hands and making things	fear
i want to be with him so bad that i feel i am being tortured right now	fear
id never really had a close friend or family member who liked the same stuff i did i just got used to feeling like the weird eccentric one that people joked about and gave surprised oh really s	fear
i want to be close to those that i can trust and count on and not be as close to those whom i feel skeptical about	fear
i feel nervous and i don t really know what to say and flash him a goofy smile	fear
i went n visited both of us or see objects that are related to u my feelings directly uncertain	fear
i started feeling uncomfortable having this new shape	fear
i was feeling rather restless for most of the day today	fear
i feel nervous when im meeting new people	fear
im feeling more and more uncomfortable in this world	fear
i bought this months ago whilst feeling quite insecure about my bum and upper thighs and its made such a difference to the firmness of my skin	fear
i feel so helpless and lazy sometimes	fear
i wasnt entirely sure that i was ready for that having just come from a wonderful time with my family and still feeling pretty unsure about my ability to do my job well but you know what	fear
i still have sads and i still feel nervous sometimes but i don t feel them all the time and i am able to feel them in a cleaner way	fear
i feel far more anxious on the road here	fear
i feel absolutely shaken and unsure about whether i want to be with him now and i didnt before	fear
i was left feeling shaken by that first event	fear
i feel fearful of disappointment	fear
i feel distraught over the seemingly unending wars in which our country engages	fear
i feel vulnerable fragile alone	fear
i have to say after listening to this i am feeling very paranoid	fear
i was braking several seconds before impact so i didn t feel much although i was definitely shaken up	fear
im trying to work through my thoughts and feelings about everything it seems and at times i feel very confused about what i want for the future	fear
i feel completely helpless and shitty	fear
im left with that feeling of being helpless and not able to change a thing	fear
i am afraid of what i feel but do not know how to face that fear i am doubtful about why lies ahead but do not want to be found dead so i sit wondering what is next where will this madness take me	fear
i feel so scared that i want to curl up in a ball and hide from the world	fear
i wake feeling a little more fearful more inferior more pain well a little more hurt and yes so much more broken	fear
im feeling apprehensive because the freedom and adventure i enjoyed in the mist is no more	fear
im feeling unsure about how this day is going to work out and the cost of the hospital bills	fear
i have to admit that i feel a little weird about doing therapy once more	fear
i would hurt them just as there have constantly been guys who would feel intimidated by me no matter what i do or don t do even then it just means that these guys aren t right for me be it as a friend or as a romantic prospect	fear
i can understand how people may feel apprehensive at the thought of being forced to spend cabin space with these little angels	fear
i refuse to feel any bashful regret as i quote this singer song writer but a local musician once phrased the following the past is beautiful like the darkness between the fireflies	fear
i found this article on the north hollywood toluca lake patch most women feel afraid to walk home alone	fear
i explained after a little bit of silent treatment that it made me feel weird	fear
i didnt want to feel pressured	fear
i meet my uncle i feel shy to him because i always remember this incident	fear
i think seeing me unexpectedly made feel even more unsure of his abilities as a surgeon	fear
i went back to the doctor feeling a little shaky	fear
i immediately feel suspicious	fear
i left feeling more confused and less confident	fear
i kept semi waking feeling uncomfortable	fear
i feel like people think i m doing it on purpose or i m unsure whether they understood what just happened xd i should get over that eh	fear
i am learning a new thing i feel like a vulnerable little kid who got stomped on by a bully	fear
i hardly ever feel nervous and have quite the arsenal of scriptures up my sleeve	fear
i didnt feel like being startled so i took out a pan and put it over the flames	fear
i was feeling so insecure and as i began to thank god i felt my confidence come back	fear
ive had the past two days to myself to be extraordinarily lazy im starting to get that feeling of the summer rushing by and i am utterly petrified	fear
i remember i was feeling really scared and was constantly reminding my mom how confident i was about not getting the straight as	fear
im also feeling a bit indecisive	fear
i laid in bed feeling terrified of my o clock lesson	fear
i think because i am feeling neurotic and crazy and exasperating but i also feel right and like i need to have that recognized	fear
i never know what to do about that all i know is that today has been such a waste im starting to feel neurotic	fear
i don t often injure myself but this one s going to leave me feeling shaky for a while	fear
i actually feel a little unsure and strange still i must have that warm friendly smile wave widely and start up a conversation like i m a spokesperson in a commercial shoot	fear
i feel more like the confused traveler than the excited one at this point	fear
i guess degrees isn t technically freezing but it sure feels that way to this suddenly wimpy floridian	fear
im feeling pressured but ive vowed not to put my tree up until decemberst	fear
i feel nervous about it	fear
im feeling hesitant about really getting rid of it	fear
i wondered this because i was feeling insecure as to if i was really hearing him or being touched my the spirit	fear
when one meets new people with whom one is forced to collaborate with	fear
i feel suspicious very much	fear
i woke up feeling like my vadge was being tortured with a blow torch and i was in so much pain i couldnt even sit	fear
im feeling a little apprehensive about how the overnights will go	fear
i am still feeling unsure about the tower of terror miler	fear
i was told to go home and practice all of the exercises but that i should really find a mental happy place and learn how to go there when i am feeling anxious	fear
i feel like i am only about rds me and the other rd is a frightened child part and i am trying to keep what she is feeling experiencing from leaking out and taking over	fear
i swear i can still feel things crawling on me and i m terrified for webster who is back tomorrow night	fear
i just remembered now that as i have been feeling a bit tortured in my brain for the last couple of days that last night i looked out the window and saw the moon in its cheshire cat grin phase	fear
i am hungry and feeling a little shaky like low blood sugar shaky	fear
i feel a little scared anxious and nervous that i will do the right thing every time	fear
i also keep waking up in the morning feeling frantic like i need to jump on out of there and set to work on something	fear
i can t help but still feel pressured and just tense	fear
i really feel like just graduating and getting a job so that i can finally live independently but then theres so much to learn at a university i feel reluctant to leave this environment until ive really made something of myself with that knowledge	fear
i chose to seal it because im still having a very strong feeling to you i scared to chat with you scared to see you scared to do everything that related to us	fear
i still feel neurotic and lost at times mostly because im not always sure how were doing in terms of progress most days i proudly proclaim that were not freaking out that we left ourselves plenty of time for that very reason	fear
i know right thats sad i feel wimpy will you help me work on my car	fear
i do feel a connection with catherine and did enjoy the play but i am hesitant to audition with a tennessee williams monologue	fear
i hope to sit in a damascene cafe and swear at the top of my voice at all the syrian officials without feeling intimidated or fearing arrest	fear
i repeatedly check whether i unplugged electrical things or turned off appliances or else i feel very paranoid and scared about what will happen to the safety of myself and the house	fear
ive been doing this so long that it feels very strange to sit in the congregation i dont know how to behave with only hymns to sing	fear
i feel scared that wonderful moment will be ended too soon	fear
i didn t really want to tell him the truth of how i was feeling as i am petrified of being hospitalised again	fear
im feeling rather apprehensive about next year but im glad i can kind of start on a new slate	fear
i wont explain everything in detail but you know how sometimes you have those gloomy days when you just find everything so overwhelming and feel so helpless	fear
i feel so weird to think like that	fear
i feel tonight i am not afraid	fear
i am beginning to feel slightly apprehensive about actually you know giving birth	fear
i start feeling anxious again	fear
the first day that i was close to a dead body	fear
i also was feeling fearful that once i stopped i would never be able to do it again	fear
i began to feel like i didn t need to be timid	fear
i feel overwhelmed and i want to forget it all	fear
i think im just feeling a bit overwhelmed	fear
i first came to tilos as a tourist i only wanted to hear greek music but now i ve been here for over a year it doesn t feel strange to listen to english songs	fear
i feel threatened because of the dynamics there in malawi currently since bingu s death	fear
i feel really shy taking pictures in front of others even if their not really conscious	fear
i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing	fear
i sigurdsson doesn t feel threatened by tottenham signings gylfi sigurdsson insists he was not close to leaving tottenham this summer and is relishing the challenge of increased competition a href http www	fear
i guess i need to lower my expectations but i cannot help from feeling fearful about the change	fear
im still feeling hesitant to leave for good	fear
i was feeling intimidated and hoping my new doctor would have an extra dose of compassion for my situation and not pass me on to yet another doctor causing another delay	fear
i ought to consider this change a wee bit of a little step backward but i am feeling so much more afraid than i should be	fear
i think i feel uncertain about this	fear
i am starting to feel nervous	fear
telling my parents that i did not well in an examn	fear
i feel uncertain or as if i took a wrong turn i simply need to look to him for clarification and he will help me understand my life or the events within my life	fear
im scared and lost i feel so helpless im going to try and ask for help in july when my insurance comes thru	fear
i have been out of school for quarters now so i am feeling a little apprehensive about balancing everything	fear
i feel i am still unsure how im going to get where i want to be	fear
i would love to know how they think and what they feel about the strange naked ape that has influenced so much of the planet	fear
i come to the temple sometimes i feel intimidated	fear
i began to work on the mixtapes intro mind thoughts btw and for once when i was recording i didnt feel nervous or anything i felt just happy and calm	fear
almost always when i go to fetch the results of an exam	fear
i would be feeling much more unsure if i didn t know that leigh and noah are down there living in salta and have already been so kind to me	fear
i feel so helpless and it drives me insane	fear
i feel like we drift her near death frightened me to be put back in ease	fear
i think everyone feels terrified when theyre pregnant	fear
i feel so pressured to stay on task with my weight loss with all these little things around me that would just solve itself if i would lose the weight	fear
i feel frantic as the girl with the dark hair steps in front of me and scans her fingers	fear
i have this tension i keep waiting to feel the overwhelmed severe depression that i was feeling for the past few months at work	fear
i could feel a lot more frightened about this transition if it hadn t been so gradual	fear
i am sure times when as a parent we feel so pressured to make the right decision for our child	fear
i feel frightened or lost	fear
i have gained is vast yet sometimes i feel like im that newbie that frightened obese girl in march weighing in at the optifast clinic for the first time	fear
i always feel indecisive	fear
i am feeling apprehensive about this	fear
i feel as if i would be extremely vulnerable to inception	fear
i feel distraught and out of sorts about life in general	fear
i constantly feel frantic	fear
im having my menstruation so i was feeling really really uncomfortable	fear
i feel it is not my personality that draws people to me but rather my need for validation and recognition the fact that i m vulnerable that draws me to people	fear
i could feel its warmth in the strange stillness and it comforted me	fear
i just feel agitated right now	fear
i feel nervous gearing up to do the hill in front of the railroad tracks	fear
i didnt know where to feel alarmed or appalled	fear
i do feel threatened and physically i feel like my heart is about to pound out of my chest when it happens	fear
i feel frightened and very very alone	fear
i feel intimidated and amidst all of those tiles i cannot quite throw off the background feeling that im in the poshest gents urinal in the world	fear
i can t recall the last time i was feeling so helpless returning	fear
i am left feeling more vulnerable these days and therefore acting more guarded	fear
im not feeling frantic and crazy im feeling a little glum	fear
i feel so tortured being rush to college for class after class went to work my part time and then helping mum i still feel happy if within this month mum shop can earn a lots of profit it worth	fear
i feel unsure of whether its morally wrong but with one guy buying votes my moral compass has spun a bit as you might imagine	fear
i feel it tugged a reluctant laugh from kakashi	fear
i feel paranoid about this you havent talked to me in two days and im scared	fear
i just feel reluctant to ride the train by my self anymore mainly because i fear for my life and the people around me	fear
im feeling doubtful today probably because ive hit the last of the s and so im waiting for that never to come turning point	fear
i feel weird having to ask you twice	fear
i feel scared i don t know of what just scared	fear
i felt fear when my friend and i broke into an abandoned military base in los angeles this summer i feared because i didnt want to be caught	fear
i feel shy and unable to think of what to say	fear
i was alone again in the hot pool at boulder hot springs feeling fearful	fear
i am too old to still feel this indecisive about so much	fear
i feel weird	fear
i can do is feel my way slowly through all of this and i mostly feel confused	fear
i feel like im still in a bit of a weird in between phase	fear
i left for this conference feeling hesitant about the new year and while i m still freaked out i m feeling inspired and looking forward to the challenge ahead	fear
i could feel their frantic hands pushing me from behind	fear
i cut very short hair i look like urgly then before so i feel bashful in the face of him	fear
i understand the concern of creators who feel threatened by fan works	fear
i strongly feel that too often hospitals are reluctant to make it s understandable that hospitals are reluctant to introduce and justify new technologies	fear
i was all set up i was feeling anxious at this point and so i applied the balance oil blend on my chest	fear
i want her to feel the tingle in her nipples after being tortured just a couple minutes earlier	fear
i feeling this anxious	fear
i have written something worthwhile i have to leave my first draft feeling as if ive been assaulted	fear
i remember feeling restless and sweaty and trapped in the east village when i lived there this summer	fear
i just feel distressed i dont know why though but i do	fear
i feel quite shy and embarassed but obviously not when i have had a few drinks	fear
i understood why they were feeling unsure	fear
i don t want to suspend anastasia but i want to restrain her make her feel completely helpless so not only she surrenders her body to me but she learns to take possession of her own mind and consequently her own body controlling them both	fear
i couldnt look and they always put bad drag queens in cheap movies after watching all that argueing and drug taking i feel quite distressed	fear
i feel uncertain all the time	fear
i feel nothing but i am just scared i am going to get injured	fear
i think i can be effective i allow myself to feel afraid	fear
i remember feeling confused and scared but proud of those standing up for our freedom	fear
i feel more threatened by men and i am more suspicious of their intentions when first meeting them	fear
i feel helpless in that situation	fear
i am already feeling a little anxious about it	fear
i feel theyre a bit reluctant to be friendly or talk about non work things just weekend conversations really because they presume we wont have anything but work in common	fear
i look at the sky or when i drink whiskey or wine or when i feel frightened at night or days when im sick of my life	fear
i feel tortured to cont i stop	fear
i often appear to trust someone when i secretly feel skeptical in my heart	fear
i never feel pressured to write or post anything for you people whomever is reading this that is	fear
i kind of feel really strange this couple weeks	fear
i know of one such person in my local meet up group and any time i feel paranoid about my children s diet or someone tells me that they ll grow up to be stupid because they don t eat fish i think of penny and her fully grown vegan kids	fear
i felt those little butterfly flutters you feel when youre nervous and excited because youre not entirely sure if the other person is thinking the same thing you are even though you kinda sorta feel like they might	fear
i cant help feeling uncomfortable about the selection process or about the functional utility of directories of this nature	fear
i feel like sometimes i leave there more confused than when i walked in which has made the experience in general frustrating and unreliable	fear
i remember feeling so agitated for a failure would mean that ill be graduating next year and this means dissapointment not only in my part but also for my parents	fear
i feel too vulnerable right now	fear
i feel like i m almost afraid to watch	fear
i have to say that in the internet we are able to find a lot of talented crafters and diyers which makes me feel intimidated when publishing my weakling attempts	fear
i am so sorry i havent been a great gf always forever feeling insecure blah blahx and give you drama	fear
i meant it in a man i feel distressed that happening to you sort of way	fear
im feeling shaky and miserable and the tired thing is making me twitchy as fuck	fear
i still feel a bit shaken up and nervous	fear
i will agree to it as soon as he is ready which makes me feel completely as if he is unsure and taking me to be the backup plan	fear
i was feeling a little skeptical about the whole trial and error period uhm pun intended i guess of figuring out exactly how much cloth you need and how long you can chill with it	fear
i cannot imagine feeling intimidated by yr hes pretty much the least intimidating person ever	fear
i feel alarmed	fear
i never want to be the type of person who feels threatened by anyone elses success	fear
i even added my silver bangles for a more fab feel you can wear this with your distressed denim shorts sleeveless top and a bomber jacket or a kimono cover up	fear
i knew and i didnt know much in that area and presents a whole new way of teaching and learning that leaves me an educator by trade feeling confused and inadequate yet excited by what this could mean for students	fear
i feel weird utk meminta	fear
i am unable to predict the course of events and that leaves me feeling vulnerable and him in control of the situation	fear
i feel suspicious very much at that time and think must be to have a tall person to help each other	fear
i feel neurotic as hell and theres so many things i miss	fear
i hit yonge i was still feeling that agitated sort of im not done yet feeling so i decided to just ride straight up yonge figuring that that way at any point i could stop and hop the subway home	fear
i had broken my kneecap earlier that season so i was feeling pretty timid	fear
i wont have to feel hesitant to invite him here	fear
i feel a little bit shaky in between meals so i think i need to add in more protein to feel more full	fear
i get changed i am feeling insecure	fear
i feel as if i have been sexually assaulted reading that	fear
i wandered around the historic parts of mitte feeling like i had to see everything one last time with this sort of frantic sick feeling in my stomache and chest	fear
i feel like amy was somewhat uncertain about her feelings to rory and most definitely didn t feel the same way he did about her in the first half of the season	fear
ive been feeling uncertain indecisive angry frustrated and overstretched mentally and emotionally for too long	fear
i try not to do very often because it constricts my breathing and makes me feel uptight	fear
i can feel myself agitated now so im going to have to leave work in a sec	fear
i am feeling a bit strange never felt that ever but should i really stop writing blogs now	fear
i would actually feel the emotions and i wouldnt be overwhelmed by them	fear
i spent a long time on the bike and being tired i am feeling a bit apprehensive about tomorrow	fear
i feel kinda hesitant to talk to him because i feel like he doesn t want me to talk to him anymore	fear
i feel that i was threatened for yelling at a persons wife when the wife was yelling at me first	fear
i feel uncomfortable if im way taller than everyone else	fear
i have the ability to explain important ideas and attitudes without feeling intimidated	fear
i still feel just as scared	fear
i was starting to feel the beginnings of not being overwhelmed	fear
i don t feel distressed or sad but it s a case of feeling almost like i am a voyeur to some aspects of my own life	fear
i walked into the weight room and walked straight out feeling terrified and intimidated in not knowing what to do	fear
i feel like i should be terrified but i have a plan	fear
im feeling nervous and totally overwhelmed	fear
i grew up in a very cold place and i find that these long winter days make you also slow down and feel restless	fear
i stay feeling apprehensive about exams creeping up in a few short months	fear
im feeling apprehensive he confessed	fear
im sorry that when you get really playful i tend to sort of clam up its a place where i want to go but i feel slightly inhibited	fear
i am just feeling intimidated	fear
i find myself feeling hyper paranoid about just how much of myself ive given away	fear
i feel hesitant on some things there	fear
i love the feeling of being suspicious and on edge with the discovery of new information and new character developments	fear
i wasnt feeling anxious i felt comfortable	fear
i shouldn t ever feel pressured into doing something that is going to make my tour miserable	fear
im reminding myself that great things come from situations that make us feel the most uncomfortable	fear
i understand that your husband is a bit of an asshat but your daughter is dealing okay so she s admitted to feeling a bit distraught too although it didn t stop her from ironing	fear
i do not know how to express this feeling and also i am afraid that everyone going to be like nha	fear
i brought up my insecurities and these made him feel insecure	fear
i feel so bashful like i did when i first started drawing	fear
i am tired of feeling anxious	fear
i can tell a few people how i actually feel about their uptight bitchy snobbing selves	fear
i feel shaky and peculiar my adrenaline is obviously higher now than i would have thought it is	fear
i feel less threatened by the world	fear
i feel like your senses are constantly assaulted here so you need a safe space to go sit and be alone and feel at rest in	fear
i push them higher onto my nose but it doesnt make them feel strange	fear
i feel so insecure everytime she came	fear
i skipped feeling them because i was afraid	fear
i have a schedule that i follow everyday and it it gets interrupted i feel distressed	fear
i was initially excited about my energy for them has flagged and as the reality of these obligations bears down on me i find myself feeling anxious and depressed about the summer ahead	fear
i was feeling quite unsure about turning down the review but also unsure about breaking the pledge regarding elsevier	fear
im feeling confused because im still in the middle	fear
i feel like a total fraud unsure of my own fledgling arguments and wandering lines of thought	fear
i just feel suspicious the attention which reaches a gram still stays around those three swans up	fear
im lost i feel so distraught	fear
i was feeling a little anxious just because of my first pregnancy issues at this point but was still loving pregnancy overall	fear
i think tend to keep our mental health issues to ourselves and we feel reluctant to admit when we may be depressed or may need to seek therapy	fear
i feel would i be scared for him	fear
i was caught between being afraid of what i was feeling and being afraid of what he was feeling	fear
i asked feeling genuinely alarmed over this woman s condition	fear
im feeling a little less overwhelmed by it all so im taking the chance to have a cheeky drink and mins on the pc	fear
i came back feeling really unsure of my ability to drive a bus miles with less than hours of experience	fear
i told her i know how that feels to be afraid to say something because you dont know if thats what the other person wants to hear or if the person would feel burdened by it	fear
i have been asking those around me if there would be a reason why i am feeling a little shaky nervous and my body just isn t right	fear
i feel at times helpless	fear
im feeling paranoid about the universe plotting my downfall	fear
i feel is strange rel bookmark november a href http eagleandhammer	fear
i was alone walking in a deserted part of the city and i had some fear that some men would attack me and rob me	fear
i go on pro ana thinso sites i feel shaky and weak and scared and worried	fear
i always feel a bit shy about talking about lyme thinking you guys will be like ugh this is dumb more makeup	fear
im tired of feeling shaky and crashy from too much attachment to this very bad habit	fear
i was constantly on edge and feeling terrified	fear
i get over feeling shy about asking him this stuff	fear
ive been feeling a kind of weird sort of disconnected lately	fear
i didnt feel any fear just uncomfortable	fear
i checked it all out feeling very intimidated by the city and the prospect of travel there	fear
i probably assumed all the backlash she received was rooted in men generally fearing confident women and feeling uncomfortable with her shtick	fear
i feeling out of my comfort zone and felt scared and insecure about exploring something so very different	fear
ive been thinking that if i asked about the member services i would feel less intimidated about attending	fear
i feel nervous and resistant	fear
i feel so restless and so pressurized	fear
i feel timid and i dont like it	fear
i feel unsure that i trained enough this summer and dont want to end this adventure blog in failure	fear
i knew that i knew the answer but i could not find the answer in my head to choose it and feeling pressured to get the test done and get out of there made things even worse	fear
i find it hard to move to make decisions to talk to feel because i am paranoid	fear
i didn t feel intimidated by dave or in awe of him	fear
i feel about this information but i m anxious to learn more about its implications for my life as i reflect more on my results	fear
i have been feeling a little insecure	fear
i can let myself have the experience of feeling fearful and guilty and choose not to cover it up with thoughts of blame and victimization	fear
i do feel skeptical about the creditability of the stats	fear
a neighbours girl had disappeared and many people were looking for her someone had gone to notify the police something had certainly happened to her	fear
i feel a little overwhelmed with all that this year is bringing	fear
i feel intimidated by higher end clients i don t have an education so i m not as good as we don t run around in the same circles we can t connect because higher end clients are more sophisticated and will ask me questions that i can t answer	fear
i feel helpless for him	fear
ive noticed in this last week that more of those fen winds are moving in a sure sign of winter and the only weather i feel uncomfortable with the rain and snow i adore but those wild winds and the threat of damage they bring with them lets say id rather not have to worry about	fear
i feel terrified and lonely	fear
i feel more paranoid about everything and everyone	fear
i feel that i am less timid about others reading the things that i have written which allows me to be more confident in my writing	fear
i cant help but feel like i am in this really uncertain state where the future seems bleak	fear
i am feeling paranoid that this person is now judging me and has decided that i am not fit to socialize with her	fear
i was building new positive experiences but my recent past still felt like it was full of negative ones that made me feel insecure	fear
i can t help but feel i leave with a reluctant heart and a little sad	fear
ill admit i feel pretty hesitant about tainting my hard earned purity and of course in a week or so ill be back on the chips and hooch but these first dips back in will be a bit shocking	fear
i meet a very kind lady with a good heart i always feel shy and want to be like her friends with her	fear
i would feel anxious and nervous in the week leading up to the holiday season	fear
i was reading about the signs of judgment day which has made me feel so scared and hated the world as much as i can i found a website that explained about yakjuj and makjuj gog and magog	fear
i want people to not feel afraid to ask for help	fear
i was saying the internet gives these people who feel threatened a free for all playground without any sort of consequence most of the time	fear
i lose my moorings centers me when i m feeling insecure quiets my soul when i m filled with restlessness reels my heart in when i am in a wandering mode	fear
i am feeling a little shy right now pagetitle i am complicated	fear
im so stuck in my ways of never saying what im thinking what im feeling or anything that could potentially leave me vulnerable	fear
i still have not heard from any other schools for the fall and i feel a little anxious	fear
i had a big talk with my husband that night about stuff and told him ive been feeling anxious again lately	fear
i have a lot of feelings of love and warmth for her but sometimes i think i tortured her	fear
i feel nervous asking but at	fear
i have a sneaking suspicion that v day is the evil brainchild of a secret meeting between restaurants wineries greeting card companies and florists designed to pressure people to spend money and either feel pressured or bad about themselves	fear
i didnt feel too frantic from being disconnected to any online pursuits	fear
i have strong feelings towards you you say i want to make love with you im startled at these words so i just stare	fear
i feel so distressed about the society	fear
i feel uncomfortable with strangers arenas	fear
im feeling a little intimidated and looking for any tips i can get	fear
i knew that ss house is located so farrrrr from my house and i felt guilt to ask her to fetch me but the day before that she said ok already and comforting me by saying its ok do not to feel any shy with me and i was like	fear
i learnt that i really dont care about them i have no feelings for them and im not scared anymore	fear
i hate the fact that i cant freely walk around the school without feeling scared or worried that he would see me	fear
i feel that i should mention that i feel equally as vulnerable writing about my political opinion as i would writing about sex a little bit apprehensive and a tiny bit worried about what people will think	fear
i got back to my castle i realised why i was feeling weird i hadn t taken my medication	fear
suddenly met someone in the biology building at night	fear
im never ever going to use or thats at least what im saying now that feeling will change im afraid	fear
i just always had a feeling that he was reluctant to be a leader	fear
im going to make her feel really agitated and semi worthless and see how that works out	fear
i was sick last night this morning and am still feeling very shaky	fear
i was surprised at how relatable the other student s stories about feeling pressured of opposed in society were despite all of our different backgrounds	fear
i had a broken uneven rest and i think i might ve dropped off just before the lights came back on so i m feeling shaky easily confused mentally below par	fear
i decided the only way i was going to stop feeling paranoid was to grab a magic marker and go crazy	fear
